4FGL-DR3,source_type,glat,glon,significance,r95,Ep,Fp,d,p_pulsar,diffuse
4FGL J1856.7+0125,unid-pulsar,-0.522,34.804,7.566,0.070,0.483,959.830,0.816,0.982,1.640
4FGL J1856.7-0116,unid-pulsar,-1.767,32.406,4.639,0.152,0.438,1.535,0.492,0.498,1.006
4FGL J1857.1+0056,unid-pulsar,-0.849,34.430,11.845,0.050,2.686,38.590,1.093,0.964,1.644
4FGL J1857.2+0941,msp,3.118,42.231,6.665,0.223,0.330,3.577,0.606,0.379,0.839
4FGL J1857.4+0106,unid-pulsar,-0.826,34.606,9.561,0.055,3.129,24.304,1.242,0.941,1.606
4FGL J1857.5+0756,unid-pulsar,2.264,40.704,5.020,0.115,0.307,12.063,0.675,0.714,1.217
4FGL J1857.6+0143,psr,-0.588,35.181,10.539,0.086,2.131,27.771,2.000,0.967,1.556
4FGL J1857.6+0212,spp-pulsar,-0.383,35.603,14.247,0.044,0.740,275.111,0.872,0.928,1.547
4FGL J1857.8-3220,unid-pulsar,-15.362,4.071,9.443,0.076,0.718,0.377,0.496,0.347,0.132
4FGL J1857.9+0313,bcu-pulsar,0.028,36.534,5.998,0.083,0.502,38.489,0.678,0.995,1.687
4FGL J1858.0+0354,unid-pulsar,0.310,37.170,19.302,0.054,0.823,165.130,0.888,0.990,1.656
4FGL J1858.0-1052,unid-pulsar,-6.390,23.968,5.781,0.112,0.624,1.131,1.434,0.981,0.551
4FGL J1858.3-2216,msp,-11.393,13.583,32.693,0.029,1.610,11.993,1.162,0.991,0.279
4FGL J1858.3-5424,msp,-22.726,342.030,18.341,0.067,1.111,0.900,0.787,1.000,-0.077
4FGL J1858.3-1318,unid-pulsar,-7.527,21.787,8.259,0.140,0.624,1.073,0.734,0.997,0.521
4FGL J1858.9+3636,unid-pulsar,14.395,67.013,8.808,0.148,1.080,0.210,1.296,0.964,-0.119
4FGL J1859.2-0706,unid-pulsar,-4.955,27.467,8.470,0.077,0.776,0.902,0.556,0.996,0.562
4FGL J1859.3+0058,unid-pulsar,-1.309,34.704,6.169,0.096,1.095,3.088,0.276,0.450,1.573
4FGL J1900.4+0339,unid-pulsar,-0.341,37.225,15.550,0.062,0.779,87.293,0.704,0.993,1.716
4FGL J1900.7+0426,unid-pulsar,-0.046,37.947,12.286,0.121,0.474,203.338,0.821,0.995,1.791
4FGL J1900.8+0118,unk-pulsar,-1.495,35.172,6.160,0.350,0.557,13.211,0.879,0.973,1.327
4FGL J1900.9+0538,unid-pulsar,0.471,39.025,9.143,0.121,0.510,48.494,0.837,0.994,1.577
4FGL J1901.1+0730,unid-pulsar,1.264,40.719,13.523,0.055,0.871,11.071,0.407,0.988,1.314
4FGL J1901.4-0126,msp,-2.890,32.795,26.509,0.038,1.097,21.288,0.692,0.995,0.873
4FGL J1901.5-2208,unid-pulsar,-12.012,14.038,5.588,0.079,1.804,0.103,0.947,0.617,0.245
4FGL J1901.7-5140,bcu-pulsar,-22.484,345.039,6.537,0.179,1.308,0.113,0.914,0.893,-0.085
4FGL J1901.8-0718,unid-pulsar,-5.623,27.589,9.620,0.064,1.786,0.810,0.994,0.997,0.532
4FGL J1902.0-5105,msp,-22.375,345.659,48.742,0.022,0.618,30.657,0.512,0.997,-0.092
4FGL J1902.2+0448,unid-pulsar,-0.215,38.447,11.329,0.145,0.762,78.131,0.936,0.992,1.756
4FGL J1902.4-3417,unid-pulsar,-16.988,2.567,6.508,0.120,0.825,0.210,0.925,0.962,0.100
4FGL J1902.5+0654,unid-pulsar,0.684,40.348,12.150,0.047,0.928,10.364,0.406,0.981,1.420
4FGL J1902.8-0855,unid-pulsar,-6.587,26.249,4.675,0.180,0.450,1.644,1.702,0.896,0.522
4FGL J1903.4-7053,msp,-26.495,324.359,27.870,0.034,2.246,1.920,1.109,0.998,-0.157
4FGL J1903.8+0531,spp-pulsar,-0.245,39.264,11.900,0.066,0.203,82.921,0.251,0.906,1.755
4FGL J1904.4-1129,msp,-8.072,24.099,5.175,0.122,1.367,0.332,1.813,0.863,0.543
4FGL J1904.7+0615,unid-pulsar,-0.093,40.010,4.926,0.285,0.523,35.591,1.193,0.966,1.629
4FGL J1904.7-0708,unid-pulsar,-6.201,28.070,23.899,0.042,0.724,12.288,0.602,0.977,0.535
4FGL J1906.0-1718,unid-pulsar,-10.949,18.957,8.595,0.077,1.463,0.344,1.095,0.993,0.217
4FGL J1906.1+1651,unid-pulsar,4.451,49.615,10.262,0.065,3.753,0.716,1.921,0.953,0.644
4FGL J1906.4-2001,unid-pulsar,-12.170,16.491,6.713,0.099,1.180,0.355,1.611,0.951,0.196
4FGL J1906.4-1757,unid-pulsar,-11.299,18.408,10.751,0.056,1.372,0.495,0.753,1.000,0.217
4FGL J1906.4+0723,psr,0.055,41.222,26.497,0.027,0.661,693.324,0.538,0.990,1.631
4FGL J1906.7+5419,bcu-pulsar,19.612,84.773,10.904,0.082,1.531,0.147,1.184,0.841,-0.221
4FGL J1906.9+0712,unid-pulsar,-0.148,41.123,17.069,0.028,1.248,102.307,0.449,0.971,1.681
4FGL J1907.2+2323,unid-pulsar,7.162,55.583,5.029,0.399,0.420,0.608,0.799,0.760,0.477
4FGL J1907.6+0703,other-pulsar,-0.357,41.056,5.470,0.068,0.363,21.477,0.326,0.986,1.662
4FGL J1907.9+0602,psr,-0.901,40.182,125.761,0.010,0.956,11317.650,0.597,0.972,1.475
4FGL J1908.4-0432,unid-pulsar,-5.861,30.814,5.250,0.269,0.343,4.928,1.967,0.697,0.737
4FGL J1908.7+0812,unid-pulsar,-0.078,42.199,13.738,0.068,0.530,124.484,0.815,0.995,1.671
4FGL J1908.8-0131,unid-pulsar,-4.571,33.553,24.619,0.038,1.514,11.536,0.974,0.991,0.740
4FGL J1908.8-1041,unid-pulsar,-8.691,25.316,4.574,0.353,0.350,1.766,1.631,0.808,0.508
4FGL J1908.9+2103,msp,5.765,53.670,11.547,0.057,1.669,0.765,0.668,0.985,0.623
4FGL J1909.0-2525,unid-pulsar,-14.908,11.667,6.718,0.115,1.172,0.310,1.701,0.420,0.168
4FGL J1909.2+4646,unid-pulsar,16.551,77.511,8.615,0.078,1.577,0.097,1.193,0.947,-0.232
4FGL J1910.1-4704,unid-pulsar,-22.540,350.237,7.344,0.171,0.730,0.210,1.153,0.908,-0.005
4FGL J1910.2+0904,unid-pulsar,0.000,43.141,10.495,0.034,0.169,26.490,0.092,0.601,1.557
4FGL J1910.7-5320,unid-pulsar,-24.243,343.662,12.714,0.089,0.777,0.435,0.774,0.995,-0.086
4FGL J1910.8-6001,glc,-25.636,336.453,17.940,0.055,1.197,0.849,1.151,1.000,-0.142
4FGL J1911.0+0905,other-pulsar,-0.176,43.252,47.789,0.013,1.285,898.692,0.224,0.863,1.560
4FGL J1911.3+1055,unid-pulsar,0.596,44.912,4.642,0.232,0.520,5.898,0.802,0.911,1.324
4FGL J1911.4-4856,unid-pulsar,-23.260,348.341,8.718,0.099,1.709,0.167,1.464,0.925,-0.018
4FGL J1912.0+0927,unid-pulsar,-0.226,43.695,7.398,0.118,0.725,15.145,0.613,0.996,1.504
4FGL J1912.2+3621,unid-pulsar,11.838,67.898,5.514,0.280,0.888,0.089,0.976,0.656,-0.012
4FGL J1912.5+1320,unid-pulsar,1.473,47.193,9.363,0.181,0.358,14.366,0.645,0.951,1.116
4FGL J1912.7+4610,unid-pulsar,15.776,77.173,13.180,0.089,1.186,0.268,0.647,0.665,-0.180
4FGL J1912.7+0957,unid-pulsar,-0.146,44.208,9.869,0.090,0.703,40.862,0.788,0.996,1.557
4FGL J1913.3+0905,psr,-0.686,43.517,17.161,0.058,1.520,36.884,1.090,0.989,1.426
4FGL J1913.3+1019,psr,-0.115,44.615,9.972,0.135,1.606,3.443,0.160,0.031,1.538
4FGL J1913.4-1526,unid-pulsar,-11.746,21.442,11.789,0.056,1.888,0.637,1.506,0.991,0.207
4FGL J1914.5+1107,unk-pulsar,0.004,45.449,7.675,0.148,0.753,14.419,0.751,0.994,1.563
4FGL J1914.6-1157,unid-pulsar,-10.516,24.794,7.878,0.077,0.326,2.093,0.659,0.508,0.362
4FGL J1914.7+1012,unid-pulsar,-0.456,44.665,7.179,0.145,0.484,15.171,0.499,0.961,1.474
4FGL J1915.3+1149,bcu-pulsar,0.154,46.155,11.350,0.120,0.551,47.715,0.753,0.996,1.525
4FGL J1916.3+1108,spp-pulsar,-0.373,45.668,11.059,0.288,0.475,42.297,0.492,0.993,1.548
4FGL J1916.8-3025,unid-pulsar,-18.420,7.522,22.907,0.031,2.396,1.822,0.529,0.957,0.129
4FGL J1918.1+1215,spp-pulsar,-0.254,46.871,8.612,0.248,0.501,37.636,1.013,0.983,1.494
4FGL J1919.1+2354,msp,4.974,57.288,8.248,0.119,1.451,0.867,1.919,0.962,0.636
4FGL J1919.2+0618,bcu-pulsar,-3.266,41.730,6.863,0.144,0.321,7.044,0.935,0.594,0.776
4FGL J1919.4+1313,unid-pulsar,-0.082,47.875,7.136,0.176,0.418,40.069,0.923,0.984,1.385
4FGL J1920.0-2622,unid-pulsar,-17.579,11.750,11.648,0.069,0.784,0.674,0.709,0.989,0.093
4FGL J1920.7+1334,unid-pulsar,-0.192,48.320,4.999,0.149,0.849,5.845,1.020,0.993,1.382
4FGL J1920.8+0418,unk-pulsar,-4.561,40.141,7.720,0.083,1.686,0.471,0.525,0.965,0.806
4FGL J1920.9+1408,unk-pulsar,0.037,48.854,7.145,0.068,0.436,64.197,0.668,0.996,1.556
4FGL J1921.1+1930,msp,2.509,53.615,7.100,0.106,2.285,0.769,1.257,0.997,1.015
4FGL J1921.4+0136,msp,-5.929,37.801,20.200,0.038,1.159,5.032,0.599,0.992,0.637
4FGL J1922.4+1453,unid-pulsar,0.057,49.683,6.259,0.113,0.527,25.097,0.919,0.985,1.401
4FGL J1922.7+1428,unid-pulsar,-0.205,49.350,8.659,0.061,0.719,84.776,0.925,0.994,1.520
4FGL J1924.3+1601,unid-pulsar,0.196,50.902,5.711,0.089,0.551,6.183,0.477,0.950,1.435
4FGL J1924.8-1035,unid-pulsar,-12.168,27.148,14.840,0.040,1.769,2.402,0.870,1.000,0.327
4FGL J1925.1+1707,unk-pulsar,0.548,51.954,6.067,0.133,0.455,4.907,0.361,0.711,1.361
4FGL J1925.1+0547,unid-pulsar,-4.811,41.951,4.501,0.175,0.459,1.042,1.001,0.990,0.723
4FGL J1925.2+1729,psr,0.692,52.287,7.314,0.155,1.026,7.717,1.062,0.995,1.459
4FGL J1925.3+1522,unid-pulsar,-0.322,50.431,8.451,0.116,0.479,30.251,0.837,0.985,1.434
4FGL J1925.4+1616,unid-pulsar,0.086,51.241,13.525,0.052,0.113,31.554,0.112,0.764,1.445
4FGL J1926.4+1602,unid-pulsar,-0.250,51.152,10.538,0.062,0.385,21.123,0.309,0.988,1.480
4FGL J1927.4+3528,unid-pulsar,8.695,68.465,5.026,0.175,1.307,0.069,1.165,0.558,0.025
4FGL J1927.4+0253,unid-pulsar,-6.679,39.646,6.136,0.102,0.805,0.583,1.403,0.788,0.443
4FGL J1928.4+1801,unk-pulsar,0.285,53.115,6.694,0.114,0.232,9.254,0.261,0.525,1.406
4FGL J1929.0+1729,unid-pulsar,-0.088,52.717,15.329,0.094,0.525,85.794,0.708,0.955,1.513
4FGL J1929.8+1832,unk-pulsar,0.254,53.737,5.512,0.122,1.248,2.500,1.122,0.997,1.281
4FGL J1930.3+0911,bcu-pulsar,-4.332,45.578,8.480,0.131,0.291,15.405,1.149,0.707,0.608
4FGL J1931.1+1656,unid-pulsar,-0.794,52.480,20.280,0.053,0.623,70.976,0.654,0.996,1.330
4FGL J1932.2+2221,psr,1.584,57.355,5.854,0.095,0.910,1.419,0.820,0.997,1.195
4FGL J1932.3+1916,psr,0.084,54.650,43.501,0.023,0.767,417.174,0.808,0.994,1.218
4FGL J1934.2-1446,unid-pulsar,-16.023,24.243,7.454,0.125,0.602,0.712,1.381,0.977,0.189
4FGL J1934.3+1859,spp-pulsar,-0.468,54.646,8.824,0.190,0.350,65.502,1.047,0.974,1.240
4FGL J1935.2+2029,psr,0.065,56.057,13.836,0.080,0.547,45.356,0.897,0.930,1.350
4FGL J1936.6+1921,unid-pulsar,-0.772,55.222,7.243,0.150,1.052,2.004,0.765,1.000,1.101
4FGL J1937.2-4217,bcu-pulsar,-25.953,356.667,13.455,0.062,1.049,0.432,0.563,0.991,0.011
4FGL J1939.6+2135,msp,-0.295,57.522,15.283,0.051,0.686,28.140,0.652,0.997,1.366
4FGL J1939.7-1242,unid-pulsar,-16.378,26.781,4.517,0.173,0.402,0.301,0.778,0.631,0.241
4FGL J1940.2-2511,unid-pulsar,-21.358,14.687,13.594,0.082,0.760,0.653,0.490,0.884,0.020
4FGL J1940.9+5114,unid-pulsar,13.654,83.938,6.220,0.103,2.406,0.056,1.861,0.673,-0.047
4FGL J1943.9+2841,unid-pulsar,2.391,64.169,6.664,0.239,1.188,0.441,0.709,0.996,0.703
4FGL J1944.8+4301,unid-pulsar,9.266,76.820,11.836,0.049,3.295,0.235,0.957,0.919,0.224
4FGL J1946.1+2436,unk-pulsar,-0.086,60.873,6.151,0.132,1.081,1.670,0.779,0.995,1.239
4FGL J1946.5-1527,unid-pulsar,-19.010,24.862,8.238,0.085,0.974,0.208,0.491,0.485,0.213
4FGL J1946.5-5402,msp,-29.572,343.898,39.944,0.030,1.120,7.535,1.043,0.969,-0.166
4FGL J1947.6-1121,unid-pulsar,-17.564,28.914,10.142,0.056,1.060,0.393,0.621,0.886,0.189
4FGL J1947.7+2744,other-pulsar,1.184,63.756,12.772,0.094,0.959,3.297,0.462,0.952,1.057
4FGL J1948.1+2511,unid-pulsar,-0.178,61.601,6.206,0.164,1.179,2.693,1.702,0.990,1.110
4FGL J1948.3+1207,bcu-pulsar,-6.796,50.304,6.905,0.135,0.741,0.767,1.372,0.887,0.278
4FGL J1948.9+3414,unid-pulsar,4.244,69.510,10.641,0.159,1.828,0.693,1.115,0.996,0.523
4FGL J1949.2-1453,unid-pulsar,-19.387,25.696,10.982,0.066,0.565,0.495,0.304,0.386,0.144
4FGL J1950.6+2416,msp,-1.131,61.112,7.606,0.164,0.629,3.570,0.662,0.971,1.187
4FGL J1950.8+1211,bcu-pulsar,-7.283,50.681,12.118,0.067,0.575,1.758,0.653,0.979,0.221
4FGL J1951.0+2523,unid-pulsar,-0.648,62.120,7.698,0.134,0.793,4.670,1.090,0.994,1.139
4FGL J1951.6+2621,unid-pulsar,-0.271,63.012,9.278,0.142,0.550,5.560,0.525,0.942,1.105
4FGL J1952.8+2924,spp-pulsar,1.059,65.766,11.655,0.183,0.843,9.834,1.148,0.989,1.122
4FGL J1952.9+3252,psr,2.823,68.771,128.038,0.012,0.877,2299.283,0.571,0.967,0.876
4FGL J1953.6+1846,glc,-4.541,56.733,8.103,0.154,0.422,0.786,0.535,0.825,0.325
4FGL J1954.3+2836,psr,0.373,65.248,85.782,0.014,1.148,986.599,0.647,0.990,1.213
4FGL J1954.5+2420,unid-pulsar,-1.868,61.632,7.021,0.169,1.706,1.220,1.435,0.989,1.038
4FGL J1954.8+2543,unid-pulsar,-1.219,62.838,5.913,0.239,0.526,3.074,0.725,0.942,1.156
4FGL J1955.1+3321,spp-pulsar,2.668,69.409,9.050,0.091,1.410,1.260,0.725,0.991,0.882
4FGL J1955.8+1154,unid-pulsar,-8.477,51.039,5.781,0.066,3.786,0.100,1.972,0.842,0.315
4FGL J1956.6-7011,unid-pulsar,-30.905,325.217,6.207,0.085,2.275,0.059,2.000,0.526,-0.249
4FGL J1957.3+2517,msp,-1.911,62.765,5.620,0.134,0.918,1.389,1.326,0.998,0.908
4FGL J1957.6+5033,psr,11.019,84.586,69.614,0.022,0.710,92.840,1.325,0.983,-0.019
4FGL J1958.7+2846,psr,-0.357,65.888,91.104,0.014,1.079,1248.382,0.797,0.993,1.146
4FGL J1959.1+1646,unid-pulsar,-6.701,55.678,4.902,0.101,1.454,0.112,1.258,0.748,0.264
4FGL J1959.5+2048,msp,-4.692,59.199,32.971,0.037,0.932,19.889,0.958,0.994,0.473
4FGL J2001.5+1611,unid-pulsar,-7.486,55.465,4.893,0.194,0.388,1.054,1.598,0.471,0.310
4FGL J2001.5-0958,unid-pulsar,-20.070,31.776,4.883,0.098,0.306,0.393,0.701,0.520,0.121
4FGL J2003.6+2333,bcu-pulsar,-4.036,62.039,5.594,0.223,0.761,0.824,1.361,0.976,0.662
4FGL J2004.1+2517,unk-pulsar,-3.228,63.573,5.584,0.193,0.967,0.928,1.206,1.000,0.919
4FGL J2004.3+3339,unk-pulsar,1.196,70.676,30.997,0.024,0.683,35.654,0.259,0.993,1.105
4FGL J2004.9+3421,unid-pulsar,1.461,71.332,7.320,0.077,0.710,2.570,0.573,0.939,1.166
4FGL J2006.2+3102,psr,-0.539,68.685,15.074,0.052,1.308,6.384,0.805,0.902,1.122
4FGL J2006.4+0147,msp,-15.774,43.381,13.381,0.048,2.776,0.379,0.829,0.970,0.039
4FGL J2007.2-1433,bcu-pulsar,-23.225,27.911,9.448,0.153,0.502,1.498,1.678,0.906,0.087
4FGL J2007.9+2511,unid-pulsar,-4.006,63.952,8.973,0.081,2.077,0.859,1.301,0.987,0.763
4FGL J2009.5+2425,unid-pulsar,-4.734,63.496,5.724,0.266,0.460,1.865,1.284,0.963,0.731
4FGL J2009.9-2116,unid-pulsar,-26.353,21.324,9.240,0.071,2.549,0.207,1.344,0.846,0.054
4FGL J2013.4+2745,unid-pulsar,-3.639,66.784,6.583,0.164,0.468,2.872,1.062,0.954,0.837
4FGL J2013.5+3613,spp-pulsar,1.017,73.853,11.920,0.073,1.123,6.393,0.955,0.996,1.190
4FGL J2016.2+3712,other-pulsar,1.117,74.974,9.604,0.039,0.100,51.112,-0.100,0.481,1.193
4FGL J2016.3-2331,bcu-pulsar,-28.526,19.509,10.825,0.077,1.654,0.230,0.810,0.981,-0.050
4FGL J2017.3+3525,unid-pulsar,-0.080,73.622,7.256,0.064,8.457,0.567,1.256,0.605,1.192
4FGL J2017.4+0602,msp,-16.034,48.622,80.792,0.014,2.661,118.459,0.860,0.967,0.141
4FGL J2017.7-1612,msp,-26.206,27.348,22.808,0.034,1.335,1.510,0.556,0.996,-0.077
4FGL J2017.9+3625,psr,0.389,74.518,53.867,0.021,0.992,653.376,1.038,0.989,1.136
4FGL J2018.0+7903,unid-pulsar,22.662,111.904,6.575,0.085,1.496,0.055,1.849,0.591,-0.109
4FGL J2019.6+0616,unid-pulsar,-16.390,49.111,4.883,0.085,0.432,0.542,0.628,0.683,0.132
4FGL J2021.1+3651,psr,0.109,75.229,196.028,0.009,1.009,40929.382,0.686,0.977,1.184
4FGL J2021.5+4026,psr,2.082,78.228,135.245,0.009,0.812,139570.641,0.767,0.960,1.248
4FGL J2022.3+3840,psr,0.945,76.858,14.712,0.078,0.366,63.831,0.687,0.995,1.244
4FGL J2023.3-1947,unid-pulsar,-28.771,24.156,7.332,0.120,0.632,0.172,0.670,0.703,-0.145
4FGL J2023.6-0123,bcu-pulsar,-21.082,42.611,13.634,0.045,1.404,0.451,0.696,0.762,0.007
4FGL J2026.0+4718,unid-pulsar,5.342,84.332,6.413,0.128,2.642,0.243,1.018,0.867,0.804
4FGL J2026.3+1431,unid-pulsar,-13.444,57.273,11.352,0.055,2.870,0.262,0.879,0.867,0.006
4FGL J2026.5+3718,unk-pulsar,-0.525,76.222,5.855,0.463,0.679,5.304,1.163,0.985,1.231
4FGL J2027.0+2811,unid-pulsar,-5.882,68.833,18.524,0.051,0.849,6.248,1.357,0.992,0.531
4FGL J2028.3+3331,psr,-3.011,73.359,63.387,0.018,1.378,488.863,1.256,0.983,0.951
4FGL J2029.5-4237,unid-pulsar,-35.488,358.233,12.683,0.109,0.892,0.731,2.000,0.792,-0.167
4FGL J2030.0+3641,psr,-1.445,76.123,56.877,0.021,1.698,254.416,1.283,0.983,1.107
4FGL J2030.0-0310,unid-pulsar,-23.331,41.738,4.522,0.103,1.948,0.039,1.916,0.289,-0.182
4FGL J2030.9+4416,psr,2.882,82.350,50.043,0.024,1.121,285.410,1.314,0.982,1.058
4FGL J2031.7+3138,unid-pulsar,-4.707,72.244,4.601,0.095,1.497,0.184,1.218,0.978,0.608
4FGL J2032.2+4127,psr,1.024,80.229,104.801,0.011,2.304,2348.536,0.777,0.966,1.265
4FGL J2035.0+3632,msp,-2.341,76.597,28.971,0.031,2.841,22.065,1.660,0.976,0.993
4FGL J2037.7-2230,unid-pulsar,-32.847,22.481,5.358,0.164,0.850,0.090,1.695,0.197,-0.303
4FGL J2038.4+4212,unid-pulsar,0.543,81.527,17.714,0.076,0.420,127.849,0.680,0.996,1.390
4FGL J2039.4-3616,msp,-36.546,6.337,15.170,0.066,1.061,0.661,0.851,0.989,-0.129
4FGL J2039.5-5617,msp,-37.147,341.268,49.794,0.022,1.180,9.634,0.451,0.903,-0.100
4FGL J2041.1+4736,unid-pulsar,3.454,86.097,33.495,0.032,1.065,34.947,0.660,0.996,0.976
4FGL J2042.1+4209,bcu-pulsar,-0.028,81.904,10.828,0.080,0.734,19.247,0.992,0.989,1.396
4FGL J2042.2+0245,msp,-23.036,48.990,19.147,0.063,0.764,3.110,1.356,0.997,-0.122
4FGL J2042.3+5758,unid-pulsar,9.615,94.497,5.034,0.098,0.345,1.336,1.827,0.607,0.337
4FGL J2042.7-5415,bcu-pulsar,-37.786,343.755,10.188,0.097,1.421,0.241,1.804,0.958,-0.204
4FGL J2043.1+4256,unk-pulsar,0.318,82.634,5.133,0.384,0.438,17.759,1.993,0.594,1.138
4FGL J2043.3+1711,msp,-15.317,61.915,71.347,0.016,1.490,49.998,0.601,0.987,-0.066
4FGL J2043.7+2741,psr,-9.145,70.622,24.369,0.044,0.757,6.977,1.134,0.963,0.246
4FGL J2043.9+2051,unid-pulsar,-13.278,65.064,7.110,0.108,1.055,0.130,0.963,0.924,-0.032
4FGL J2043.9-4802,unid-pulsar,-38.284,351.629,19.258,0.040,1.796,0.810,1.150,1.000,-0.227
4FGL J2045.9-6835,msp,-35.462,326.091,15.011,0.051,2.087,0.370,1.443,0.991,-0.205
4FGL J2046.1-1626,unid-pulsar,-32.605,30.076,14.289,0.073,1.155,0.457,0.808,0.966,-0.257
4FGL J2047.3+1051,msp,-19.729,57.052,16.186,0.044,2.322,0.509,0.566,0.606,-0.038
4FGL J2047.5+4356,unid-pulsar,0.316,83.910,4.489,0.491,0.389,14.231,1.999,0.490,1.110
4FGL J2049.3+4440,unid-pulsar,0.524,84.687,6.688,0.074,0.100,21.114,0.087,0.541,1.295
4FGL J2050.0+4114,unid-pulsar,-1.742,82.100,4.934,0.119,0.994,0.544,0.544,0.994,1.024
4FGL J2050.4-3015,unid-pulsar,-37.676,14.291,5.161,0.163,1.404,0.088,1.942,0.905,-0.101
4FGL J2051.0-0826,msp,-30.387,39.212,13.346,0.049,2.041,0.459,1.363,0.993,-0.100
4FGL J2051.7+5051,msp,4.130,89.721,18.807,0.032,1.630,6.589,1.038,0.995,0.976
4FGL J2052.3+4437,unid-pulsar,0.090,84.988,7.248,0.389,0.735,5.423,1.239,0.990,1.149
4FGL J2052.7+4334,spp-pulsar,-0.647,84.224,5.075,0.134,1.340,0.873,1.094,1.000,1.207
4FGL J2052.7+1218,msp,-19.991,59.127,13.537,0.064,0.614,0.510,0.327,0.529,0.001
4FGL J2054.2+6904,unid-pulsar,15.285,104.372,15.331,0.052,0.950,0.874,0.793,1.000,0.348
4FGL J2055.8+1545,msp,-18.578,62.534,6.920,0.123,0.467,0.150,0.401,0.011,-0.140
4FGL J2055.8+2540,psr,-12.520,70.697,114.236,0.014,1.055,437.697,1.170,0.990,0.167
4FGL J2056.4+4351,unk-pulsar,-0.977,84.869,10.958,0.241,0.430,17.797,0.780,0.967,1.150
4FGL J2056.4+3142,unid-pulsar,-8.819,75.542,21.941,0.049,0.755,8.486,0.868,0.987,0.161
4FGL J2058.0+3338,unid-pulsar,-7.834,77.260,7.729,0.090,1.807,0.142,0.865,0.602,0.177
4FGL J2059.1-4103,bcu-pulsar,-40.870,0.741,9.275,0.147,0.722,0.349,1.380,0.904,-0.254
4FGL J2059.7+4837,unk-pulsar,1.705,88.852,6.509,0.135,2.198,0.532,1.163,0.998,1.051
4FGL J2101.8+5044,unid-pulsar,2.843,90.674,5.309,0.137,0.495,2.672,0.841,0.945,1.148
4FGL J2103.7-1112,bcu-pulsar,-34.409,37.873,25.320,0.033,1.613,2.211,0.964,0.995,-0.072
4FGL J2104.0+4623,unid-pulsar,-0.319,87.651,7.393,0.111,0.927,1.141,0.898,1.000,0.894
4FGL J2107.9+6006,bcu-pulsar,8.423,98.279,4.109,0.266,0.440,0.396,0.730,0.876,0.677
4FGL J2108.0+5155,unid-pulsar,2.913,92.205,14.286,0.083,0.812,10.473,0.612,0.982,1.260
4FGL J2108.7+7532,bcu-pulsar,18.431,110.375,4.947,0.150,1.186,0.144,1.945,0.618,0.454
4FGL J2109.5+5238,unid-pulsar,3.233,92.881,4.191,0.130,0.343,1.649,0.414,0.193,1.236
4FGL J2110.7+5129,unid-pulsar,2.314,92.168,4.909,0.207,0.473,4.870,1.093,0.923,1.157
4FGL J2111.4+4606,psr,-1.454,88.313,72.967,0.018,1.170,142.969,0.514,0.987,0.753
4FGL J2112.5-3043,unid-pulsar,-42.444,14.904,60.454,0.018,2.239,30.943,0.977,0.976,-0.066
4FGL J2114.0+1956,spp-pulsar,-19.387,68.856,5.819,0.150,0.946,0.159,1.863,0.210,-0.113
4FGL J2114.3+5023,unid-pulsar,1.149,91.763,12.596,0.063,0.884,3.061,0.439,0.868,1.048
4FGL J2114.8+6000,unid-pulsar,7.719,98.794,4.708,0.140,0.664,0.334,1.099,0.932,0.615
4FGL J2115.1+5449,msp,4.120,95.043,20.132,0.049,2.766,4.526,1.399,0.984,0.936
4FGL J2115.2+5219,unid-pulsar,2.379,93.257,5.082,0.237,0.427,5.617,1.049,0.850,1.272
4FGL J2116.2+3701,unid-pulsar,-8.341,82.304,14.407,0.077,0.698,2.468,1.135,0.997,0.192
4FGL J2117.0+1344,unid-pulsar,-23.869,64.173,12.741,0.075,1.064,0.370,0.776,0.927,-0.245
4FGL J2117.4+6159,bcu-pulsar,8.854,100.475,6.152,0.202,0.531,1.018,1.661,0.799,0.691
4FGL J2117.9+3729,unid-pulsar,-8.274,82.880,13.054,0.054,1.108,0.680,0.575,0.928,0.185
4FGL J2119.0-3317,bcu-pulsar,-44.190,11.707,7.721,0.093,2.292,0.155,1.743,0.839,-0.051
4FGL J2119.4+4652,bcu-pulsar,-1.916,89.823,6.837,0.064,6.931,0.288,1.922,0.643,0.947
4FGL J2120.0+5257,unid-pulsar,2.295,94.209,5.306,0.135,0.630,0.844,0.471,0.972,1.099
4FGL J2120.5+4331,unid-pulsar,-4.408,87.584,4.773,0.212,0.587,0.324,0.794,0.964,0.560
4FGL J2123.9+5158,spp-pulsar,1.189,93.942,7.758,0.116,0.766,2.713,0.917,0.996,1.113
4FGL J2124.7-3358,msp,-45.445,10.927,97.685,0.014,1.658,192.969,1.064,0.990,-0.158
4FGL J2129.8-0428,msp,-36.960,48.933,28.969,0.036,1.419,2.564,0.857,1.000,-0.391
4FGL J2129.9+1208,glc,-27.319,64.985,10.649,0.143,0.309,0.752,0.547,0.015,-0.173
4FGL J2130.8-6623,bcu-pulsar,-40.256,326.697,26.799,0.043,1.412,1.391,1.242,1.000,-0.444
4FGL J2133.1-6432,unid-pulsar,-41.289,328.748,24.917,0.044,1.229,1.827,1.175,1.000,-0.373
4FGL J2134.3-0319,unid-pulsar,-37.301,50.897,4.627,0.150,1.651,0.037,1.960,0.173,-0.360
4FGL J2140.0+4716,psr,-4.029,92.641,54.331,0.029,0.897,98.007,1.317,0.989,0.653
