name,glon,glat,ts,r95,diffuse,d,Fp,Ep,source type
4FGL J0916.9+7756,134.639,33.811,45.068,0.081,-0.603,-0.010,0.205,0.100,UNID-BLL
4FGL J0917.9-4755,270.389,1.060,95.086,0.127,1.078,0.910,3.426,0.524,UNID-PSR
4FGL J0918.9-4904,271.334,0.294,46.815,0.180,1.105,0.831,0.967,0.765,UNID-PSR
4FGL J0919.3+6607,147.643,39.347,105.150,0.041,-0.138,-0.011,0.084,0.100,UNID-BLL
4FGL J0919.5-6203,280.693,-8.775,139.524,0.046,0.144,0.568,0.204,1.127,UNID-PSR
4FGL J0921.7-6317,281.844,-9.316,102.140,0.051,0.198,0.972,0.145,1.930,lmb-psr
4FGL J0922.3+0644,225.341,36.466,61.892,0.119,-0.405,0.294,0.394,0.100,young
4FGL J0924.1-5202,274.043,-1.298,105.704,0.130,0.958,0.332,12.738,0.100,UNID-PSR
4FGL J0926.1-5336,275.312,-2.138,120.208,0.058,0.968,1.622,1.001,2.491,UNID-PSR
4FGL J0928.3-2713,256.884,16.989,27.617,0.069,-0.093,-0.044,0.013,0.100,UNID-BLL
4FGL J0928.4-5256,275.091,-1.415,186.365,0.038,0.947,0.085,0.496,2.301,UNID-BLL
4FGL J0928.5+3916,183.368,46.466,25.593,0.099,-0.699,1.666,0.008,2.795,UNID-BLL
4FGL J0928.7-2541,255.774,18.094,26.585,0.064,-0.189,-0.002,0.006,0.100,UNID-BLL
4FGL J0929.3-4110,267.106,7.213,59.749,0.031,0.416,0.117,0.074,233.349,UNID-BLL
4FGL J0930.1-5059,273.959,0.192,65.505,0.114,1.050,0.499,1.419,0.395,UNID-PSR
4FGL J0930.9-3030,259.721,15.080,71.808,0.042,-0.044,-0.006,0.036,1000.000,UNID-BLL
4FGL J0931.2-1906,251.032,23.029,162.468,0.057,-0.373,0.970,0.175,1.833,MSP
4FGL J0931.4-3559,263.739,11.248,74.540,0.043,0.132,0.633,0.050,6.025,UNID-BLL
4FGL J0932.1+3634,187.316,47.116,35.920,0.039,-0.746,-0.100,0.070,1000.000,UNID-BLL
4FGL J0933.8-6232,282.230,-7.910,2594.758,0.016,0.300,1.205,16.692,2.216,UNID-PSR
4FGL J0934.5+7223,139.586,37.603,47.205,0.171,-0.328,0.187,0.326,0.100,UNID-FSRQ
4FGL J0935.5+1152,221.386,41.716,25.111,0.063,-0.527,0.272,0.003,8.309,UNID-BLL
4FGL J0938.8+5155,164.827,46.492,56.959,0.095,-0.717,-0.005,0.165,0.100,UNID-BLL
4FGL J0942.5+7620,135.289,35.869,55.143,0.066,-0.490,1.862,0.018,5.328,UNID-BLL
4FGL J0944.3-0911,244.988,31.926,48.153,0.060,-0.468,0.201,0.013,4.772,UNID-BLL
4FGL J0944.6+5729,156.790,45.427,32.362,0.053,-0.697,0.316,0.004,13.002,UNID-BLL
4FGL J0944.7-5124,275.900,1.404,80.055,0.055,0.823,0.546,0.178,4.012,UNID-BLL
4FGL J0946.7+0548,230.263,41.229,25.768,0.128,-0.557,0.402,0.012,0.811,UNID-BLL
4FGL J0947.0-3548,266.005,13.585,53.586,0.178,0.037,1.328,0.254,0.605,UNID-FSRQ
4FGL J0947.8-4234,270.723,8.462,61.461,0.051,0.281,0.258,0.084,0.849,UNID-BLL
4FGL J0948.0-3859,268.306,11.325,39.418,0.305,0.106,0.281,0.635,0.100,UNID-FSRQ
4FGL J0949.8+7551,135.423,36.496,161.980,0.059,-0.568,0.423,0.072,0.726,UNID-BLL
4FGL J0951.8-5944,282.016,-4.363,115.116,0.108,0.614,0.522,1.394,0.376,UNID-PSR
4FGL J0952.1-0607,243.643,35.381,222.949,0.047,-0.317,0.781,0.269,1.602,MSP
4FGL J0952.5-3902,268.895,11.872,25.081,0.246,0.089,0.944,0.052,1.090,UNID-FSRQ
4FGL J0953.6-1509,251.907,29.610,1198.027,0.026,-0.269,1.027,3.284,1.570,UNID-PSR
4FGL J0955.2+4725,170.255,50.230,38.230,0.084,-0.765,0.298,0.014,0.531,UNID-BLL
4FGL J0955.3-3949,269.926,11.534,1195.310,0.027,0.079,0.334,7.013,0.294,MSP
4FGL J0955.4-6151,283.690,-5.737,588.155,0.030,0.372,0.417,2.926,0.491,MSP
4FGL J0955.7+6940,141.416,40.571,1775.710,0.017,-0.308,0.218,1.688,0.680,sbg-psr
4FGL J0955.8-4106,270.667,10.390,61.350,0.163,0.165,0.806,1.082,0.218,UNID-FSRQ
4FGL J0957.3-3851,269.608,12.705,27.726,0.295,-0.064,2.000,0.171,0.589,UNID-FSRQ
4FGL J0958.6-0522,244.222,37.095,59.918,0.054,-0.496,0.260,0.018,10.091,UNID-BLL
4FGL J0959.1-6441,285.713,-7.754,40.560,0.170,0.187,0.519,0.081,0.697,UNID-FSRQ
4FGL J1000.5-5709,281.340,-1.636,64.119,0.138,1.353,1.107,1.950,1.270,UNID-PSR
4FGL J1000.7-4248,272.580,9.844,32.917,0.211,0.125,0.742,0.102,0.574,UNID-FSRQ
4FGL J1001.3-2040,257.742,26.915,50.663,0.054,-0.366,1.144,0.028,10.988,UNID-BLL
4FGL J1001.8+7628,134.247,36.662,34.678,0.054,-0.499,0.366,0.003,6.369,UNID-BLL
4FGL J1002.9-2937,264.431,20.382,33.947,0.113,-0.208,0.381,0.074,0.258,UNID-FSRQ
4FGL J1003.2-5737,282.024,-1.665,147.181,0.100,1.391,1.021,7.649,0.789,UNID-PSR
4FGL J1003.7+7049,139.714,40.409,74.711,0.042,-0.264,-0.100,1.017,0.100,UNID-BLL
4FGL J1005.5-5708,281.837,-1.079,130.259,0.099,1.364,1.112,7.971,0.745,UNID-PSR
4FGL J1006.5-5626,281.549,-0.529,86.563,0.163,1.315,2.000,5.846,0.867,UNID-BLL
4FGL J1007.6+4253,176.525,53.447,125.890,0.110,-0.752,0.314,0.729,0.100,UNID-FSRQ
4FGL J1007.8-4514,275.142,8.623,32.622,0.044,0.108,-0.100,0.539,1000.000,UNID-BLL
4FGL J1008.1-5706,282.191,-0.851,121.173,0.074,1.332,0.549,4.107,0.763,unk-psr
4FGL J1008.7-4659,276.307,7.305,41.247,0.101,0.060,1.299,0.069,1.498,MSP
4FGL J1009.5-0034,241.580,42.189,47.044,0.065,-0.518,0.174,0.014,1.318,UNID-BLL
4FGL J1011.4-5729,282.823,-0.953,27.951,0.087,1.366,-0.093,4.518,1000.000,UNID-BLL
4FGL J1012.1-4235,274.224,11.232,448.923,0.030,0.029,0.416,0.779,1.420,MSP
4FGL J1014.6+6126,149.147,46.925,70.690,0.073,-0.739,1.069,0.019,2.091,UNID-BLL
4FGL J1015.1-6353,286.768,-6.068,103.310,0.055,0.382,0.804,0.242,1.329,UNID-PSR
4FGL J1015.5-6030,284.896,-3.220,434.355,0.073,0.735,0.358,104.272,0.100,young
4FGL J1016.1-4247,274.950,11.495,229.548,0.031,-0.030,0.329,0.244,10.936,UNID-BLL
4FGL J1016.2-5729,283.254,-0.693,36.619,0.114,1.364,0.418,0.873,0.746,UNID-PSR
4FGL J1016.3-5857,284.087,-1.876,3710.315,0.016,1.142,0.497,283.506,0.810,young
4FGL J1017.4+5956,150.779,48.026,29.519,0.060,-0.765,-0.018,0.008,1000.000,UNID-BLL
4FGL J1018.1-4051,274.167,13.293,50.243,0.157,0.028,0.430,0.340,0.165,UNID-FSRQ
4FGL J1018.1-2705,265.667,24.509,58.603,0.120,-0.236,0.770,0.071,1.075,UNID-FSRQ
4FGL J1018.2+0145,241.080,45.424,73.343,0.098,-0.358,1.973,0.169,0.960,UNID-PSR
4FGL J1018.3-0703,250.103,39.557,35.862,0.149,-0.440,1.487,0.060,0.838,UNID-FSRQ
4FGL J1018.4+2210,212.518,55.017,27.376,0.038,-0.636,1.805,0.052,79.613,UNID-BLL
4FGL J1018.9-5856,284.358,-1.688,28394.447,0.011,1.180,0.410,7662.513,0.337,HMB-psr
4FGL J1019.3+5625,155.059,50.138,32.181,0.056,-0.577,0.772,0.006,13.658,UNID-BLL
4FGL J1019.8-5749,283.840,-0.686,653.411,0.032,1.364,0.525,33.095,0.909,young
4FGL J1020.4-5508,282.446,1.600,57.388,0.064,0.935,1.184,0.180,3.588,UNID-PSR
4FGL J1020.4-5314,281.399,3.204,192.602,0.070,0.579,0.871,1.664,0.699,UNID-PSR
4FGL J1021.8-6348,287.316,-5.565,34.422,0.053,0.425,0.557,0.022,12.922,UNID-BLL
4FGL J1022.1-1818,260.242,31.938,51.287,0.060,-0.250,0.829,0.029,6.055,UNID-BLL
4FGL J1023.0-5745,284.170,-0.401,14670.349,0.013,1.339,0.594,2785.384,0.666,young
4FGL J1024.5-0719,251.693,40.493,474.706,0.036,-0.415,0.986,0.837,1.746,MSP
4FGL J1026.2-5731,284.403,0.009,526.938,0.041,1.233,0.953,37.879,1.069,UNID-PSR
4FGL J1028.1-3550,272.866,18.489,42.428,0.065,-0.200,-0.100,0.611,1000.000,UNID-BLL
4FGL J1028.4-1539,259.546,34.953,41.768,0.068,-0.140,0.797,0.036,11.320,UNID-BLL
4FGL J1028.5-5819,285.063,-0.497,39457.510,0.010,1.217,0.367,4876.335,0.924,young
4FGL J1029.4-0828,253.875,40.484,26.386,0.084,-0.328,-0.008,0.008,1000.000,UNID-BLL
4FGL J1029.9+7335,135.291,39.994,32.966,0.107,-0.258,0.434,0.007,2.527,UNID-BLL
4FGL J1030.7+6118,147.518,48.522,159.472,0.108,-0.768,-0.100,11.174,0.100,UNID-BLL
4FGL J1031.4-4448,278.419,11.302,40.275,0.069,0.077,1.603,0.038,3.539,UNID-BLL
4FGL J1035.4-6720,290.378,-7.840,3269.624,0.016,0.362,0.933,26.141,1.621,MSP
4FGL J1036.5-1809,263.325,34.142,41.595,0.103,-0.365,0.296,0.053,0.290,UNID-BLL
4FGL J1036.5-8318,298.943,-21.501,401.118,0.032,0.027,0.815,0.772,1.783,MSP
4FGL J1036.6-4349,278.712,12.561,200.499,0.041,0.005,0.389,0.242,1.268,MSP
4FGL J1037.8-5810,285.982,0.214,196.497,0.063,1.226,0.869,5.827,1.175,UNID-PSR
4FGL J1038.8-5848,286.480,-0.243,76.347,0.091,1.228,0.428,0.940,1.492,UNID-PSR
4FGL J1039.2+3258,193.239,60.914,119.140,0.080,-0.698,0.034,1.317,0.100,UNID-BLL
4FGL J1041.3-6437,289.498,-5.100,87.445,0.088,0.531,0.909,0.441,0.969,bcu-psr
4FGL J1043.0+5316,156.066,54.755,188.028,0.069,-0.772,0.567,0.248,0.319,UNID-FSRQ
4FGL J1043.4-0623,255.492,44.380,38.418,0.050,-0.436,0.975,0.020,19.685,UNID-BLL
4FGL J1044.4-5737,286.580,1.160,11245.225,0.013,0.998,0.635,774.807,0.744,young
4FGL J1044.5-1439,262.654,38.088,34.870,0.098,-0.325,1.816,0.035,1.698,UNID-BLL
4FGL J1045.7-6414,289.783,-4.624,106.778,0.078,0.579,0.811,0.400,1.446,unk-psr
4FGL J1046.7-6010,288.094,-0.963,161.499,0.071,1.196,0.498,7.678,0.541,UNID-PSR
4FGL J1047.2+6740,139.122,45.380,83.951,0.040,-0.696,0.069,0.009,30.069,UNID-BLL
4FGL J1048.2-5832,287.428,0.575,35136.584,0.010,1.022,0.393,3138.956,0.846,young
4FGL J1048.4-5030,283.768,7.734,98.746,0.030,0.382,0.331,0.105,26.495,UNID-BLL
4FGL J1048.5-5923,287.841,-0.147,401.713,0.053,1.090,1.185,27.435,0.876,UNID-PSR
4FGL J1048.6+2340,213.147,62.141,496.129,0.038,-0.523,0.268,0.557,0.617,MSP
4FGL J1049.8+2741,204.671,63.078,53.471,0.057,-0.785,-0.100,0.390,1000.000,UNID-BLL
4FGL J1049.9-3658,277.478,19.835,54.223,0.058,-0.265,0.367,0.018,5.309,UNID-BLL
4FGL J1054.0-5938,288.468,-0.063,28.644,0.111,1.187,1.230,0.321,2.540,UNID-PSR
4FGL J1054.7-6008,289.040,-0.443,28.305,0.063,1.347,0.455,0.105,10.634,UNID-BLL
4FGL J1055.6-0719,259.539,45.566,46.977,0.148,-0.555,1.409,0.059,0.973,UNID-FSRQ
4FGL J1055.7+1033,238.745,58.128,31.156,0.075,-0.614,0.043,0.008,0.126,UNID-BLL
4FGL J1055.7-6028,289.145,-0.729,530.808,0.030,1.420,0.661,14.470,1.328,young
4FGL J1055.7-1807,267.952,36.782,29.131,0.078,-0.452,-0.005,0.012,0.100,UNID-BLL
4FGL J1055.9+6507,140.562,47.844,281.369,0.039,-0.467,-0.100,4.265,0.100,UNID-FSRQ
4FGL J1056.2-6323,290.482,-3.384,162.613,0.181,0.762,0.673,77.819,0.100,UNID-PSR
4FGL J1056.9-5852,288.596,0.770,643.260,0.040,1.070,1.231,26.434,0.919,young
4FGL J1057.6-4051,280.785,17.076,67.468,0.043,0.035,1.113,0.050,10.163,UNID-BLL
4FGL J1057.9-5227,285.986,6.649,204311.233,0.009,0.482,0.782,18145.615,1.171,young
4FGL J1058.3+2134,218.910,63.715,34.391,0.051,-0.780,0.160,0.005,32.524,UNID-BLL
4FGL J1058.4-6625,291.972,-5.988,84.808,0.040,0.526,0.669,0.128,12.982,UNID-BLL
4FGL J1058.9-6101,289.795,-1.086,186.800,0.070,1.310,0.207,41.558,0.100,UNID-PSR
4FGL J1059.4+2148,218.557,64.046,30.717,0.084,-0.800,0.010,0.167,0.100,UNID-BLL
4FGL J1059.4+0226,250.773,53.551,245.180,0.046,-0.458,-0.012,4.538,0.100,UNID-FSRQ
4FGL J1059.5-6021,289.469,-0.541,140.484,0.078,1.314,0.143,32.892,0.100,spp-psr
4FGL J1100.0-2044,270.742,35.060,79.748,0.067,-0.363,0.611,0.046,2.327,UNID-BLL
4FGL J1102.0-6054,290.030,-0.801,975.605,0.034,1.218,0.755,70.039,0.739,bcu-psr
4FGL J1102.3+6715,137.846,46.584,35.589,0.066,-0.653,0.107,0.006,112.217,UNID-BLL
4FGL J1102.4+0246,251.309,54.426,90.875,0.066,-0.456,1.816,0.123,1.817,MSP
4FGL J1104.9-6037,290.234,-0.405,1500.022,0.024,1.216,0.671,79.130,0.848,young
4FGL J1105.1-2600,274.958,31.050,105.246,0.065,-0.321,0.528,0.088,1.165,UNID-BLL
4FGL J1105.3-0626,261.682,47.753,31.291,0.065,-0.408,0.716,0.032,32.178,UNID-BLL
4FGL J1105.4-6108,290.489,-0.862,638.594,0.037,1.135,0.611,32.937,0.564,young
4FGL J1106.2+7303,132.848,41.998,44.929,0.117,-0.316,0.091,0.439,0.100,UNID-BLL
4FGL J1106.7+3623,183.600,65.949,432.029,0.048,-0.735,-0.000,11.747,0.100,UNID-FSRQ
4FGL J1106.7-1742,270.478,38.491,284.120,0.041,-0.415,0.724,0.344,1.466,UNID-PSR
4FGL J1109.1-4853,286.108,10.622,69.890,0.080,0.146,0.813,0.135,0.964,UNID-FSRQ
4FGL J1109.8+4406,166.515,63.445,79.998,0.147,-0.767,0.667,0.408,0.134,UNID-FSRQ
4FGL J1110.3-6501,292.517,-4.227,102.660,0.089,0.762,0.040,25.970,0.100,UNID-FSRQ
4FGL J1110.4-8023,298.644,-18.359,58.139,0.052,0.082,1.342,0.052,8.582,UNID-BLL
4FGL J1111.1-3231,279.562,25.755,32.536,0.152,-0.155,-0.019,0.360,0.100,UNID-BLL
4FGL J1111.4+0137,255.452,54.984,33.366,0.091,-0.457,-0.100,0.853,0.100,UNID-BLL
4FGL J1111.8-6039,291.022,-0.108,5363.431,0.013,1.166,0.523,234.942,2.480,young
4FGL J1112.1-6108,291.213,-0.466,470.335,0.037,1.093,0.719,16.600,1.432,young
4FGL J1112.2-6055,291.162,-0.296,352.903,0.047,1.184,0.396,24.810,0.552,UNID-PSR
4FGL J1114.6+1225,241.076,62.965,29.623,0.096,-0.676,1.646,0.013,3.035,UNID-BLL
4FGL J1115.1-6118,291.616,-0.546,345.655,0.033,1.142,0.026,12.797,0.100,UNID-BLL
4FGL J1115.9+1407,238.421,64.229,26.352,0.087,-0.740,0.550,0.017,35.436,UNID-BLL
4FGL J1116.3+1818,229.845,66.433,28.651,0.137,-0.763,-0.078,0.404,0.100,UNID-BLL
4FGL J1118.1+5857,143.393,54.323,28.390,0.114,-0.814,2.000,0.006,2.534,UNID-BLL
4FGL J1118.6-6159,292.214,-1.034,67.044,0.125,1.214,0.143,17.511,0.100,UNID-PSR
4FGL J1119.1-6127,292.124,-0.542,1310.240,0.027,1.162,0.600,66.310,0.810,young
4FGL J1119.9-1007,269.017,46.639,59.082,0.062,-0.422,0.262,0.022,2.331,UNID-BLL
4FGL J1120.0-2204,276.494,36.064,4523.991,0.019,-0.272,1.026,26.812,1.096,UNID-PSR
4FGL J1120.1-2645,278.895,31.811,192.609,0.043,-0.240,-0.080,0.510,1000.000,UNID-BLL
4FGL J1120.6+0713,251.519,60.674,757.648,0.030,-0.332,0.782,1.506,1.765,bcu-psr
4FGL J1122.0-0231,263.434,53.382,97.647,0.035,-0.421,-0.100,1.188,0.100,UNID-BLL
4FGL J1122.4-6237,292.895,-1.486,69.454,0.056,1.168,0.163,0.306,1.297,UNID-BLL
4FGL J1123.2-5111,289.171,9.321,72.977,0.066,0.243,0.453,0.150,0.675,UNID-BLL
4FGL J1123.8-4552,287.411,14.353,104.117,0.057,-0.033,0.199,0.121,0.479,UNID-BLL
4FGL J1124.0-3653,284.097,22.759,2238.603,0.019,-0.044,0.543,7.993,1.947,MSP
4FGL J1124.2-3035,281.582,28.638,27.509,0.059,-0.287,0.226,0.012,67.164,UNID-BLL
4FGL J1124.7-5915,292.036,1.755,7592.950,0.017,0.709,0.414,319.279,0.339,young
4FGL J1125.1+4811,155.711,63.082,35.323,0.064,-0.760,-0.100,0.389,0.100,UNID-BLL
4FGL J1125.2+2557,211.522,70.737,111.649,0.125,-0.788,0.477,0.654,0.113,UNID-FSRQ
4FGL J1125.6-5825,291.870,2.599,473.284,0.032,0.593,0.769,2.507,2.672,MSP
4FGL J1125.8-4004,285.665,19.907,34.542,0.062,-0.031,0.578,0.015,3.436,UNID-BLL
4FGL J1126.0-5007,289.213,10.471,95.770,0.059,0.033,1.765,0.173,2.682,UNID-PSR
4FGL J1126.4-6011,292.507,0.916,105.443,0.062,0.878,0.294,0.763,0.397,MSP
4FGL J1127.9-6158,293.281,-0.723,124.443,0.074,1.304,1.149,4.313,1.081,UNID-PSR
4FGL J1129.1-5230,290.452,8.367,89.469,0.036,0.215,-0.035,0.103,1000.000,UNID-BLL
4FGL J1129.8-4217,287.208,18.067,185.970,0.054,-0.087,0.857,0.351,0.894,bll-psr
4FGL J1130.5-6236,293.767,-1.193,52.404,0.048,1.395,-0.100,9.245,0.100,UNID-BLL
4FGL J1131.6+4657,155.932,64.695,68.354,0.050,-0.776,0.086,0.009,15.299,UNID-BLL
4FGL J1132.1-1448,275.902,43.843,102.160,0.037,-0.401,0.547,0.065,4.358,UNID-BLL
4FGL J1133.1+5135,148.728,61.444,27.286,0.442,-0.792,0.050,0.679,0.100,UNID-BLL
4FGL J1133.7-6223,294.100,-0.839,100.459,0.133,1.438,0.865,5.755,0.664,UNID-PSR
4FGL J1135.2-6055,293.800,0.579,4010.471,0.018,0.882,0.433,156.227,0.512,young
4FGL J1136.8-7413,297.829,-12.121,452.709,0.033,0.357,0.241,1.683,0.403,bcu-psr
4FGL J1137.3+0535,260.447,62.181,27.337,0.167,-0.392,0.849,0.020,1.372,UNID-BLL
4FGL J1137.6+7527,128.953,40.792,62.198,0.071,-0.326,0.876,0.020,2.050,MSP
4FGL J1138.4-3555,286.720,24.617,55.965,0.098,-0.105,0.791,0.057,1.411,UNID-BLL
4FGL J1139.2-6247,294.785,-1.057,629.003,0.027,1.374,0.441,11.622,2.079,young
4FGL J1140.7-0129,269.400,56.709,25.274,0.063,-0.614,0.288,0.005,12.841,UNID-BLL
4FGL J1146.0-0638,275.443,52.694,185.638,0.032,-0.446,0.280,0.144,14.495,UNID-BLL
4FGL J1146.0-6822,296.950,-6.192,90.379,0.059,0.271,1.000,0.201,1.598,UNID-PSR
4FGL J1147.4-6758,297.010,-5.783,106.692,0.096,0.269,0.666,0.594,0.559,fsrq-psr
4FGL J1147.7-6618,296.539,-4.197,43.001,0.140,0.669,0.960,0.168,1.390,MSP
4FGL J1148.2-0029,271.520,58.481,26.490,0.086,-0.580,-0.017,0.097,0.100,UNID-BLL
4FGL J1150.1-6324,296.145,-1.340,132.523,0.082,1.161,0.058,85.166,0.100,UNID-PSR
4FGL J1150.6-4823,292.537,13.190,274.476,0.121,-0.039,0.620,7.608,0.119,bcu-psr
4FGL J1150.7-4613,292.082,15.369,67.660,0.057,-0.031,0.167,0.039,1.046,UNID-BLL
4FGL J1150.8-1905,283.684,41.517,34.104,0.057,-0.316,1.180,0.025,19.333,UNID-BLL
4FGL J1152.0-6107,295.825,0.908,490.935,0.039,0.941,0.461,7.834,0.643,young
4FGL J1152.6-6207,296.168,0.053,59.944,0.186,0.884,1.292,3.081,0.563,spp-psr
4FGL J1153.4-8008,300.356,-17.554,28.482,0.061,0.300,0.697,0.014,8.103,UNID-BLL
4FGL J1153.7+1857,241.682,74.453,40.558,0.095,-0.599,0.185,0.038,0.152,UNID-BLL
4FGL J1154.5-5952,295.822,2.146,96.904,0.128,0.654,0.900,1.621,0.569,UNID-PSR
4FGL J1155.2-1111,281.532,49.328,54.554,0.041,-0.382,0.875,0.035,11.844,UNID-BLL
4FGL J1155.6-6547,297.032,-3.638,85.295,0.182,0.636,1.089,1.391,0.614,bcu-psr
4FGL J1155.6-6245,296.684,-0.669,158.928,0.081,1.079,0.807,7.810,0.601,spp-psr
4FGL J1157.2-6059,296.404,1.225,53.699,0.178,0.730,0.803,2.167,0.367,UNID-PSR
4FGL J1157.7-6327,296.944,-1.246,116.027,0.122,1.149,1.033,4.986,0.715,UNID-PSR
4FGL J1158.3-6232,296.840,-0.323,84.821,0.064,1.029,0.543,0.618,2.107,spp-psr
4FGL J1158.8-1430,284.418,46.457,90.509,0.043,-0.330,0.019,0.572,1000.000,UNID-BLL
4FGL J1159.3-6122,296.798,0.824,73.729,0.113,0.808,0.779,0.479,1.624,unk-psr
4FGL J1201.4+8234,124.837,34.344,61.824,0.098,-0.130,0.213,0.154,0.100,UNID-BLL
4FGL J1201.4-6703,298.079,-4.662,42.143,0.115,0.470,0.724,0.111,1.273,UNID-PSR
4FGL J1202.9-5717,296.487,5.162,52.842,0.100,0.316,1.051,0.242,0.798,UNID-PSR
4FGL J1203.4-6145,297.232,0.574,96.964,0.106,0.998,0.583,1.897,0.670,UNID-PSR
4FGL J1203.5-1748,287.120,43.603,110.021,0.060,-0.254,0.865,0.111,1.755,UNID-PSR
4FGL J1203.5-5745,296.562,4.541,45.751,0.135,0.436,1.067,0.190,1.032,UNID-PSR
4FGL J1203.7-6303,297.539,-0.693,146.271,0.083,1.313,1.097,5.688,1.147,UNID-PSR
4FGL J1203.9-6242,297.521,-0.335,1755.292,0.021,1.258,0.283,150.943,0.100,young
4FGL J1204.3-6111,297.303,1.117,52.091,0.211,0.875,1.246,2.988,0.444,UNID-PSR
4FGL J1204.5-5032,295.362,11.644,280.626,0.045,0.065,1.506,1.073,1.376,UNID-PSR
4FGL J1205.3-6212,297.576,0.156,64.444,0.088,1.203,0.578,1.105,1.074,UNID-PSR
4FGL J1206.8-6038,297.495,1.760,60.695,0.090,0.783,0.767,0.647,0.856,UNID-PSR
4FGL J1206.8-5836,296.949,3.748,51.269,0.160,0.525,1.191,0.604,0.634,UNID-PSR
4FGL J1207.4-5050,295.868,11.416,440.122,0.037,0.086,0.917,1.426,1.589,MSP
4FGL J1207.4-4536,294.912,16.580,228.882,0.045,-0.056,0.782,0.430,1.163,UNID-PSR
4FGL J1207.9-6443,298.309,-2.231,147.343,0.072,0.947,1.169,1.975,1.303,UNID-PSR
4FGL J1208.0-6900,299.037,-6.473,252.514,0.046,0.322,0.770,0.851,1.101,UNID-PSR
4FGL J1208.2-6237,297.985,-0.175,1429.020,0.023,1.172,0.494,50.582,1.033,young
4FGL J1208.2+1158,267.165,71.804,71.280,0.055,-0.676,0.228,0.029,0.758,UNID-BLL
4FGL J1208.5-5512,296.787,7.174,59.143,0.073,0.290,0.909,0.101,1.619,UNID-PSR
4FGL J1209.4-6421,298.410,-1.872,31.537,0.189,0.950,0.906,0.339,1.154,UNID-PSR
4FGL J1209.9-5923,297.559,3.271,41.733,0.142,0.689,2.000,0.307,1.334,UNID-PSR
4FGL J1210.1+3241,178.723,79.488,31.843,0.059,-0.741,2.000,0.025,20.970,UNID-BLL
4FGL J1210.4-6250,298.250,-0.319,422.967,0.050,1.267,1.188,39.574,0.805,UNID-PSR
4FGL J1213.6-5954,298.194,2.598,120.805,0.112,0.750,0.852,1.905,0.615,UNID-PSR
4FGL J1213.6+1236,269.654,72.989,38.020,0.051,-0.615,2.000,0.020,9.290,UNID-BLL
4FGL J1213.6+1306,268.790,73.430,542.919,0.044,-0.627,0.447,1.453,0.359,fsrq-psr
4FGL J1213.9-4416,295.890,18.093,373.216,0.040,-0.020,0.277,1.050,0.393,UNID-PSR
4FGL J1214.7-5858,298.130,3.636,35.718,0.125,0.456,0.125,0.261,0.100,UNID-BLL
4FGL J1215.5-5457,297.743,7.553,41.460,0.183,0.198,1.838,0.239,0.700,UNID-FSRQ
4FGL J1216.2-6121,298.772,1.287,36.505,0.112,0.863,1.036,0.306,1.411,bcu-psr
4FGL J1216.2-0600,287.310,55.827,234.822,0.052,-0.288,0.049,3.022,0.100,UNID-FSRQ
4FGL J1216.2-1550,290.656,46.209,26.521,0.075,-0.275,0.652,0.010,6.303,UNID-BLL
4FGL J1216.4-6317,299.008,-0.683,27.624,0.057,1.307,0.455,0.088,22.385,UNID-BLL
4FGL J1216.4-1358,290.310,48.091,48.484,0.083,-0.218,0.692,0.031,2.565,UNID-BLL
4FGL J1216.7-5911,298.535,3.320,182.779,0.092,0.763,0.723,3.962,0.386,UNID-PSR
4FGL J1216.8-5955,298.765,2.680,125.195,0.089,0.412,0.527,1.266,0.577,UNID-PSR
4FGL J1217.2-2500,293.172,37.229,39.527,0.081,-0.092,1.918,0.044,2.664,UNID-BLL
4FGL J1218.1-6028,298.835,2.127,39.577,0.151,0.763,1.215,0.353,0.978,UNID-PSR
4FGL J1220.1-5558,298.532,6.676,149.825,0.052,0.380,0.320,0.535,0.504,UNID-BLL
4FGL J1220.1-2458,294.017,37.362,69.448,0.043,-0.092,-0.004,0.020,0.100,UNID-BLL
4FGL J1220.5-2745,294.606,34.684,91.892,0.085,-0.140,0.073,2.797,0.100,UNID-FSRQ
4FGL J1221.4-0634,289.712,55.529,597.940,0.033,-0.318,0.597,1.107,1.793,MSP
4FGL J1224.6-6408,300.015,-1.418,78.750,0.086,1.031,0.536,1.120,0.643,young
4FGL J1225.9+2951,185.363,83.778,1471.297,0.022,-0.689,0.798,3.069,1.985,UNID-PSR
4FGL J1226.5+3023,180.517,83.665,52.046,0.108,-0.707,-0.100,2.604,0.100,UNID-BLL
4FGL J1227.8-7004,300.911,-7.299,47.478,0.182,0.311,0.808,0.405,0.353,UNID-FSRQ
4FGL J1228.0-6918,300.816,-6.455,34.162,0.175,0.242,0.467,0.188,0.305,UNID-FSRQ
4FGL J1228.0-4853,298.966,13.791,3778.356,0.018,0.121,0.172,42.189,0.100,MSP
4FGL J1228.0+5039,132.160,66.048,37.836,0.142,-0.742,1.049,0.019,1.124,UNID-BLL
4FGL J1229.5-3048,297.387,31.930,44.466,0.088,-0.096,1.390,0.051,1.680,UNID-FSRQ
4FGL J1229.7-3259,297.704,29.663,33.050,0.069,-0.108,0.334,0.016,1.068,UNID-BLL
4FGL J1230.7-3556,298.211,26.729,28.794,0.045,-0.176,-0.100,0.084,0.100,UNID-BLL
4FGL J1231.3+3353,154.256,81.969,28.981,0.060,-0.695,0.125,0.004,46.712,UNID-BLL
