name,glon,glat,ts,r95,diffuse,d,Fp,Ep,source type
4FGL J1854.3-3640,359.608,-16.362,51.152,0.060,0.072,1.999,0.094,3.973,UNID-BLL
4FGL J1854.6+3800,68.004,15.713,27.066,0.343,-0.129,0.709,0.356,0.100,UNID-FSRQ
4FGL J1854.7-0716,26.812,-4.038,37.595,0.139,0.704,1.066,0.284,1.318,UNID-PSR
4FGL J1854.7+0153,35.031,0.226,108.695,0.056,1.792,0.680,8.404,1.926,UNID-PSR
4FGL J1854.9+4054,70.790,16.751,35.345,0.058,-0.074,-0.094,0.044,0.100,UNID-BLL
4FGL J1855.1-2243,12.866,-10.908,60.341,0.050,0.279,1.310,0.160,2.544,glc
4FGL J1855.1-3025,5.671,-14.107,38.095,0.091,0.238,1.189,0.084,1.906,glc
4FGL J1855.2+0456,37.810,1.403,169.790,0.099,1.417,0.177,793.834,0.100,UNID-PSR
4FGL J1855.3-0740,26.404,-4.455,99.427,0.175,0.577,1.394,3.171,0.494,UNID-PSR
4FGL J1855.6-3603,0.223,-16.348,41.048,0.093,0.062,1.747,0.095,1.839,UNID-PSR
4FGL J1855.7+0224,35.570,0.142,254.568,0.083,1.731,0.650,122.766,0.235,unk-psr
4FGL J1855.8+0150,35.064,-0.156,149.879,0.073,1.711,0.299,28.157,0.550,UNID-PSR
4FGL J1855.9-1435,20.386,-7.567,182.067,0.036,0.537,0.138,0.564,0.570,MSP
4FGL J1856.1-1222,22.406,-6.634,95.480,0.036,0.599,0.373,0.208,3.793,UNID-BLL
4FGL J1856.3-0548,28.319,-3.739,47.251,0.161,0.731,0.967,0.868,0.697,UNID-PSR
4FGL J1856.5+1735,49.256,6.836,188.184,0.050,0.490,0.626,1.270,0.670,UNID-PSR
4FGL J1856.7+0125,34.762,-0.484,1226.739,0.033,1.624,1.127,883.256,0.715,UNID-PSR
4FGL J1856.7-0116,32.349,-1.735,37.922,0.203,1.033,0.957,1.121,0.844,UNID-PSR
4FGL J1857.2+0941,42.251,3.040,58.923,0.132,0.848,0.360,1.427,0.188,MSP
4FGL J1857.6+0143,35.128,-0.755,175.545,0.094,1.644,0.460,37.398,0.501,young
4FGL J1857.8-3220,4.066,-15.360,91.064,0.063,0.132,1.144,0.263,1.412,UNID-PSR
4FGL J1857.9+0313,36.355,0.043,156.938,0.092,1.638,0.912,44.706,0.595,bcu-psr
4FGL J1858.0-1052,24.002,-6.382,109.069,0.075,0.551,0.790,1.921,0.470,UNID-PSR
4FGL J1858.3-5424,342.054,-22.714,259.135,0.047,-0.077,0.688,0.529,1.524,MSP
4FGL J1858.3-1318,21.790,-7.497,76.066,0.105,0.521,0.319,2.126,0.131,UNID-PSR
4FGL J1858.5-4446,351.969,-19.933,126.038,0.060,-0.045,0.737,0.240,0.807,UNID-PSR
4FGL J1858.6-0746,26.813,-5.138,56.146,0.088,0.554,1.486,0.370,1.626,UNID-PSR
4FGL J1858.9+3636,67.007,14.394,90.477,0.082,-0.119,0.807,0.115,1.024,UNID-PSR
4FGL J1859.2-0706,27.444,-4.981,66.893,0.074,0.560,0.683,0.265,1.727,UNID-PSR
4FGL J1859.2+0046,34.530,-1.392,37.416,0.062,1.560,0.723,0.519,8.371,UNID-BLL
4FGL J1859.3+0058,34.699,-1.310,78.512,0.067,1.573,0.418,2.397,1.867,UNID-PSR
4FGL J1859.8+1545,47.968,5.297,37.557,0.087,0.691,-0.100,10.611,0.100,UNID-BLL
4FGL J1900.4-4941,347.053,-21.724,127.533,0.081,-0.067,0.376,0.256,0.482,UNID-BLL
4FGL J1900.4+0339,37.216,-0.343,230.443,0.052,1.716,0.912,28.157,1.218,UNID-PSR
4FGL J1900.8+0118,35.022,-1.489,148.992,0.090,1.407,1.013,17.432,0.762,unk-psr
4FGL J1900.9+0538,39.052,0.481,39.272,0.090,1.577,0.984,1.918,1.573,UNID-PSR
4FGL J1901.1+0730,40.707,1.251,141.405,0.042,1.354,0.634,3.289,1.863,UNID-PSR
4FGL J1901.4-0126,32.800,-2.896,933.441,0.030,0.873,0.483,22.149,0.850,MSP
4FGL J1901.5-1112,24.064,-7.288,77.218,0.079,0.517,0.574,0.608,0.692,UNID-PSR
4FGL J1901.7-0318,31.157,-3.794,33.336,0.057,0.779,0.052,0.060,0.532,UNID-BLL
4FGL J1901.8-0718,27.587,-5.606,205.482,0.053,0.532,0.341,2.304,0.428,UNID-PSR
4FGL J1902.0-5105,345.659,-22.376,4115.829,0.018,-0.092,0.457,25.536,0.575,MSP
4FGL J1902.2+0448,38.513,-0.275,33.640,0.059,1.756,0.104,0.351,5.071,UNID-BLL
4FGL J1902.4-3417,2.433,-16.973,68.931,0.094,0.083,1.258,0.233,0.902,UNID-PSR
4FGL J1902.5+0654,40.345,0.700,118.650,0.044,1.420,0.493,2.702,1.918,UNID-PSR
4FGL J1902.7-3246,4.147,-16.498,116.797,0.114,0.105,0.174,6.188,0.100,UNID-FSRQ
4FGL J1902.8-0855,26.261,-6.587,76.457,0.135,0.522,1.161,1.084,0.618,UNID-PSR
4FGL J1903.4-7053,324.361,-26.500,937.245,0.025,-0.157,0.878,1.695,2.415,MSP
4FGL J1903.4-0400,30.725,-4.503,51.799,0.185,0.758,0.884,0.933,0.601,UNID-PSR
4FGL J1903.8+0531,39.240,-0.261,114.970,0.080,1.793,0.466,7.864,1.244,spp-psr
4FGL J1904.0-5925,336.889,-24.688,112.026,0.064,-0.125,0.989,0.146,1.146,UNID-PSR
4FGL J1904.4-1129,24.158,-7.986,44.121,0.087,0.564,1.226,0.196,1.828,MSP
4FGL J1904.6-4100,356.098,-19.752,31.880,0.083,0.079,0.239,0.035,0.552,UNID-BLL
4FGL J1904.7-0708,28.067,-6.216,679.378,0.028,0.535,0.559,8.717,0.718,UNID-PSR
4FGL J1905.2-5120,345.548,-22.915,81.840,0.060,-0.077,0.319,0.180,0.447,UNID-BLL
4FGL J1905.5-1940,16.715,-11.824,32.825,0.048,0.291,0.898,0.040,11.321,UNID-BLL
4FGL J1905.8+4942,80.140,18.126,124.290,0.102,-0.253,1.581,0.324,0.646,UNID-FSRQ
4FGL J1906.0-1718,18.976,-10.945,84.771,0.061,0.224,1.562,0.256,1.904,UNID-PSR
4FGL J1906.1+1651,49.607,4.446,132.675,0.046,0.648,1.475,0.521,3.335,UNID-PSR
4FGL J1906.4-2001,16.470,-12.168,67.444,0.083,0.196,1.334,0.296,1.084,UNID-PSR
4FGL J1906.4-1757,18.421,-11.280,178.425,0.049,0.217,0.322,0.688,0.479,UNID-BLL
4FGL J1906.4+0723,41.221,0.053,1571.938,0.022,1.631,0.443,249.060,0.562,young
4FGL J1906.9+0712,41.130,-0.154,772.025,0.025,1.681,0.383,82.062,1.084,UNID-PSR
4FGL J1907.6+0703,41.084,-0.441,56.329,0.051,1.593,0.255,1.417,1.550,snr-psr
4FGL J1907.9+0602,40.183,-0.897,27051.796,0.010,1.475,0.426,6609.312,0.964,young
4FGL J1908.2-7026,324.909,-26.844,34.155,0.079,-0.147,0.063,0.010,1.758,UNID-BLL
4FGL J1908.7+0812,42.180,-0.064,128.957,0.064,1.671,0.232,39.809,0.129,UNID-PSR
4FGL J1908.8-0131,33.542,-4.565,726.216,0.034,0.740,0.920,9.976,1.496,UNID-PSR
4FGL J1908.8-1041,25.525,-8.804,25.766,0.150,0.533,0.015,4.844,0.100,UNID-FSRQ
4FGL J1908.9+2103,53.694,5.763,165.173,0.034,0.625,0.143,0.497,0.187,MSP
4FGL J1909.2+4646,77.463,16.532,101.922,0.066,-0.219,1.174,0.093,1.864,UNID-PSR
4FGL J1910.1-4704,350.281,-22.525,70.681,0.098,-0.005,0.919,0.156,0.888,UNID-PSR
4FGL J1910.7-5320,343.656,-24.233,163.824,0.052,-0.086,0.636,0.353,0.627,MSP
4FGL J1910.8-6001,336.473,-25.646,467.374,0.042,-0.142,1.002,0.980,1.083,glc
4FGL J1911.1-3221,5.153,-17.989,121.110,0.078,0.103,0.443,0.381,0.518,UNID-BLL
4FGL J1911.4-4856,348.350,-23.245,111.507,0.060,-0.018,1.684,0.198,1.842,UNID-PSR
4FGL J1911.8+0903,43.297,-0.323,43.007,0.067,1.579,0.727,3.078,5.446,UNID-PSR
4FGL J1911.8+1447,48.381,2.261,47.550,0.044,0.961,0.339,0.102,29.607,UNID-BLL
4FGL J1912.0+0927,43.604,-0.178,50.625,0.104,1.520,0.363,5.436,0.508,UNID-PSR
4FGL J1912.0+1612,49.622,2.913,77.196,0.130,0.853,-0.100,392.030,0.100,bcu-psr
4FGL J1912.2-2056,16.197,-13.782,43.790,0.109,0.177,0.994,0.120,1.178,fsrq-psr
4FGL J1912.2+3621,67.939,11.880,38.746,0.120,-0.012,1.262,0.075,0.931,UNID-FSRQ
4FGL J1912.5+1320,47.181,1.446,89.855,0.127,1.116,0.172,162.115,0.100,UNID-PSR
4FGL J1912.7+4610,77.218,15.773,182.789,0.058,-0.180,0.719,0.238,1.060,UNID-PSR
4FGL J1913.2+0512,39.903,-2.338,245.143,0.261,1.040,0.098,5556.418,0.100,bcu-psr
4FGL J1913.2+2342,56.505,6.080,28.535,0.115,0.548,1.198,0.110,1.402,UNID-PSR
4FGL J1913.3+0905,43.514,-0.694,224.419,0.046,1.426,1.035,9.940,2.376,young
4FGL J1913.3+1019,44.650,-0.114,159.600,0.034,1.538,0.040,5.184,0.100,young
4FGL J1913.4-1526,21.442,-11.755,137.927,0.048,0.207,1.729,0.466,2.064,UNID-PSR
4FGL J1913.5-0923,27.013,-9.137,65.779,0.057,0.427,-0.100,55.160,0.100,UNID-PSR
4FGL J1914.1+2621,58.973,7.088,82.252,0.111,0.298,-0.012,55.874,0.100,UNID-PSR
4FGL J1914.5+1107,45.418,0.016,66.163,0.120,1.563,0.584,4.463,0.730,unk-psr
4FGL J1914.6-1157,24.801,-10.511,84.295,0.071,0.357,0.880,0.708,0.624,UNID-PSR
4FGL J1914.7+1012,44.535,-0.389,41.367,0.151,1.562,-0.008,60.372,0.100,UNID-PSR
4FGL J1915.3-1324,23.541,-11.280,29.087,0.043,0.289,0.351,0.191,423.400,UNID-BLL
4FGL J1915.3+1149,46.141,0.175,215.574,0.080,1.525,0.338,45.960,0.210,bcu-psr
4FGL J1915.7-0846,27.811,-9.377,38.756,0.102,0.419,1.315,0.195,1.256,UNID-PSR
4FGL J1916.3+1108,45.697,-0.386,127.900,0.085,1.548,0.275,22.993,0.189,spp-psr
4FGL J1916.8-3025,7.511,-18.407,643.954,0.023,0.136,0.912,2.310,2.948,UNID-PSR
4FGL J1917.5-2746,10.161,-17.569,32.341,0.195,0.123,0.654,0.193,0.247,UNID-FSRQ
4FGL J1917.6-3204,5.942,-19.117,140.325,0.065,0.126,1.055,0.381,1.510,UNID-PSR
4FGL J1918.1+1215,46.843,-0.210,59.487,0.179,1.468,0.433,66.292,0.100,spp-psr
4FGL J1919.1+2354,57.279,4.972,144.691,0.077,0.636,0.769,1.188,0.809,MSP
4FGL J1919.9+1358,48.646,0.158,77.040,0.095,1.561,0.090,24.784,0.100,UNID-PSR
4FGL J1920.0-2622,11.784,-17.571,81.141,0.069,0.102,0.820,0.179,1.297,UNID-PSR
4FGL J1920.5+3652,69.114,10.574,25.725,0.156,-0.004,0.751,0.049,0.571,UNID-FSRQ
4FGL J1920.8+0418,40.138,-4.571,134.011,0.064,0.806,0.292,1.314,0.534,unk-psr
4FGL J1920.9+1408,48.994,0.051,144.100,0.069,1.452,0.532,15.196,0.694,unk-psr
4FGL J1921.1+1930,53.606,2.491,121.804,0.070,1.015,0.432,1.767,0.570,MSP
4FGL J1921.4+0136,37.808,-5.919,491.839,0.029,0.637,0.484,3.554,1.696,MSP
4FGL J1922.4+1453,49.767,0.103,93.462,0.155,1.401,0.779,28.969,0.332,UNID-PSR
4FGL J1922.5-5233,344.845,-25.876,91.666,0.080,-0.125,0.741,0.132,0.933,UNID-FSRQ
4FGL J1922.7+1428,49.358,-0.178,157.218,0.065,1.542,1.097,14.495,1.675,UNID-PSR
4FGL J1923.0-4746,350.101,-24.836,26.311,0.055,-0.002,1.299,0.014,9.524,UNID-BLL
4FGL J1924.8-1035,27.166,-12.168,358.657,0.032,0.327,0.961,2.106,2.077,UNID-PSR
4FGL J1925.1+1707,51.837,0.563,152.623,0.115,1.357,0.746,13.960,0.608,unk-psr
4FGL J1925.2+1600,50.976,0.007,137.929,0.078,1.393,0.806,13.840,0.718,UNID-PSR
4FGL J1925.2+1729,52.267,0.669,242.051,0.080,1.469,0.135,464.760,0.100,young
4FGL J1925.3+1522,50.410,-0.310,87.223,0.104,1.448,1.027,6.628,0.888,UNID-PSR
4FGL J1926.1+2059,55.482,2.070,37.173,0.189,1.005,0.798,0.958,0.567,bll-psr
4FGL J1926.4+1602,51.151,-0.271,83.332,0.048,1.480,0.063,3.568,0.100,UNID-FSRQ
4FGL J1926.5+2635,60.452,4.743,28.129,0.240,0.517,1.130,0.131,1.025,UNID-FSRQ
4FGL J1926.7-0325,33.892,-9.413,31.519,0.119,0.550,-0.100,10.231,0.100,UNID-BLL
4FGL J1927.1-0040,36.405,-8.289,63.513,0.142,0.414,0.618,0.443,0.504,UNID-FSRQ
4FGL J1927.4+3528,68.486,8.686,47.392,0.095,0.025,0.916,0.069,1.108,UNID-FSRQ
4FGL J1927.4+0253,39.701,-6.671,95.874,0.082,0.446,0.990,0.567,1.049,UNID-PSR
4FGL J1928.4+1801,53.157,0.177,30.116,0.111,1.440,0.976,0.401,4.027,unk-psr
4FGL J1929.0+1729,52.686,-0.055,134.266,0.071,1.513,1.101,6.409,1.615,UNID-PSR
4FGL J1929.8+1832,53.626,0.264,85.693,0.110,1.360,0.938,2.924,1.313,unk-psr
4FGL J1930.6-2755,11.080,-20.207,45.344,0.150,0.060,0.357,0.602,0.105,UNID-FSRQ
4FGL J1931.0+1754,53.277,-0.301,71.703,0.151,1.399,1.001,3.934,0.941,UNID-PSR
4FGL J1931.1+1656,52.446,-0.766,692.091,0.046,1.330,0.484,97.701,0.358,UNID-PSR
4FGL J1932.2+2221,57.386,1.614,78.925,0.086,1.112,0.636,1.438,0.985,young
4FGL J1932.3+1916,54.658,0.078,3377.037,0.020,1.218,0.748,319.642,0.715,young
4FGL J1933.4-2711,12.220,-20.725,27.943,0.068,0.097,0.222,0.023,0.487,UNID-BLL
4FGL J1934.2-1446,24.374,-16.118,78.584,0.124,0.184,0.801,0.626,0.393,UNID-PSR
4FGL J1934.2+1036,47.291,-4.497,51.789,0.249,0.498,0.689,2.833,0.193,UNID-PSR
4FGL J1934.3+1859,54.425,-0.442,93.409,0.121,1.241,1.114,9.609,0.558,spp-psr
4FGL J1935.0-0553,32.639,-12.272,39.584,0.130,0.387,0.522,0.409,0.325,UNID-FSRQ
4FGL J1935.2+2029,56.059,0.040,230.561,0.078,1.350,0.748,16.984,0.597,young
4FGL J1935.4+3547,69.525,7.406,35.440,0.258,0.067,1.304,0.157,0.590,UNID-FSRQ
4FGL J1935.5+1407,50.530,-3.103,34.478,0.059,0.781,0.933,0.066,15.185,UNID-BLL
4FGL J1936.6+1921,55.299,-0.753,63.470,0.113,1.094,0.816,1.426,0.969,UNID-PSR
4FGL J1937.1-5509,342.394,-28.193,44.585,0.241,-0.158,2.000,0.099,0.942,UNID-BLL
4FGL J1937.2-4217,356.672,-25.953,307.008,0.040,0.004,0.669,0.711,0.944,bcu-psr
4FGL J1939.6+2135,57.526,-0.287,328.013,0.044,1.366,0.449,15.275,0.632,MSP
4FGL J1940.2-2511,14.675,-21.337,118.840,0.065,0.020,0.843,0.259,1.233,UNID-PSR
4FGL J1942.1+1142,49.195,-5.668,48.803,0.106,0.389,0.013,5.022,0.100,UNID-FSRQ
4FGL J1942.4+0927,47.247,-6.855,33.384,0.117,0.422,0.015,1.515,0.100,UNID-BLL
4FGL J1943.9+2841,64.182,2.365,66.225,0.111,0.752,1.056,0.467,1.449,UNID-PSR
4FGL J1944.3-5347,344.144,-29.219,39.630,0.110,-0.152,2.000,0.072,2.084,UNID-PSR
4FGL J1944.8+4301,76.827,9.271,173.949,0.035,0.224,0.780,0.229,2.756,UNID-PSR
4FGL J1946.1+2436,60.872,-0.142,91.121,0.126,1.247,1.178,2.291,1.324,unk-psr
4FGL J1946.5-1527,24.846,-18.982,50.130,0.062,0.213,1.271,0.080,2.851,UNID-PSR
4FGL J1946.5-5402,343.887,-29.571,1641.543,0.025,-0.166,1.001,6.315,1.290,MSP
4FGL J1947.0+0031,39.847,-12.073,67.294,0.058,0.294,1.482,0.140,3.227,UNID-PSR
4FGL J1947.1+1729,54.837,-3.864,42.536,0.088,0.484,0.429,0.149,0.688,UNID-BLL
4FGL J1947.6-1121,28.918,-17.560,91.024,0.054,0.189,0.999,0.195,2.027,MSP
4FGL J1947.7+2744,63.764,1.154,277.922,0.054,1.050,0.354,6.075,0.514,pwn-psr
4FGL J1948.0-2845,11.638,-24.225,30.129,0.154,0.197,0.967,0.085,0.891,UNID-FSRQ
4FGL J1948.1+2511,61.636,-0.228,59.094,0.140,1.114,2.000,2.073,1.231,UNID-PSR
4FGL J1948.3+1207,50.220,-6.794,96.377,0.098,0.278,0.893,0.657,0.682,bcu-psr
4FGL J1948.8+2420,60.966,-0.750,73.020,0.063,1.216,-0.100,65.654,0.100,UNID-PSR
4FGL J1948.9+3414,69.493,4.189,114.173,0.066,0.523,0.811,0.418,1.632,UNID-PSR
4FGL J1949.2-1453,25.677,-19.398,112.369,0.048,0.144,0.562,0.194,1.607,UNID-PSR
4FGL J1950.6+2416,61.080,-1.206,81.393,0.111,1.150,1.037,2.115,0.985,MSP
4FGL J1950.8+1211,50.699,-7.294,215.713,0.049,0.229,0.741,1.127,0.802,bcu-psr
4FGL J1951.0+2523,62.196,-0.659,141.440,0.110,1.125,1.046,5.608,0.787,UNID-PSR
4FGL J1951.6+2621,62.957,-0.232,85.013,0.099,1.128,0.629,2.045,0.814,UNID-PSR
4FGL J1952.8+2924,65.742,1.130,265.096,0.075,1.116,0.656,14.618,0.421,spp-psr
4FGL J1952.9+3252,68.772,2.823,26191.649,0.011,0.876,0.519,1511.151,0.963,young
4FGL J1953.6+1846,56.728,-4.544,61.904,0.115,0.325,0.037,3.210,0.100,glc
4FGL J1954.3+2836,65.249,0.370,12377.713,0.012,1.213,0.484,845.151,1.169,young
4FGL J1954.4-3729,2.764,-27.979,31.205,0.090,0.014,2.000,0.041,2.829,UNID-BLL
4FGL J1954.5+2420,61.641,-1.892,88.710,0.107,1.122,0.904,1.658,0.975,UNID-PSR
4FGL J1954.8+2543,62.830,-1.300,91.114,0.131,1.116,0.697,2.605,0.524,UNID-PSR
4FGL J1955.3-5032,348.095,-30.519,47.996,0.039,-0.200,-0.100,0.159,0.100,UNID-BLL
4FGL J1955.8-1657,24.388,-21.671,48.425,0.061,0.183,-0.100,2.374,0.100,UNID-BLL
4FGL J1955.8+1154,51.034,-8.473,45.063,0.062,0.315,1.003,0.060,5.043,UNID-BLL
4FGL J1956.6-7011,325.159,-30.893,67.516,0.065,-0.239,2.000,0.070,2.690,UNID-BLL
4FGL J1957.3+2517,62.806,-1.935,74.616,0.150,0.864,0.555,3.208,0.177,MSP
4FGL J1957.6+1230,51.779,-8.542,63.732,0.050,0.229,0.986,0.081,3.971,UNID-BLL
4FGL J1957.6+5033,84.587,11.016,7396.176,0.017,-0.019,0.924,86.868,0.676,young
4FGL J1958.7+2846,65.887,-0.359,14260.892,0.012,1.146,0.576,1091.669,1.005,young
4FGL J1959.5+2048,59.199,-4.705,1519.446,0.031,0.473,0.668,19.495,0.772,MSP
4FGL J1959.8-1835,23.108,-23.173,28.650,0.259,0.125,0.971,0.156,0.544,UNID-FSRQ
4FGL J2000.3-2930,11.815,-26.987,429.390,0.038,0.064,0.161,6.726,0.100,fsrq-psr
4FGL J2003.6+2333,62.049,-3.979,34.768,0.251,0.675,0.929,0.267,0.931,bcu-psr
4FGL J2004.1+2517,63.605,-3.210,90.226,0.104,0.919,1.038,1.466,0.935,unk-psr
4FGL J2004.9+3421,71.321,1.441,39.241,0.121,1.166,0.606,0.624,0.952,UNID-PSR
4FGL J2005.8+3357,71.115,1.081,25.671,0.058,1.209,-0.100,1.916,0.100,UNID-BLL
4FGL J2006.2+3102,68.675,-0.538,187.266,0.043,1.122,0.762,2.311,2.107,young
4FGL J2006.4+0147,43.392,-15.785,286.798,0.035,0.039,0.526,0.484,3.391,MSP
4FGL J2007.2-3157,9.648,-29.106,91.247,0.048,0.164,1.060,0.151,3.656,UNID-PSR
4FGL J2007.9+2511,63.974,-3.969,122.379,0.068,0.808,1.192,0.903,1.972,UNID-PSR
4FGL J2008.4+1619,56.464,-8.831,39.092,0.046,0.224,2.000,0.043,11.428,UNID-BLL
4FGL J2008.9+6742,100.834,18.047,61.957,0.082,0.452,0.470,0.116,0.514,UNID-FSRQ
4FGL J2009.5+2425,63.609,-4.734,39.875,0.332,0.716,0.670,0.719,0.291,UNID-FSRQ
4FGL J2009.9-2116,21.307,-26.341,91.446,0.057,0.054,0.927,0.131,2.470,UNID-PSR
4FGL J2012.1-5234,345.970,-33.312,55.156,0.050,-0.124,0.034,0.078,1000.000,UNID-BLL
4FGL J2013.5+3613,73.890,0.984,142.455,0.064,1.190,1.925,4.123,1.671,spp-psr
4FGL J2013.9-8717,305.814,-28.062,40.535,0.049,-0.028,0.701,0.017,10.755,UNID-BLL
4FGL J2014.5-1841,24.461,-26.446,45.261,0.344,-0.048,0.698,1.808,0.100,UNID-FSRQ
4FGL J2014.9+1225,53.931,-12.217,45.651,0.063,0.148,0.192,0.033,0.998,UNID-BLL
4FGL J2016.3-2331,19.525,-28.526,165.308,0.050,-0.050,0.435,0.253,0.865,bcu-psr
4FGL J2017.3+3525,73.617,-0.061,62.278,0.055,1.192,1.163,0.404,7.788,UNID-BLL
4FGL J2017.7-1612,27.325,-26.212,659.071,0.028,-0.083,0.387,1.274,1.650,MSP
4FGL J2017.9-0114,42.013,-19.735,47.837,0.074,-0.023,0.495,0.071,0.827,UNID-BLL
4FGL J2017.9+3625,74.515,0.381,5593.384,0.017,1.136,0.763,739.557,0.829,young
4FGL J2018.0+7903,111.915,22.666,67.192,0.071,-0.109,0.877,0.063,0.863,UNID-FSRQ
4FGL J2021.1+3651,75.230,0.106,121991.603,0.009,1.184,0.577,31246.131,0.975,young
4FGL J2021.5+4026,78.230,2.082,211696.415,0.009,1.248,0.695,110100.517,0.789,young
4FGL J2022.3+3840,76.858,0.929,431.533,0.045,1.249,0.664,51.671,0.316,young
4FGL J2022.3+0413,47.643,-18.030,26.713,0.078,0.090,0.356,0.012,6.740,UNID-BLL
4FGL J2022.6+3716,75.894,0.223,73.774,0.142,1.352,0.990,2.664,1.003,UNID-PSR
4FGL J2023.3-1947,24.165,-28.777,71.592,0.106,-0.145,0.715,0.134,0.704,UNID-FSRQ
4FGL J2023.4+4127,79.259,2.323,364.045,0.036,1.298,0.171,21.557,0.217,bcu-psr
4FGL J2023.6-0123,42.583,-21.102,207.485,0.044,-0.017,0.757,0.376,1.454,bcu-psr
4FGL J2026.0+4718,84.362,5.321,56.396,0.064,0.804,0.948,0.242,1.924,UNID-PSR
4FGL J2026.3+1431,57.278,-13.451,224.272,0.041,0.006,0.528,0.316,1.802,UNID-PSR
4FGL J2026.5+3718,76.371,-0.522,109.586,0.099,1.231,0.762,4.064,0.768,unk-psr
4FGL J2027.0+2811,68.833,-5.882,436.087,0.040,0.531,1.752,5.661,0.923,UNID-PSR
4FGL J2028.3+3331,73.365,-3.013,8211.653,0.015,0.951,1.059,387.480,1.403,young
4FGL J2028.8-0010,44.438,-21.630,33.544,0.046,-0.016,0.513,0.014,9.184,UNID-BLL
4FGL J2029.1-3050,12.381,-33.317,28.705,0.249,-0.059,0.500,0.140,0.100,UNID-FSRQ
4FGL J2029.3-2409,19.923,-31.538,25.975,0.088,-0.243,-0.030,0.372,0.100,UNID-BLL
4FGL J2029.4+1013,53.947,-16.477,38.832,0.125,-0.019,0.188,0.449,0.100,UNID-BLL
4FGL J2029.5-4237,358.205,-35.509,158.754,0.074,-0.164,0.339,0.693,0.100,MSP
4FGL J2030.0+3641,76.127,-1.439,4271.645,0.017,1.107,0.788,197.625,1.590,young
4FGL J2030.0-0310,41.753,-23.342,37.897,0.086,-0.182,1.062,0.031,2.171,UNID-BLL
4FGL J2030.3-5038,348.403,-36.088,110.459,0.029,-0.272,-0.100,0.677,1000.000,UNID-BLL
4FGL J2030.9+4416,82.358,2.882,3920.302,0.019,1.058,0.956,235.667,1.079,young
4FGL J2031.7+3138,72.246,-4.734,58.513,0.104,0.608,0.901,0.248,1.567,UNID-PSR
4FGL J2032.0+0229,47.343,-20.989,32.978,0.121,-0.111,0.120,0.244,0.100,UNID-BLL
4FGL J2032.2+4127,80.231,1.025,19927.392,0.010,1.265,0.612,2081.410,2.624,young
4FGL J2032.2-0545,39.517,-25.015,30.492,0.061,-0.228,2.000,0.021,8.845,UNID-BLL
4FGL J2032.3-0720,38.043,-25.769,51.944,0.103,-0.222,0.483,0.063,0.761,UNID-FSRQ
4FGL J2032.9-0005,45.084,-22.422,51.670,0.054,-0.036,-0.017,0.028,0.100,UNID-BLL
4FGL J2034.4+7244,106.549,18.707,37.713,0.166,0.396,0.003,2.511,0.100,UNID-BLL
4FGL J2035.0+3632,76.601,-2.346,1028.033,0.024,0.993,1.248,19.083,2.807,MSP
4FGL J2035.3+0354,49.104,-20.952,37.500,0.073,-0.130,0.176,0.017,1.102,UNID-BLL
4FGL J2036.2-0207,43.522,-24.193,62.939,0.071,-0.094,0.994,0.077,1.541,MSP
4FGL J2036.3+5642,93.152,9.655,76.831,0.115,0.662,0.491,0.933,0.100,UNID-FSRQ
4FGL J2036.4-0607,39.688,-26.110,37.271,0.092,-0.263,1.374,0.031,3.147,UNID-BLL
4FGL J2037.0-2826,15.542,-34.343,375.328,0.076,-0.167,0.111,11.996,0.100,UNID-FSRQ
4FGL J2037.7-2230,22.557,-32.897,35.181,0.148,-0.303,1.142,0.054,0.773,UNID-FSRQ
4FGL J2038.4+4212,81.587,0.528,169.908,0.073,1.390,0.910,7.773,1.287,UNID-PSR
4FGL J2038.7-3655,5.518,-36.502,40.695,0.055,-0.124,1.401,0.073,22.140,UNID-BLL
4FGL J2039.4-3616,6.324,-36.521,352.246,0.050,-0.129,0.893,0.886,1.187,MSP
4FGL J2039.5-5617,341.261,-37.145,3273.302,0.017,-0.100,0.323,9.789,1.246,MSP
4FGL J2039.6+6656,101.751,15.127,52.986,0.074,0.533,-0.100,4.606,0.100,UNID-BLL
4FGL J2040.4+0312,49.180,-22.337,30.728,0.142,-0.137,1.299,0.033,2.657,UNID-BLL
4FGL J2041.1-6138,334.569,-36.586,94.962,0.045,-0.186,0.124,0.029,4.054,UNID-BLL
4FGL J2041.1+4736,86.094,3.458,1290.122,0.025,0.976,0.718,25.460,1.117,UNID-PSR
4FGL J2042.1-5320,344.833,-37.814,38.943,0.052,-0.282,0.335,0.019,29.633,UNID-BLL
4FGL J2042.1+4209,81.892,-0.091,142.400,0.078,1.396,0.691,6.715,0.838,bcu-psr
4FGL J2042.2+0245,48.977,-23.039,501.052,0.048,-0.122,1.127,2.188,0.822,MSP
4FGL J2042.3+5758,94.479,9.611,35.294,0.084,0.337,-0.037,3.018,0.100,UNID-BLL
4FGL J2042.7-5415,343.737,-37.799,161.761,0.066,-0.204,1.622,0.349,1.110,bcu-psr
4FGL J2042.7+1519,60.282,-16.295,111.025,0.028,-0.074,0.117,0.049,15.364,UNID-BLL
4FGL J2043.1+4256,82.571,0.165,113.473,0.117,1.329,1.029,7.006,0.662,unk-psr
4FGL J2043.3+1711,61.921,-15.320,6308.398,0.014,-0.066,0.392,38.049,1.971,MSP
