4FGL-DR3,glat,glon,significance,r95,variability,Ep,Fp,d,association,prediction,p_bll,p_fsrq,p_pulsar
4FGL J0420.3-0407,-35.192,197.708,4.139,0.195,14.128,0.100,0.133,0.065,unid,bll,0.856,0.138,0.006
4FGL J0420.6-4802,-44.656,254.883,4.591,0.105,16.530,7.979,0.013,1.864,unid,bll,0.930,0.064,0.005
4FGL J0423.0-0943,-37.317,204.188,10.710,0.072,15.212,1.574,0.170,0.867,unid,bll,0.307,0.301,0.392
4FGL J0423.1-1408,-39.165,209.310,4.301,0.077,7.486,35.712,0.032,1.142,unid,bll,0.887,0.099,0.014
4FGL J0424.8+3117,-12.545,167.552,4.301,0.432,7.286,0.202,0.214,0.281,unid,bll,0.653,0.328,0.019
4FGL J0425.1-2920,-43.284,228.833,4.056,0.129,22.194,1.022,0.012,0.508,unid,bll,0.816,0.178,0.006
4FGL J0426.5+5434,3.820,150.880,28.199,0.046,12.932,0.461,68.104,1.044,unid,pulsar,0.001,0.005,0.994
4FGL J0427.3+0504,-28.755,189.689,16.528,0.193,199.456,0.100,17.789,0.374,unid,fsrq,0.051,0.942,0.006
4FGL J0427.4+6433,10.784,143.655,4.108,0.230,18.649,0.279,0.617,0.820,unid,fsrq,0.012,0.924,0.065
4FGL J0427.9+3632,-8.491,164.100,6.639,0.234,10.872,0.408,3.156,1.324,unid,pulsar,0.005,0.042,0.953
4FGL J0431.0+3529,-8.733,165.306,4.531,0.126,10.404,0.650,0.723,1.569,unid,pulsar,0.015,0.122,0.863
4FGL J0431.1+4433,-2.545,158.643,4.872,0.038,7.198,29.213,0.066,1.718,unid,bll,0.917,0.076,0.007
4FGL J0433.0+1327,-22.663,183.109,5.503,0.082,16.113,2.812,0.141,2.000,unid,pulsar,0.025,0.068,0.907
4FGL J0435.5+3232,-10.021,168.149,9.759,0.047,11.991,2.313,0.270,0.702,unid,pulsar,0.177,0.039,0.784
4FGL J0436.9+2915,-11.946,170.889,13.454,0.046,4.352,0.870,1.001,0.374,unid,pulsar,0.041,0.009,0.950
4FGL J0438.0-7329,-35.184,286.039,13.236,0.038,11.855,52.478,0.086,0.048,unid,bll,0.895,0.095,0.009
4FGL J0438.2-4243,-41.943,247.296,7.095,0.084,9.602,0.100,0.383,-0.014,unid,bll,0.908,0.085,0.007
4FGL J0439.6-8322,-30.585,296.467,5.565,0.296,8.248,0.100,0.142,0.116,unid,bll,0.842,0.152,0.006
4FGL J0439.9-0535,-31.679,202.115,4.742,0.076,14.066,6.348,0.013,0.413,unid,bll,0.910,0.085,0.005
4FGL J0441.8+2600,-13.202,174.148,6.104,0.113,4.650,0.663,1.815,1.831,unid,pulsar,0.079,0.123,0.798
4FGL J0442.0-5432,-40.367,262.902,8.268,0.075,12.670,0.100,0.441,0.033,unid,bll,0.894,0.098,0.007
4FGL J0442.8+3609,-6.504,166.401,7.818,0.084,13.987,0.306,1.948,0.671,unid,fsrq,0.048,0.590,0.362
4FGL J0443.3-5949,-39.157,269.600,4.622,0.156,10.168,3.596,0.009,0.666,unid,bll,0.891,0.103,0.006
4FGL J0443.9+2921,-10.720,171.803,4.703,0.222,11.457,0.396,0.568,0.779,unid,pulsar,0.005,0.129,0.867
4FGL J0444.4+1621,-18.718,182.413,4.957,0.212,18.469,0.348,0.365,0.419,unid,fsrq,0.136,0.822,0.041
4FGL J0445.7+1535,-18.923,183.259,4.013,0.196,17.616,0.289,0.625,0.766,unid,fsrq,0.013,0.886,0.101
4FGL J0447.2+2446,-13.053,175.915,8.437,0.106,8.248,1.441,0.977,1.794,unid,pulsar,0.006,0.017,0.977
4FGL J0448.3+2743,-11.007,173.718,4.355,0.160,12.641,0.389,0.469,0.791,unid,fsrq,0.009,0.351,0.641
4FGL J0448.7-2116,-36.047,220.488,8.465,0.101,47.383,0.107,0.531,0.285,unid,fsrq,0.043,0.954,0.003
4FGL J0449.3-2621,-37.407,226.587,4.521,0.204,13.644,0.877,0.047,1.947,unid,pulsar,0.031,0.086,0.883
4FGL J0450.7+0715,-22.714,191.315,4.333,0.061,11.915,1000.000,0.088,-0.082,unid,bll,0.902,0.092,0.006
4FGL J0453.3+2843,-9.521,173.617,9.149,0.340,51.105,0.331,1.046,0.347,unid,fsrq,0.230,0.767,0.003
4FGL J0454.4+5943,10.048,149.473,4.927,0.180,27.084,0.537,0.270,0.799,unid,fsrq,0.019,0.969,0.012
4FGL J0455.9+6757,15.154,142.838,8.748,0.061,5.379,6.532,0.038,0.326,unid,bll,0.903,0.093,0.004
4FGL J0458.2+6244,12.248,147.309,4.580,0.058,20.426,4.677,0.010,0.297,unid,bll,0.900,0.093,0.007
4FGL J0459.7-5413,-37.854,262.075,8.508,0.061,8.050,6.128,0.018,0.314,unid,bll,0.905,0.090,0.004
4FGL J0500.9-5213,-37.820,259.530,4.103,0.084,8.882,2.484,0.004,0.344,unid,bll,0.881,0.110,0.009
4FGL J0501.7+4459,1.864,161.841,4.079,0.053,11.875,1.225,0.039,0.166,unid,bll,0.909,0.089,0.002
4FGL J0502.2+3016,-7.042,173.581,5.469,0.056,19.073,11.568,0.055,0.732,unid,bll,0.892,0.106,0.003
4FGL J0503.8-7508,-32.957,287.122,4.018,0.115,8.021,0.667,0.011,0.259,unid,bll,0.868,0.124,0.008
4FGL J0505.8-1923,-31.654,219.962,4.929,0.070,6.272,3.472,0.009,0.448,unid,bll,0.879,0.115,0.007
4FGL J0506.3-0620,-26.213,206.385,6.191,0.144,13.578,0.177,0.209,0.249,unid,bll,0.539,0.454,0.007
4FGL J0506.6-4629,-36.963,252.297,7.866,0.051,13.263,13.501,0.027,0.543,unid,bll,0.904,0.092,0.004
4FGL J0506.6+4545,3.006,161.755,6.360,0.078,8.152,13.337,0.115,1.902,unid,bll,0.846,0.141,0.013
4FGL J0512.3+3329,-3.412,172.273,6.581,0.089,17.961,3.861,0.128,0.800,unid,bll,0.868,0.123,0.009
4FGL J0512.5-2201,-31.058,223.495,4.838,0.089,10.820,0.100,0.249,-0.100,unid,bll,0.920,0.073,0.007
4FGL J0512.8+5821,11.152,152.012,5.864,0.155,10.201,0.675,0.427,1.928,unid,fsrq,0.048,0.504,0.448
4FGL J0515.4-3841,-34.582,242.937,5.554,0.061,21.007,8.893,0.028,1.956,unid,bll,0.927,0.071,0.002
4FGL J0519.7+1939,-9.954,184.650,4.889,0.051,7.221,2.168,0.025,0.098,unid,bll,0.908,0.088,0.004
4FGL J0521.8+0843,-15.426,194.380,5.075,0.316,10.417,0.355,1.251,0.932,unid,pulsar,0.004,0.059,0.937
4FGL J0524.1+6017,13.423,151.164,4.492,0.050,13.672,14.214,0.029,1.943,unid,bll,0.939,0.059,0.002
4FGL J0524.7-8304,-29.492,295.533,10.546,0.085,13.127,1.208,0.231,0.701,unid,pulsar,0.066,0.099,0.835
4FGL J0526.4+1114,-13.142,192.780,4.306,0.104,7.300,0.157,0.318,0.215,unid,bll,0.778,0.210,0.012
4FGL J0527.1+1152,-12.678,192.308,4.265,0.147,13.008,0.258,0.467,0.391,unid,fsrq,0.239,0.676,0.085
4FGL J0527.4+6647,17.063,145.559,10.587,0.036,6.441,1.797,0.036,0.104,unid,bll,0.913,0.084,0.003
4FGL J0528.0-4647,-33.317,252.971,6.364,0.134,14.523,0.100,0.289,0.070,unid,bll,0.852,0.141,0.007
4FGL J0528.5+3852,2.344,169.714,4.221,0.054,8.060,1000.000,0.022,0.001,unid,bll,0.861,0.122,0.018
4FGL J0529.1-2449,-28.385,227.962,4.111,0.224,18.998,0.100,0.820,-0.082,unid,bll,0.886,0.107,0.008
4FGL J0529.9-0224,-19.198,205.551,7.031,0.076,12.684,0.380,1.756,1.625,unid,pulsar,0.027,0.259,0.714
4FGL J0531.3+1609,-9.536,189.151,4.214,0.160,13.142,0.100,13.306,-0.100,unid,fsrq,0.370,0.610,0.021
4FGL J0531.5-7823,-30.520,290.255,5.144,0.056,16.714,0.100,0.730,-0.096,unid,bll,0.916,0.076,0.007
4FGL J0531.7+1241,-11.279,192.209,6.734,0.153,5.949,0.452,1.654,0.898,unid,pulsar,0.000,0.008,0.992
4FGL J0532.6+3358,0.358,174.260,4.526,0.318,8.089,0.132,2.769,0.451,unid,fsrq,0.170,0.818,0.013
4FGL J0533.2+3024,-1.491,177.314,6.730,0.101,4.822,0.100,29.073,0.035,unid,pulsar,0.527,0.377,0.096
4FGL J0533.6+5945,14.168,152.258,16.765,0.057,13.905,0.897,1.644,1.181,unid,pulsar,0.000,0.004,0.996
4FGL J0534.0+3746,2.651,171.231,4.898,0.209,21.945,0.530,0.747,0.767,unid,pulsar,0.018,0.514,0.468
4FGL J0534.2+2751,-2.684,179.588,6.560,0.078,8.371,0.100,1.346,-0.100,unid,bll,0.663,0.332,0.006
4FGL J0535.0+3615,2.003,172.616,4.349,0.111,6.248,0.100,3.092,0.130,unid,fsrq,0.157,0.837,0.005
4FGL J0535.1-5422,-32.688,262.090,10.839,0.104,6.403,0.321,0.280,0.315,unid,bll,0.520,0.319,0.161
4FGL J0535.3+0934,-12.127,195.390,6.341,0.137,21.162,0.705,0.584,1.315,unid,pulsar,0.036,0.391,0.573
4FGL J0535.6-0405,-18.707,207.844,4.425,0.045,9.208,0.100,0.250,0.049,unid,bll,0.872,0.122,0.007
4FGL J0536.1-1205,-22.109,215.566,6.149,0.094,8.365,3.500,0.070,1.803,unid,pulsar,0.532,0.148,0.320
4FGL J0537.5+0959,-11.466,195.310,4.818,0.107,69.835,0.100,5.841,0.138,unid,fsrq,0.091,0.902,0.007
4FGL J0537.6+0400,-14.417,200.652,4.426,0.047,12.514,1.487,0.017,0.087,unid,bll,0.895,0.100,0.005
4FGL J0538.9+3549,2.434,173.398,6.534,0.163,11.575,0.909,1.631,1.027,unid,pulsar,0.000,0.000,1.000
4FGL J0539.2-6333,-32.073,272.945,6.568,0.122,9.290,5.904,0.014,0.155,unid,bll,0.901,0.093,0.006
4FGL J0540.0-7552,-30.582,287.282,15.306,0.058,31.036,0.591,0.433,0.473,unid,fsrq,0.176,0.797,0.027
4FGL J0540.2+0655,-12.430,198.367,7.717,0.059,20.152,15.470,0.156,0.524,unid,bll,0.899,0.097,0.004
4FGL J0540.6+5540,12.950,156.388,5.364,0.090,14.830,0.247,0.148,0.336,unid,fsrq,0.299,0.695,0.006
4FGL J0540.7+3611,2.937,173.275,5.779,0.131,15.131,0.604,1.546,0.712,unid,pulsar,0.003,0.026,0.970
4FGL J0540.9+5046,10.537,160.735,5.293,0.234,6.648,0.290,1.050,1.940,unid,fsrq,0.174,0.613,0.213
4FGL J0541.1-2059,-24.467,224.992,4.748,0.076,21.269,1.540,0.011,0.305,unid,bll,0.857,0.137,0.006
4FGL J0541.4-0754,-19.132,212.130,5.591,0.086,11.061,1.014,1.284,1.349,unid,pulsar,0.000,0.004,0.996
4FGL J0543.5-8741,-27.781,300.430,16.739,0.047,27.431,0.100,0.322,0.036,unid,bll,0.856,0.137,0.007
4FGL J0543.9-0418,-16.977,209.025,5.877,0.090,9.920,0.168,1.204,0.329,unid,fsrq,0.482,0.495,0.023
4FGL J0544.4+2238,-3.508,185.236,4.159,0.161,9.550,0.100,16.171,-0.100,unid,fsrq,0.428,0.543,0.029
4FGL J0544.7+7124,20.533,141.968,6.525,0.098,9.538,0.116,0.293,0.324,unid,fsrq,0.495,0.493,0.012
4FGL J0545.7+6016,15.737,152.550,29.111,0.025,8.597,2.462,1.792,0.571,unid,pulsar,0.024,0.008,0.968
4FGL J0545.8-0905,-18.678,213.750,9.092,0.038,13.966,0.100,1.269,-0.013,unid,bll,0.662,0.332,0.007
4FGL J0546.5-1100,-19.335,215.666,6.183,0.302,6.638,0.553,0.942,1.589,unid,pulsar,0.020,0.085,0.895
4FGL J0548.6+1200,-8.089,194.943,4.841,0.247,13.259,0.100,1.676,0.220,unid,fsrq,0.269,0.724,0.007
4FGL J0550.5-4356,-28.998,250.347,11.422,0.042,13.908,10.443,0.093,0.652,unid,bll,0.887,0.110,0.002
4FGL J0551.7+0446,-10.966,201.710,9.448,0.206,8.344,0.360,6.044,1.347,unid,pulsar,0.013,0.067,0.920
4FGL J0551.8-2130,-22.349,226.519,4.780,0.074,13.832,0.654,0.029,0.415,unid,bll,0.746,0.249,0.004
4FGL J0552.0+2656,0.183,182.447,5.865,0.185,2.646,0.282,1.868,0.451,unid,fsrq,0.364,0.421,0.215
4FGL J0553.6+0100,-12.360,205.311,4.548,0.174,8.031,0.572,0.639,1.223,unid,pulsar,0.002,0.015,0.983
4FGL J0553.9-5048,-29.532,258.223,9.194,0.061,11.878,3.241,0.043,0.600,unid,bll,0.914,0.085,0.001
4FGL J0554.0-0839,-16.653,214.264,5.087,0.065,11.327,1.328,0.079,0.453,unid,bll,0.862,0.132,0.007
4FGL J0554.2-0259,-14.077,209.026,5.713,0.067,8.880,0.100,0.908,-0.012,unid,bll,0.832,0.162,0.005
4FGL J0554.5-4419,-28.353,250.926,4.688,0.127,24.250,0.100,0.466,0.172,unid,fsrq,0.466,0.527,0.007
4FGL J0554.8-0011,-12.653,206.556,5.653,0.078,10.209,0.295,0.257,0.192,unid,bll,0.779,0.202,0.019
4FGL J0555.1+0150,-11.639,204.739,7.624,0.116,6.524,0.455,2.464,0.801,unid,pulsar,0.003,0.020,0.978
4FGL J0558.1-2113,-20.878,226.817,11.045,0.061,9.247,1.311,0.146,0.554,unid,bll,0.481,0.195,0.324
4FGL J0558.2+0132,-11.093,205.387,4.900,0.306,7.847,0.591,0.618,0.955,unid,pulsar,0.000,0.003,0.997
4FGL J0558.7-4957,-28.663,257.385,4.383,0.260,8.341,0.173,0.201,0.635,unid,fsrq,0.104,0.868,0.028
4FGL J0559.3+0352,-9.759,203.434,5.389,0.437,12.457,0.334,2.650,1.975,unid,pulsar,0.096,0.467,0.437
4FGL J0559.5+7026,21.271,143.421,4.738,0.217,70.948,0.421,0.117,1.188,unid,fsrq,0.052,0.945,0.003
4FGL J0600.4+4949,12.810,163.128,4.423,0.120,10.826,0.130,0.097,0.178,unid,bll,0.789,0.206,0.005
4FGL J0601.0-1016,-15.809,216.561,7.453,0.274,16.755,0.573,1.148,1.084,unid,pulsar,0.003,0.053,0.943
4FGL J0601.4-6057,-29.486,269.952,6.737,0.091,10.998,0.365,0.055,0.286,unid,bll,0.666,0.327,0.007
4FGL J0604.8+1653,-2.273,192.630,5.070,0.176,10.652,0.601,2.075,1.437,unid,pulsar,0.002,0.015,0.982
4FGL J0607.9-1904,-17.924,225.645,5.570,0.093,9.521,6.365,0.028,1.032,unid,bll,0.903,0.095,0.002
4FGL J0608.6-2305,-19.327,229.629,5.470,0.111,7.363,1.325,0.034,0.858,unid,bll,0.880,0.114,0.007
4FGL J0609.0+2136,0.893,188.987,9.126,0.163,1.590,0.579,3.704,0.668,unid,pulsar,0.117,0.191,0.692
4FGL J0609.0+2006,0.167,190.306,6.062,0.208,15.293,0.413,8.748,1.096,unid,pulsar,0.025,0.208,0.767
4FGL J0610.6+5318,15.745,160.595,4.481,0.540,12.792,0.653,0.126,1.255,unid,fsrq,0.126,0.796,0.078
4FGL J0610.8-4911,-26.587,256.919,4.496,0.100,21.589,1000.000,0.006,0.008,unid,bll,0.761,0.187,0.052
4FGL J0610.9+2040,0.835,190.028,5.244,0.316,5.294,0.863,2.124,1.900,unid,pulsar,0.059,0.092,0.849
4FGL J0611.5-2918,-20.944,236.062,4.961,0.135,23.182,0.100,0.021,-0.026,unid,bll,0.913,0.081,0.007
4FGL J0612.6+1520,-1.374,194.893,5.409,0.295,8.435,0.444,2.562,1.143,unid,pulsar,0.002,0.018,0.980
4FGL J0612.9+1150,-2.987,198.002,4.078,0.090,8.358,0.100,0.898,0.016,unid,bll,0.823,0.172,0.005
4FGL J0613.1+1749,-0.082,192.773,6.837,0.125,15.110,0.100,17.254,0.070,unid,fsrq,0.387,0.591,0.021
4FGL J0614.6-2306,-18.047,230.197,4.286,0.079,8.110,0.100,0.010,-0.033,unid,bll,0.895,0.095,0.010
4FGL J0614.8+5735,18.008,156.746,4.524,0.100,19.189,0.100,0.059,-0.050,unid,bll,0.928,0.066,0.006
4FGL J0615.1-1901,-16.343,226.316,4.258,0.097,17.392,0.100,0.049,-0.074,unid,bll,0.927,0.067,0.006
4FGL J0615.9+1416,-1.182,196.206,5.781,0.189,8.394,0.444,1.654,0.699,unid,pulsar,0.002,0.017,0.981
4FGL J0616.5+2235,2.905,188.962,13.885,0.020,14.224,10.197,37.477,0.109,unid,bll,0.861,0.113,0.027
4FGL J0617.6-4028,-23.296,247.931,6.589,0.154,89.987,0.100,2.680,0.069,unid,fsrq,0.107,0.885,0.008
4FGL J0618.7+1211,-1.564,198.383,6.362,0.267,11.439,0.349,3.770,1.185,unid,pulsar,0.011,0.127,0.862
4FGL J0618.9+2240,3.424,189.149,7.938,0.066,4.735,0.758,32.217,0.675,unid,pulsar,0.001,0.005,0.994
4FGL J0620.1+2246,3.716,189.182,9.233,0.099,7.076,0.472,1.531,0.095,unid,bll,0.903,0.072,0.025
4FGL J0620.4+1445,0.003,196.305,5.729,0.170,15.416,0.100,5.489,0.141,unid,fsrq,0.099,0.895,0.006
4FGL J0620.7-5034,-25.319,258.802,5.645,0.063,21.216,0.154,0.010,0.028,unid,bll,0.894,0.099,0.008
4FGL J0620.9+2201,3.523,189.946,5.022,0.087,12.402,1000.000,1.837,-0.003,unid,bll,0.905,0.085,0.011
4FGL J0621.9+4219,12.859,171.707,4.355,0.052,17.572,4.126,0.007,0.176,unid,bll,0.893,0.099,0.008
4FGL J0622.5+3120,8.148,181.802,8.282,0.166,16.687,0.537,0.922,0.766,unid,pulsar,0.005,0.085,0.910
4FGL J0624.7-4903,-24.335,257.341,6.956,0.159,10.480,0.632,0.102,0.969,unid,fsrq,0.155,0.770,0.075
4FGL J0625.3-1144,-11.055,220.570,4.104,0.307,27.262,0.100,4.045,0.020,unid,fsrq,0.101,0.891,0.008
4FGL J0625.5+7029,23.350,144.113,5.185,0.043,12.652,14.637,0.005,0.200,unid,bll,0.904,0.087,0.009
4FGL J0628.8-2340,-15.259,232.080,4.328,0.118,8.679,0.100,0.037,0.041,unid,bll,0.890,0.103,0.006
4FGL J0631.0+5626,19.648,158.701,6.044,0.062,10.234,2.606,0.018,0.549,unid,bll,0.912,0.085,0.003
4FGL J0633.9+5840,20.745,156.590,5.105,0.079,9.678,0.100,0.009,0.028,unid,bll,0.889,0.101,0.010
4FGL J0634.6-3046,-16.809,239.402,8.831,0.229,11.356,0.167,1.719,0.797,unid,fsrq,0.081,0.806,0.113
4FGL J0636.2-1057,-8.303,221.043,4.580,0.104,4.510,0.528,0.332,0.714,unid,pulsar,0.004,0.020,0.976
4FGL J0639.1-8009,-27.220,291.860,4.900,0.205,11.372,0.240,0.168,0.400,unid,fsrq,0.221,0.766,0.014
4FGL J0640.9-5204,-22.622,261.234,4.132,0.057,29.819,5.693,0.004,0.518,unid,bll,0.882,0.103,0.015
4FGL J0641.4+3349,12.797,181.268,4.429,0.089,9.883,12.247,0.010,0.161,unid,bll,0.903,0.089,0.007
4FGL J0642.4+1048,2.935,202.282,5.502,0.230,26.321,0.316,1.073,0.564,unid,fsrq,0.053,0.913,0.033
4FGL J0642.9-6501,-25.298,275.111,9.100,0.105,13.215,0.179,0.204,0.246,unid,bll,0.559,0.434,0.007
4FGL J0647.6+4459,18.172,171.032,6.288,0.215,20.365,0.209,1.444,0.905,unid,fsrq,0.031,0.930,0.039
4FGL J0648.6-3623,-16.216,245.974,6.459,0.200,9.886,0.546,0.201,0.793,unid,fsrq,0.027,0.486,0.487
4FGL J0649.6-4017,-17.467,249.836,4.466,0.070,9.443,0.100,0.299,-0.100,unid,bll,0.915,0.077,0.007
4FGL J0650.2-5144,-21.152,261.336,9.005,0.037,11.980,15.107,0.050,0.464,unid,bll,0.901,0.095,0.003
4FGL J0651.9-4330,-18.204,253.152,4.952,0.236,13.229,0.329,0.182,0.765,unid,fsrq,0.023,0.954,0.023
4FGL J0653.8-1330,-5.589,225.266,4.869,0.054,15.898,19.074,0.060,0.459,unid,bll,0.903,0.093,0.004
4FGL J0654.0-4658,-19.051,256.733,4.115,0.128,13.242,0.100,0.256,-0.065,unid,bll,0.927,0.066,0.007
4FGL J0655.5+1552,8.057,199.161,4.756,0.156,19.174,0.840,0.121,1.401,unid,fsrq,0.139,0.800,0.061
4FGL J0656.5+4218,18.769,174.266,5.845,0.064,10.148,5.883,0.020,0.242,unid,bll,0.908,0.088,0.004
4FGL J0657.4-4658,-18.511,256.941,14.235,0.066,10.962,2.010,0.339,0.993,unid,pulsar,0.002,0.005,0.993
4FGL J0657.7-5340,-20.667,263.668,4.054,0.195,26.941,0.341,0.044,0.419,unid,fsrq,0.374,0.622,0.004
4FGL J0658.7+2318,11.909,192.676,5.538,0.157,10.706,0.100,0.083,-0.045,unid,bll,0.901,0.093,0.006
4FGL J0659.2-1758,-6.414,229.869,4.206,0.094,10.227,1.209,0.033,0.172,unid,bll,0.904,0.093,0.003
4FGL J0700.2-5118,-19.539,261.421,7.186,0.089,2.901,0.487,0.020,0.044,unid,bll,0.866,0.117,0.017
4FGL J0700.4-4308,-16.641,253.387,5.880,0.233,10.768,0.100,0.445,0.197,unid,bll,0.728,0.262,0.009
4FGL J0700.6+3558,17.265,180.796,10.935,0.069,17.237,1.178,0.207,0.814,unid,pulsar,0.173,0.393,0.434
4FGL J0700.8+1551,9.185,199.748,8.197,0.077,9.466,4.901,0.098,1.294,unid,bll,0.790,0.171,0.039
4FGL J0701.3-0403,0.341,217.669,7.719,0.186,7.329,0.346,4.675,0.772,unid,pulsar,0.028,0.254,0.718
4FGL J0701.5-2842,-10.639,239.868,4.351,0.108,16.829,0.100,0.057,-0.004,unid,bll,0.913,0.081,0.006
4FGL J0704.0-1153,-2.633,224.944,4.711,0.136,12.652,1.046,0.332,0.824,unid,pulsar,0.003,0.016,0.980
4FGL J0704.3-4829,-17.954,258.853,7.627,0.040,21.145,16.597,0.027,0.124,unid,bll,0.897,0.096,0.007
4FGL J0704.6-1055,-2.073,224.149,4.628,0.155,6.791,0.489,1.758,0.707,unid,pulsar,0.000,0.008,0.991
4FGL J0705.8-0004,3.170,214.635,7.159,0.162,5.109,0.845,0.546,0.917,unid,pulsar,0.000,0.000,1.000
4FGL J0708.6+1747,11.711,198.783,6.764,0.047,8.156,6.441,0.027,0.254,unid,bll,0.906,0.090,0.004
4FGL J0708.8-3121,-10.351,242.993,4.580,0.147,6.544,0.322,0.282,0.869,unid,fsrq,0.030,0.358,0.612
4FGL J0709.1-1034,-0.915,224.348,8.938,0.120,14.938,0.478,2.822,0.489,unid,pulsar,0.099,0.252,0.648
4FGL J0712.0-6431,-22.167,275.379,10.986,0.077,4.924,1.954,0.184,1.278,unid,pulsar,0.017,0.033,0.949
4FGL J0712.8-5637,-19.581,267.394,7.216,0.259,15.171,0.463,0.176,0.729,unid,fsrq,0.032,0.934,0.034
4FGL J0713.5-2555,-7.031,238.518,6.089,0.083,10.871,0.100,1.479,0.033,unid,fsrq,0.546,0.449,0.006
4FGL J0713.8-4820,-16.442,259.330,4.907,0.161,10.788,0.301,0.058,0.260,unid,bll,0.683,0.310,0.006
4FGL J0715.7-1128,0.082,225.897,7.529,0.278,2.190,0.362,4.319,0.925,unid,pulsar,0.086,0.210,0.705
4FGL J0716.0-0826,1.577,223.260,5.021,0.112,4.034,0.796,0.330,1.003,unid,pulsar,0.001,0.008,0.991
4FGL J0716.9-2219,-4.685,235.662,4.875,0.136,19.038,0.513,0.755,1.237,unid,pulsar,0.024,0.413,0.563
4FGL J0717.3+2437,16.330,193.192,4.305,0.059,9.559,1000.000,0.015,-0.003,unid,bll,0.846,0.131,0.023
4FGL J0718.8-5004,-16.353,261.323,11.501,0.064,8.179,1.011,0.269,0.720,unid,pulsar,0.003,0.009,0.988
4FGL J0722.4-2650,-5.668,240.256,10.741,0.068,10.752,1.312,0.519,0.760,unid,pulsar,0.000,0.000,1.000
4FGL J0722.7-2309,-3.885,237.010,7.139,0.217,4.956,0.236,6.032,0.757,unid,fsrq,0.081,0.594,0.325
4FGL J0723.1-3048,-7.360,243.864,8.244,0.061,5.782,0.100,0.274,-0.030,unid,bll,0.881,0.112,0.007
4FGL J0723.9+5702,26.816,160.048,4.794,0.166,10.988,1.502,0.017,0.733,unid,bll,0.904,0.093,0.003
4FGL J0725.3-2550,-4.631,239.671,6.118,0.311,13.468,0.291,4.488,1.259,unid,pulsar,0.028,0.297,0.675
4FGL J0725.6-5008,-15.376,261.836,9.009,0.044,16.770,10.408,0.121,1.931,unid,bll,0.736,0.244,0.020
4FGL J0725.7-0549,4.934,222.056,12.328,0.045,17.236,9.638,0.213,0.262,unid,bll,0.908,0.089,0.003
4FGL J0727.3+2152,17.378,196.779,4.589,0.231,25.684,0.503,0.147,1.309,unid,fsrq,0.057,0.937,0.006
4FGL J0731.0+6607,28.619,149.943,7.872,0.083,9.096,1.162,0.031,0.402,unid,bll,0.885,0.111,0.003
4FGL J0731.5-1910,-0.189,234.481,6.423,0.230,12.970,0.399,4.940,1.131,unid,pulsar,0.013,0.140,0.847
4FGL J0733.3-7615,-23.859,288.142,4.312,0.051,11.980,42.105,0.018,0.298,unid,bll,0.898,0.097,0.005
4FGL J0734.3-4448,-11.757,257.541,5.409,0.058,8.041,0.100,0.081,-0.033,unid,bll,0.897,0.097,0.006
4FGL J0735.0-7255,-22.736,284.713,4.727,0.065,12.838,2.611,0.020,1.075,unid,bll,0.918,0.079,0.002
4FGL J0736.9-3231,-5.575,246.786,15.459,0.072,17.076,0.324,7.672,0.613,unid,fsrq,0.128,0.719,0.154
4FGL J0737.4+6535,29.251,150.584,6.665,0.044,23.508,0.100,0.102,-0.100,unid,bll,0.948,0.045,0.007
4FGL J0737.7-8047,-24.933,292.980,5.414,0.059,11.843,1000.000,0.021,0.004,unid,bll,0.872,0.112,0.016
4FGL J0738.6+1311,16.329,206.216,5.686,0.163,23.075,0.100,0.638,0.064,unid,bll,0.757,0.236,0.007
4FGL J0739.6-4530,-11.247,258.598,5.130,0.079,8.724,1.126,0.096,0.968,unid,pulsar,0.357,0.428,0.215
4FGL J0741.0-5226,-14.174,265.053,5.017,0.059,19.899,1000.000,0.317,-0.100,unid,bll,0.887,0.106,0.008
4FGL J0741.9-4157,-9.217,255.619,4.789,0.160,19.190,0.248,0.331,0.455,unid,fsrq,0.048,0.942,0.009
4FGL J0743.2+4034,26.615,178.822,4.578,0.253,12.500,0.100,1.459,0.610,unid,fsrq,0.129,0.856,0.015
4FGL J0744.0+5033,28.742,167.810,5.848,0.064,17.481,10.918,0.011,0.229,unid,bll,0.908,0.085,0.007
4FGL J0744.4-1403,5.007,231.519,5.200,0.173,7.875,0.292,0.913,1.198,unid,pulsar,0.018,0.103,0.879
4FGL J0744.9-4028,-7.999,254.569,11.952,0.062,13.421,1.871,0.653,0.993,unid,pulsar,0.000,0.002,0.998
4FGL J0746.5-4113,-8.107,255.385,6.321,0.067,16.556,3.803,0.032,0.255,unid,bll,0.915,0.082,0.002
4FGL J0747.2-0736,8.760,226.199,6.645,0.066,8.801,3.905,0.027,0.137,unid,bll,0.907,0.090,0.003
4FGL J0747.8+7410,29.857,140.691,5.278,0.188,32.138,0.100,3.840,0.118,unid,fsrq,0.079,0.914,0.006
4FGL J0749.8-4420,-9.101,258.437,6.705,0.094,4.746,1.483,0.151,1.583,unid,pulsar,0.033,0.041,0.926
4FGL J0750.5-7519,-22.555,287.551,4.936,0.113,17.878,2.233,0.032,0.707,unid,bll,0.895,0.103,0.001
4FGL J0751.2-0029,13.046,220.318,4.914,0.064,5.940,7.832,0.022,1.998,unid,bll,0.923,0.063,0.014
