4FGL-DR4,glat,glon,significance,r95,variability,Ep,Fp,d,association,prediction,p_bll,p_fsrq,p_pulsar
4FGL J1702.3-2525,9.938,357.520,7.861,0.055,7.109,2.850,0.166,0.492,unid,bll,0.578,0.107,0.314
4FGL J1703.6-2850,7.664,354.927,13.650,0.045,21.048,0.744,1.346,0.423,unid,pulsar,0.013,0.024,0.963
4FGL J1704.0-4226,-0.644,344.116,5.483,0.060,11.839,1.218,2.339,0.477,unid,pulsar,0.002,0.003,0.995
4FGL J1704.3-0754,19.528,12.695,5.054,0.229,6.300,0.221,1.226,0.524,unid,fsrq,0.050,0.900,0.050
4FGL J1704.4-4540,-2.657,341.593,4.434,0.100,16.626,0.751,0.921,0.587,unid,pulsar,0.000,0.006,0.994
4FGL J1704.8-4030,0.426,345.743,15.733,0.046,18.058,1.501,25.698,0.541,unid,pulsar,0.010,0.017,0.973
4FGL J1704.9-4303,-1.135,343.726,4.255,0.070,14.857,3.001,0.487,0.953,unid,pulsar,0.004,0.005,0.992
4FGL J1705.1-4748,-4.043,339.951,6.195,0.206,8.539,0.347,2.952,0.584,unid,pulsar,0.076,0.565,0.359
4FGL J1705.2-3850,1.363,347.127,7.907,0.095,12.659,1.774,1.902,0.710,unid,pulsar,0.000,0.000,1.000
4FGL J1705.4-4850,-4.700,339.168,6.303,0.157,20.193,0.428,1.928,0.761,unid,pulsar,0.009,0.153,0.838
4FGL J1705.5+5632,36.811,84.882,4.227,0.127,13.224,2.248,0.004,0.482,unid,bll,0.902,0.087,0.011
4FGL J1705.5+2907,34.646,51.024,4.917,0.159,14.361,0.143,0.164,0.356,unid,fsrq,0.112,0.884,0.004
4FGL J1705.8+2226,32.679,43.358,4.481,0.148,7.268,1.912,0.018,0.714,unid,bll,0.894,0.044,0.062
4FGL J1706.2-4950,-5.405,338.438,6.140,0.243,4.466,0.653,0.822,0.857,unid,pulsar,0.019,0.175,0.805
4FGL J1706.2-4113,-0.230,345.329,5.159,0.074,13.978,0.418,1.822,0.132,unid,bll,0.763,0.132,0.105
4FGL J1706.4+6428,35.529,94.581,5.455,0.058,19.521,25.169,0.003,0.117,unid,bll,0.888,0.097,0.014
4FGL J1706.4-4609,-3.221,341.414,5.327,0.128,13.558,0.390,1.323,0.321,unid,pulsar,0.144,0.431,0.424
4FGL J1706.4-4649,-3.623,340.880,6.528,0.354,6.835,0.367,5.554,0.788,unid,pulsar,0.068,0.205,0.727
4FGL J1706.5-4023,0.231,346.039,6.513,0.088,23.689,0.295,20.597,0.312,unid,pulsar,0.338,0.197,0.465
4FGL J1706.8-4540,-2.993,341.846,4.162,0.117,10.815,0.171,1.217,0.204,unid,fsrq,0.475,0.500,0.025
4FGL J1706.8+1319,29.121,33.572,6.119,0.125,20.751,0.100,3.158,0.407,unid,fsrq,0.029,0.964,0.007
4FGL J1707.6-5351,-7.969,335.305,5.744,0.069,4.760,0.100,2.279,0.001,unid,bll,0.892,0.099,0.010
4FGL J1708.2+5519,36.543,83.325,12.366,0.088,118.538,0.100,0.408,0.011,unid,fsrq,0.220,0.768,0.012
4FGL J1708.3-4127,-0.685,345.381,4.328,0.077,13.492,12.337,0.275,0.477,unid,bll,0.930,0.058,0.012
4FGL J1708.8-0923,17.805,12.005,5.736,0.117,7.218,0.466,0.518,0.420,unid,pulsar,0.028,0.228,0.745
4FGL J1709.4-2127,10.944,1.754,5.632,0.084,11.740,5.046,0.118,1.194,unid,fsrq,0.173,0.471,0.356
4FGL J1709.4-4339,-2.159,343.741,5.105,0.102,10.700,0.674,0.900,0.287,unid,pulsar,0.019,0.020,0.961
4FGL J1709.4-0328,20.771,17.441,14.154,0.067,19.135,0.518,1.805,0.402,unid,pulsar,0.060,0.186,0.754
4FGL J1709.9-0900,17.774,12.499,8.460,0.111,12.215,0.813,1.069,0.835,unid,pulsar,0.000,0.005,0.995
4FGL J1710.0+4629,36.374,72.324,8.550,0.082,6.169,3.782,0.023,0.692,unid,bll,0.915,0.068,0.017
4FGL J1710.1-4541,-3.465,342.178,4.668,0.094,12.387,0.100,4.812,-0.049,unid,fsrq,0.564,0.426,0.009
4FGL J1710.3-3039,5.422,354.319,8.610,0.062,10.250,1.350,0.683,0.542,unid,pulsar,0.000,0.000,1.000
4FGL J1710.8+1135,27.528,32.229,4.236,0.256,19.212,0.160,1.199,0.995,unid,fsrq,0.021,0.917,0.062
4FGL J1711.0-3002,5.643,354.907,13.062,0.070,5.737,1.105,3.135,1.037,unid,pulsar,0.011,0.031,0.958
4FGL J1711.4-2526,8.273,358.729,8.711,0.099,11.139,0.100,4.472,0.257,unid,fsrq,0.291,0.697,0.013
4FGL J1711.9-1922,11.657,3.843,13.383,0.041,17.431,2.357,0.697,0.835,unid,pulsar,0.002,0.002,0.997
4FGL J1712.9-4105,-1.162,346.186,4.498,0.051,10.314,1000.000,0.467,0.046,unid,bll,0.907,0.080,0.013
4FGL J1713.0-0521,19.038,16.196,8.236,0.170,30.486,0.132,9.187,0.571,unid,fsrq,0.111,0.832,0.057
4FGL J1713.0-4236,-2.067,344.979,5.415,0.085,10.203,0.588,0.953,0.347,unid,pulsar,0.013,0.039,0.948
4FGL J1713.6-4902,-5.898,339.797,4.883,0.127,12.249,0.252,1.692,0.694,unid,pulsar,0.017,0.858,0.125
4FGL J1714.3-4320,-2.683,344.521,4.626,0.113,12.393,0.100,2.402,-0.100,unid,bll,0.820,0.174,0.006
4FGL J1714.6+3228,33.547,55.514,6.987,0.060,16.606,29.395,0.012,0.149,unid,bll,0.918,0.075,0.007
4FGL J1714.8-1421,13.858,8.504,5.163,0.083,7.750,2.925,0.066,0.591,unid,bll,0.791,0.146,0.063
4FGL J1714.8-3849,-0.132,348.250,13.113,0.045,4.445,0.891,32.115,0.454,unid,pulsar,0.020,0.029,0.951
4FGL J1714.9-3324,3.009,352.651,15.520,0.063,8.152,1.173,6.051,0.661,unid,pulsar,0.001,0.006,0.993
4FGL J1715.5-0836,16.804,13.638,4.376,0.117,14.837,0.426,0.389,0.614,unid,pulsar,0.015,0.615,0.370
4FGL J1715.7-4239,-2.492,345.226,4.404,0.083,10.619,0.481,0.248,0.139,unid,bll,0.849,0.093,0.058
4FGL J1716.1+2309,30.654,45.051,14.256,0.038,6.771,6.885,0.118,0.345,unid,bll,0.916,0.076,0.008
4FGL J1716.1-4342,-3.167,344.410,4.937,0.145,10.086,0.563,1.173,0.487,unid,pulsar,0.006,0.049,0.945
4FGL J1716.5-5631,-10.540,333.833,4.552,0.496,7.439,0.221,0.739,0.710,unid,fsrq,0.011,0.947,0.041
4FGL J1716.9-4152,-2.230,345.992,4.978,0.097,7.213,1.238,0.445,0.387,unid,pulsar,0.008,0.004,0.988
4FGL J1717.0-3218,3.293,353.803,6.589,0.126,16.398,0.624,1.249,0.521,unid,pulsar,0.004,0.022,0.974
4FGL J1717.5-5804,-11.505,332.603,15.168,0.046,10.660,2.248,0.937,1.251,unid,pulsar,0.002,0.008,0.991
4FGL J1717.5-4022,-1.458,347.279,4.580,0.080,9.457,3.094,0.450,1.029,unid,pulsar,0.002,0.007,0.991
4FGL J1717.6-4404,-3.593,344.256,6.502,0.089,20.270,0.674,1.421,0.490,unid,pulsar,0.007,0.026,0.968
4FGL J1717.8+1955,29.192,41.687,7.337,0.068,11.100,0.100,0.270,-0.005,unid,bll,0.862,0.135,0.003
4FGL J1717.8+3925,34.231,63.890,5.608,0.091,17.376,3.065,0.010,0.653,unid,bll,0.925,0.069,0.006
4FGL J1717.8-3906,-0.774,348.349,5.397,0.072,8.113,1.060,2.024,0.559,unid,pulsar,0.000,0.005,0.995
4FGL J1718.5-4122,-2.186,346.568,4.542,0.116,10.153,0.865,0.550,0.410,unid,pulsar,0.002,0.004,0.993
4FGL J1718.5+4237,34.538,67.760,7.379,0.068,85.034,0.191,0.074,0.227,unid,fsrq,0.123,0.870,0.007
4FGL J1718.6-5821,-11.783,332.440,4.901,0.074,12.597,0.100,2.311,0.055,unid,bll,0.584,0.409,0.007
4FGL J1718.6-0210,19.455,19.857,4.073,0.080,10.752,3.980,0.021,0.304,unid,bll,0.945,0.054,0.001
4FGL J1719.0-4038,-1.837,347.218,4.206,0.064,6.438,1.649,0.111,0.106,unid,bll,0.877,0.107,0.016
4FGL J1719.0-4221,-2.828,345.820,4.756,0.129,14.166,0.894,0.767,0.671,unid,pulsar,0.000,0.002,0.998
4FGL J1719.1-5348,-9.321,336.334,6.226,0.051,13.755,0.100,0.476,-0.039,unid,bll,0.902,0.095,0.003
4FGL J1719.3-3424,1.696,352.365,4.778,0.118,13.529,2.112,0.799,1.133,unid,pulsar,0.000,0.003,0.997
4FGL J1719.4-2916,4.608,356.598,5.792,0.152,22.356,0.480,1.209,0.503,unid,pulsar,0.024,0.198,0.778
4FGL J1719.4-4242,-3.086,345.572,5.576,0.100,10.945,1.022,0.778,0.652,unid,pulsar,0.000,0.000,1.000
4FGL J1719.6-4320,-3.480,345.075,4.997,0.163,17.506,0.806,0.889,0.891,unid,pulsar,0.000,0.007,0.993
4FGL J1720.1-4358,-3.905,344.604,6.792,0.086,12.994,0.998,0.485,0.266,unid,bll,0.227,0.016,0.757
4FGL J1720.6-2442,6.978,0.526,5.275,0.066,21.140,0.287,0.309,0.181,unid,bll,0.852,0.143,0.004
4FGL J1720.6-2653,5.744,358.707,6.098,0.064,12.871,0.474,0.515,0.237,unid,bll,0.357,0.136,0.507
4FGL J1720.6+0708,23.419,28.942,20.513,0.056,8.876,0.992,2.066,0.743,unid,pulsar,0.000,0.005,0.995
4FGL J1721.3-5257,-9.128,337.244,12.381,0.078,17.587,0.964,1.118,1.008,unid,pulsar,0.000,0.004,0.996
4FGL J1721.4+2529,30.249,48.061,4.480,0.303,15.804,0.100,4.527,-0.027,unid,fsrq,0.388,0.603,0.009
4FGL J1721.4+1131,25.143,33.368,8.238,0.103,14.270,0.100,1.342,0.110,unid,fsrq,0.474,0.517,0.009
4FGL J1721.7-3917,-1.492,348.622,9.580,0.062,11.775,0.751,4.828,0.489,unid,pulsar,0.011,0.021,0.968
4FGL J1722.1-4007,-2.021,347.985,5.229,0.206,16.635,0.795,0.730,0.459,unid,pulsar,0.002,0.007,0.991
4FGL J1722.1-3205,2.538,354.603,9.263,0.072,8.312,1.545,1.682,0.614,unid,pulsar,0.000,0.002,0.998
4FGL J1722.3-4056,-2.531,347.337,4.893,0.052,27.351,0.100,0.758,-0.035,unid,bll,0.802,0.193,0.005
4FGL J1722.6-3135,2.716,355.080,4.860,0.109,12.036,1.842,0.616,0.932,unid,pulsar,0.000,0.001,0.999
4FGL J1722.7-3258,1.928,353.944,4.275,0.254,5.350,0.101,11.104,0.311,unid,pulsar,0.736,0.174,0.089
4FGL J1722.8-0418,17.479,18.470,12.318,0.041,7.440,0.557,1.676,0.271,unid,pulsar,0.089,0.189,0.722
4FGL J1723.1-2859,4.093,357.290,5.709,0.140,20.285,0.511,1.900,0.677,unid,pulsar,0.007,0.071,0.922
4FGL J1723.5-3342,1.377,353.440,5.092,0.062,11.385,0.983,0.758,0.241,unid,pulsar,0.068,0.008,0.923
4FGL J1723.6-4126,-3.004,347.052,5.073,0.340,5.949,0.285,0.337,0.140,unid,bll,0.628,0.314,0.058
4FGL J1723.7+3600,32.472,60.116,4.959,0.095,13.219,1.612,0.010,0.349,unid,bll,0.940,0.058,0.002
4FGL J1724.5-3008,3.195,356.507,6.505,0.116,10.287,0.678,2.353,0.904,unid,pulsar,0.003,0.021,0.976
4FGL J1724.7-3737,-1.047,350.336,5.264,0.108,13.721,0.362,7.393,0.504,unid,pulsar,0.160,0.223,0.617
4FGL J1724.8-7854,-22.604,314.097,4.544,0.078,14.510,8.803,0.011,0.347,unid,bll,0.923,0.074,0.003
4FGL J1725.1-1924,9.032,5.583,12.506,0.059,12.856,0.454,1.973,0.302,unid,pulsar,0.179,0.326,0.494
4FGL J1725.5+0840,23.006,31.007,6.081,0.105,10.368,0.100,0.577,0.115,unid,bll,0.537,0.456,0.007
4FGL J1726.2-2903,3.513,357.615,5.230,0.115,9.709,1.116,0.909,0.799,unid,pulsar,0.000,0.002,0.998
4FGL J1726.2-3207,1.792,355.059,6.128,0.071,26.827,1.961,1.111,0.765,unid,pulsar,0.003,0.004,0.993
4FGL J1726.7-3930,-2.417,349.001,4.795,0.131,16.379,0.548,1.081,0.633,unid,pulsar,0.003,0.040,0.957
4FGL J1726.8-2659,4.536,359.404,5.497,0.089,13.591,0.403,0.638,0.227,unid,bll,0.424,0.205,0.372
4FGL J1727.1+5955,33.713,88.730,5.507,0.041,15.324,29.835,0.003,0.075,unid,bll,0.893,0.093,0.014
4FGL J1727.4+0326,20.228,26.228,10.870,0.054,8.757,1.523,0.267,0.613,unid,pulsar,0.004,0.009,0.986
4FGL J1727.6-2304,6.550,2.794,11.839,0.045,13.316,1.984,1.104,0.546,unid,pulsar,0.003,0.001,0.996
4FGL J1727.6-0849,14.150,15.065,5.587,0.132,7.760,0.186,1.430,0.357,unid,fsrq,0.185,0.765,0.050
4FGL J1727.7-3621,-0.829,351.728,4.863,0.077,7.890,0.454,8.207,0.487,unid,pulsar,0.090,0.095,0.816
4FGL J1727.7-4041,-3.240,348.115,5.525,0.098,13.827,0.278,0.659,0.236,unid,bll,0.526,0.368,0.106
4FGL J1728.0-3550,-0.587,352.182,4.387,0.142,8.206,0.288,11.752,0.378,unid,pulsar,0.446,0.137,0.417
4FGL J1728.8-5131,-9.307,339.094,5.777,0.058,8.295,0.100,0.466,-0.024,unid,bll,0.837,0.158,0.005
4FGL J1728.9-7930,-23.035,313.600,4.571,0.052,12.552,0.100,0.602,-0.017,unid,bll,0.871,0.125,0.004
4FGL J1729.0+6103,33.403,90.071,4.836,0.115,23.415,0.934,0.011,0.458,unid,bll,0.904,0.092,0.004
4FGL J1729.1-3503,-0.334,352.959,9.313,0.060,7.686,2.285,8.219,1.033,unid,pulsar,0.007,0.014,0.978
4FGL J1729.4-2831,3.223,358.443,6.261,0.163,13.506,0.604,2.638,0.812,unid,pulsar,0.003,0.023,0.974
4FGL J1729.4-2646,4.169,359.920,6.745,0.110,11.101,1.093,1.597,0.865,unid,pulsar,0.000,0.002,0.998
4FGL J1729.5-3625,-1.162,351.874,5.287,0.053,2.608,0.100,3.517,0.115,unid,bll,0.845,0.126,0.029
4FGL J1729.7-4242,-4.647,346.637,6.200,0.103,19.951,0.601,0.664,0.582,unid,pulsar,0.006,0.057,0.937
4FGL J1729.9-4148,-4.182,347.410,10.991,0.054,18.082,0.506,1.252,0.250,unid,pulsar,0.271,0.176,0.553
4FGL J1730.1-4343,-5.270,345.818,7.142,0.227,12.111,0.487,1.906,1.002,unid,pulsar,0.009,0.087,0.904
4FGL J1730.4-0359,15.995,19.738,21.588,0.037,5.483,1.642,4.091,1.002,unid,pulsar,0.011,0.023,0.966
4FGL J1730.5+6018,33.265,89.152,4.730,0.500,11.820,0.375,0.038,0.433,unid,bll,0.591,0.372,0.036
4FGL J1730.5-3543,-0.951,352.567,4.373,0.084,12.000,0.523,3.406,0.435,unid,pulsar,0.064,0.165,0.771
4FGL J1730.8-3806,-2.313,350.604,9.988,0.085,15.381,1.407,1.978,0.627,unid,pulsar,0.000,0.001,0.998
4FGL J1730.8-1123,12.136,13.219,5.139,0.060,11.098,17.602,0.060,0.430,unid,bll,0.927,0.069,0.004
4FGL J1731.4-2932,2.298,357.839,4.557,0.088,10.387,0.356,0.370,0.109,unid,bll,0.873,0.087,0.040
4FGL J1731.6-2904,2.520,358.249,4.635,0.066,9.858,34.170,0.120,0.095,unid,bll,0.923,0.066,0.011
4FGL J1731.6+0630,20.681,29.642,5.495,0.416,27.522,0.421,0.450,1.066,unid,fsrq,0.016,0.729,0.255
4FGL J1731.9-2800,3.033,359.178,4.453,0.134,17.268,0.759,0.633,0.436,unid,pulsar,0.010,0.013,0.977
4FGL J1732.0-2659,3.582,0.045,4.794,0.095,12.102,1.274,0.505,0.415,unid,pulsar,0.015,0.003,0.982
4FGL J1732.2-4313,-5.315,346.448,4.091,0.095,22.371,0.100,0.198,-0.010,unid,bll,0.922,0.076,0.002
4FGL J1732.7-2559,3.984,0.983,5.810,0.156,4.680,0.351,2.727,0.417,unid,pulsar,0.247,0.528,0.225
4FGL J1733.0-2837,2.488,358.799,4.192,0.101,4.009,0.146,0.469,0.086,unid,fsrq,0.519,0.466,0.015
4FGL J1733.2-2915,2.121,358.287,5.618,0.079,24.909,1.532,1.284,0.711,unid,pulsar,0.001,0.002,0.997
4FGL J1733.4+2235,26.699,45.956,7.727,0.092,8.389,2.014,0.079,1.234,unid,pulsar,0.009,0.041,0.951
4FGL J1733.5-2950,1.733,357.833,5.945,0.067,15.230,3.323,0.370,0.227,unid,bll,0.959,0.031,0.010
4FGL J1733.6-2431,4.602,2.333,8.317,0.171,7.100,0.758,2.541,0.686,unid,pulsar,0.006,0.027,0.967
4FGL J1733.9-2220,5.721,4.218,4.695,0.187,4.341,0.435,1.692,0.854,unid,pulsar,0.065,0.472,0.463
4FGL J1734.0-2933,1.811,358.138,6.124,0.068,13.475,1.182,0.949,0.280,unid,pulsar,0.057,0.006,0.936
4FGL J1734.5-2818,2.387,359.252,7.630,0.085,16.656,0.716,4.291,0.728,unid,pulsar,0.002,0.009,0.989
4FGL J1734.6-2912,1.887,358.496,4.640,0.088,8.787,2.274,0.285,0.214,unid,bll,0.911,0.039,0.050
4FGL J1735.1-3708,-2.494,351.886,4.573,0.098,21.220,0.732,0.750,0.570,unid,pulsar,0.004,0.018,0.978
4FGL J1735.2-1640,8.489,9.210,6.524,0.072,9.655,0.164,0.215,0.085,unid,bll,0.836,0.161,0.004
4FGL J1735.2-2153,5.708,4.759,4.194,0.079,8.442,0.458,0.431,0.396,unid,pulsar,0.043,0.262,0.696
4FGL J1735.2-4200,-5.137,347.775,4.920,0.386,9.910,0.492,0.985,1.029,unid,pulsar,0.010,0.158,0.832
4FGL J1735.3-0717,13.290,17.421,16.044,0.065,32.382,0.249,8.659,0.353,unid,fsrq,0.429,0.531,0.040
4FGL J1735.4-2944,1.443,358.141,5.841,0.064,8.766,3.186,0.911,0.786,unid,pulsar,0.003,0.004,0.993
4FGL J1736.3-2929,1.420,358.464,5.865,0.123,8.448,0.715,4.633,0.637,unid,pulsar,0.006,0.021,0.972
4FGL J1736.6-1954,6.495,6.614,4.450,0.103,8.501,0.216,1.594,0.444,unid,fsrq,0.077,0.873,0.050
4FGL J1737.1-2901,1.533,358.938,4.933,0.139,12.125,0.693,1.637,0.420,unid,pulsar,0.006,0.021,0.973
4FGL J1737.2-2808,1.987,359.704,5.409,0.079,13.007,0.151,2.525,0.176,unid,fsrq,0.406,0.586,0.008
4FGL J1737.2-2421,4.003,2.895,7.246,0.072,19.883,0.100,7.136,-0.073,unid,fsrq,0.276,0.710,0.014
4FGL J1737.3-5300,-11.188,338.492,5.904,0.063,15.449,0.100,1.042,0.033,unid,bll,0.715,0.278,0.007
4FGL J1737.3-3332,-0.934,355.166,9.607,0.081,13.219,0.368,31.365,0.558,unid,pulsar,0.005,0.010,0.985
4FGL J1737.6-2350,4.191,3.392,9.427,0.203,15.685,0.449,3.088,0.377,unid,pulsar,0.190,0.347,0.462
4FGL J1738.1-2453,3.542,2.562,6.412,0.100,15.495,0.548,11.818,1.190,unid,pulsar,0.008,0.019,0.973
4FGL J1738.2-2510,3.370,2.338,5.620,0.061,19.313,1.568,0.989,0.748,unid,pulsar,0.000,0.000,1.000
4FGL J1738.6-3627,-2.724,352.836,4.575,0.108,11.050,0.486,1.224,0.580,unid,pulsar,0.007,0.107,0.886
4FGL J1738.8-3241,-0.737,356.041,8.486,0.098,3.334,0.744,10.275,0.652,unid,pulsar,0.064,0.081,0.855
4FGL J1739.1-1059,10.609,14.632,5.716,0.104,7.550,0.485,0.676,0.561,unid,pulsar,0.009,0.169,0.821
4FGL J1739.1-3446,-1.909,354.321,4.131,0.153,4.276,0.112,8.066,0.304,unid,bll,0.795,0.150,0.055
4FGL J1739.2-2717,2.054,0.658,5.836,0.095,13.081,0.732,2.263,0.466,unid,pulsar,0.006,0.019,0.975
4FGL J1739.2-2732,1.915,0.446,5.461,0.051,11.699,0.280,1.922,0.191,unid,bll,0.614,0.323,0.063
4FGL J1739.3-2531,2.980,2.167,11.494,0.062,10.922,0.714,6.311,0.463,unid,pulsar,0.020,0.027,0.952
4FGL J1739.5-2929,0.844,358.831,7.294,0.129,13.959,0.998,9.477,0.960,unid,pulsar,0.000,0.004,0.996
4FGL J1739.7-2836,1.271,359.606,7.588,0.061,17.534,1.564,4.121,0.809,unid,pulsar,0.000,0.002,0.997
4FGL J1740.1-1928,6.018,7.415,7.000,0.154,12.293,0.409,2.216,0.584,unid,pulsar,0.029,0.330,0.641
4FGL J1740.4-2850,1.003,359.485,8.925,0.062,22.879,2.858,4.104,0.976,unid,pulsar,0.008,0.012,0.981
4FGL J1740.5-2554,2.547,1.992,4.362,0.075,15.366,1.105,0.945,0.792,unid,pulsar,0.000,0.000,1.000
4FGL J1740.6-3430,-2.026,354.699,6.795,0.304,2.674,1.383,1.028,0.600,unid,pulsar,0.033,0.082,0.886
4FGL J1740.6-2808,1.349,0.105,4.189,0.109,12.973,0.685,0.775,0.283,unid,pulsar,0.038,0.020,0.942
4FGL J1740.7-6750,-18.687,325.225,9.189,0.148,7.435,0.100,1.702,0.361,unid,fsrq,0.275,0.705,0.020
4FGL J1740.7-2640,2.104,1.356,11.591,0.074,5.812,1.458,5.030,0.856,unid,pulsar,0.006,0.013,0.981
4FGL J1740.8-1832,6.355,8.306,5.148,0.110,16.974,0.122,2.475,0.308,unid,fsrq,0.074,0.919,0.007
4FGL J1741.1-1617,7.470,10.283,4.422,0.074,15.898,1.456,0.180,0.883,unid,pulsar,0.019,0.055,0.926
4FGL J1741.1-3328,-1.570,355.643,6.638,0.106,15.003,1.525,2.136,0.847,unid,pulsar,0.000,0.001,0.999
4FGL J1741.3-3357,-1.864,355.251,4.926,0.096,14.476,0.797,1.369,0.652,unid,pulsar,0.000,0.004,0.996
4FGL J1741.5-2344,3.494,3.945,6.679,0.150,10.262,0.474,2.700,0.619,unid,pulsar,0.023,0.167,0.810
4FGL J1741.6-2730,1.493,0.756,6.676,0.151,9.196,0.538,6.154,0.588,unid,pulsar,0.021,0.053,0.927
4FGL J1742.0-3020,-0.068,358.399,4.786,0.066,13.925,0.165,51.403,0.334,unid,pulsar,0.016,0.024,0.960
4FGL J1742.5-2833,0.774,359.967,7.835,0.162,12.611,1.026,10.606,0.780,unid,pulsar,0.000,0.003,0.996
4FGL J1742.8-2246,3.743,4.940,8.475,0.098,14.055,0.725,2.817,0.711,unid,pulsar,0.002,0.010,0.988
4FGL J1743.0-3201,-1.152,357.084,5.775,0.137,12.576,0.401,5.015,0.330,unid,pulsar,0.481,0.257,0.262
4FGL J1743.1-3049,-0.535,358.103,6.478,0.072,10.104,0.585,8.541,0.327,unid,pulsar,0.197,0.075,0.728
4FGL J1743.4-3123,-0.874,357.661,6.454,0.059,12.653,2.001,2.111,0.591,unid,pulsar,0.002,0.002,0.996
4FGL J1743.4-3406,-2.303,355.345,5.727,0.196,9.880,1.158,0.925,0.667,unid,pulsar,0.000,0.000,1.000
4FGL J1743.4-2406,2.934,3.871,5.669,0.089,8.043,0.461,1.251,0.381,unid,pulsar,0.049,0.271,0.679
4FGL J1743.5-2616,1.777,2.039,4.117,0.070,10.915,2.281,0.095,0.086,unid,bll,0.928,0.069,0.002
4FGL J1743.6-3341,-2.126,355.722,6.077,0.058,15.126,2.751,0.374,0.304,unid,bll,0.956,0.023,0.021
4FGL J1743.7-4321,-7.166,347.451,15.428,0.081,21.313,1.069,2.312,0.954,unid,pulsar,0.000,0.003,0.997
4FGL J1743.8-3143,-1.139,357.425,6.091,0.082,10.662,0.100,1.577,0.033,unid,bll,0.782,0.211,0.007
4FGL J1744.0-2504,2.314,3.102,5.134,0.104,9.585,0.417,1.681,0.367,unid,pulsar,0.097,0.430,0.473
4FGL J1744.0-1311,8.452,13.338,14.280,0.045,11.531,1.812,1.501,0.735,unid,pulsar,0.000,0.000,1.000
4FGL J1744.7-1557,6.906,11.012,12.805,0.062,5.970,0.719,2.264,0.481,unid,pulsar,0.017,0.067,0.915
4FGL J1744.9-3322,-2.187,356.137,9.791,0.097,12.853,1.106,4.058,0.683,unid,pulsar,0.000,0.003,0.997
4FGL J1744.9-2153,3.797,5.940,6.431,0.117,8.146,0.210,1.750,0.232,unid,fsrq,0.491,0.463,0.046
4FGL J1745.3-3502,-3.126,354.760,4.205,0.088,17.033,0.529,0.742,0.424,unid,pulsar,0.022,0.088,0.890
4FGL J1745.3+2338,24.492,48.096,4.493,0.280,10.707,0.100,0.088,-0.059,unid,bll,0.946,0.050,0.004
4FGL J1745.5-2249,3.200,5.217,5.267,0.106,7.726,0.219,4.504,0.479,unid,pulsar,0.331,0.553,0.116
4FGL J1745.6-3626,-3.907,353.590,8.822,0.080,14.305,0.777,1.280,0.489,unid,pulsar,0.000,0.006,0.994
4FGL J1745.6-3145,-1.479,357.597,7.394,0.077,21.324,0.916,3.715,0.529,unid,pulsar,0.010,0.014,0.976
4FGL J1745.7-3254,-2.099,356.622,4.169,0.077,15.185,0.161,0.481,0.087,unid,bll,0.852,0.144,0.004
4FGL J1746.0-2349,2.579,4.410,4.298,0.111,13.581,0.227,3.987,0.518,unid,pulsar,0.117,0.791,0.091
4FGL J1746.1-2541,1.582,2.840,6.168,0.070,4.242,0.532,2.690,0.433,unid,pulsar,0.130,0.339,0.531
4FGL J1746.4-3541,-3.661,354.321,5.248,0.092,12.804,0.551,1.689,0.859,unid,pulsar,0.003,0.041,0.956
4FGL J1746.5-2019,4.295,7.470,7.668,0.110,13.505,0.427,2.557,0.422,unid,pulsar,0.103,0.399,0.498
4FGL J1747.0-3505,-3.463,354.889,10.690,0.066,15.029,0.721,3.409,0.592,unid,pulsar,0.004,0.015,0.981
4FGL J1747.6+0324,15.742,28.629,16.334,0.046,8.653,1.096,1.337,0.420,unid,pulsar,0.001,0.003,0.996
4FGL J1747.7-2141,3.343,6.451,4.264,0.094,14.410,0.216,0.810,0.221,unid,fsrq,0.495,0.463,0.043
4FGL J1747.8-0316,12.555,22.575,5.415,0.046,5.684,7.846,0.060,0.677,unid,bll,0.845,0.144,0.011
4FGL J1747.8-3006,-1.031,359.246,4.408,0.060,22.627,1.152,3.892,0.449,unid,pulsar,0.055,0.021,0.924
4FGL J1747.8-1827,4.975,9.250,4.188,0.256,8.669,0.539,0.971,0.953,unid,pulsar,0.007,0.115,0.877
4FGL J1747.9-3224,-2.229,357.285,5.420,0.073,11.054,1.566,1.358,0.718,unid,pulsar,0.000,0.000,1.000
4FGL J1748.2-1942,4.256,8.220,7.324,0.063,10.520,0.196,1.666,0.196,unid,bll,0.537,0.435,0.028
4FGL J1748.3-2906,-0.604,0.168,14.732,0.045,12.406,1.327,46.738,0.687,unid,pulsar,0.002,0.007,0.992
4FGL J1748.4+1601,20.981,40.729,5.823,0.174,18.638,0.535,0.097,0.444,unid,fsrq,0.348,0.621,0.030
4FGL J1748.4+7059,30.650,101.562,4.923,0.177,12.190,0.478,0.044,0.660,unid,fsrq,0.227,0.562,0.211
4FGL J1748.5-1648,5.673,10.756,4.774,0.205,8.045,0.266,4.343,0.982,unid,pulsar,0.097,0.398,0.505
4FGL J1748.8-3915,-5.886,351.487,15.942,0.052,25.247,1.266,4.026,1.065,unid,pulsar,0.001,0.005,0.994
4FGL J1749.0-2119,3.274,6.925,4.263,0.210,16.684,0.295,5.259,0.830,unid,pulsar,0.047,0.273,0.681
4FGL J1749.6-3143,-2.179,358.058,8.240,0.097,14.788,1.691,2.741,0.924,unid,pulsar,0.000,0.002,0.998
