name,glon,glat,ts,r95,diffuse,d,Fp,Ep,source type
4FGL J1634.7+0235,18.267,31.374,100.093,0.067,-0.073,1.241,0.085,1.893,MSP
4FGL J1635.0-3039,349.612,11.333,26.855,0.153,0.449,0.463,0.231,0.358,UNID-FSRQ
4FGL J1635.3-4159,340.936,3.746,29.955,0.155,0.884,0.617,3.111,0.311,UNID-PSR
4FGL J1635.3+4258,67.666,42.471,160.931,0.050,-0.715,0.805,0.061,2.171,UNID-BLL
4FGL J1635.4-3249,347.917,9.851,86.077,0.062,0.445,0.434,1.363,0.339,UNID-PSR
4FGL J1635.4-3453,346.360,8.456,44.511,0.107,0.482,0.540,0.421,0.503,UNID-PSR
4FGL J1636.9-4710,337.464,0.120,459.514,0.050,1.873,0.422,173.467,0.451,UNID-PSR
4FGL J1637.3-6325,325.268,-10.815,29.173,0.109,0.257,0.639,0.077,0.852,UNID-FSRQ
4FGL J1638.1-4641,337.917,0.246,76.049,0.089,1.778,0.454,13.050,0.751,UNID-PSR
4FGL J1638.4-4715,337.518,-0.208,131.304,0.066,1.942,0.340,17.996,0.547,UNID-PSR
4FGL J1638.5-4657,337.831,-0.039,281.389,0.038,1.929,0.712,57.566,1.579,spp-psr
4FGL J1639.0-2727,352.611,12.818,55.450,0.079,0.485,0.192,1.444,0.100,UNID-BLL
4FGL J1639.2-0946,7.295,23.628,35.378,0.058,0.382,-0.100,0.157,0.100,UNID-BLL
4FGL J1639.3-5146,334.250,-3.331,2324.288,0.018,0.806,0.607,30.264,2.103,UNID-PSR
4FGL J1639.8-4642,338.096,-0.042,610.563,0.042,1.953,0.291,139.642,0.317,UNID-PSR
4FGL J1640.1+2222,41.048,38.274,197.013,0.050,-0.284,0.994,0.278,1.969,MSP
4FGL J1640.3-4917,336.224,-1.811,141.917,0.061,1.188,0.488,3.685,0.885,UNID-PSR
4FGL J1641.0-4619,338.517,0.074,636.529,0.031,1.806,0.294,223.322,0.377,spp-psr
4FGL J1641.2+8049,113.845,31.770,253.227,0.042,-0.374,0.936,0.190,1.155,MSP
4FGL J1641.2-5317,333.306,-4.559,819.163,0.038,0.646,0.995,19.015,0.962,young
4FGL J1641.3-2908,351.604,11.313,188.643,0.074,0.432,0.560,4.806,0.268,UNID-PSR
4FGL J1641.4-4803,337.257,-1.073,60.941,0.180,1.494,0.628,19.409,0.305,UNID-PSR
4FGL J1641.6+3622,58.979,40.897,38.370,0.113,-0.497,0.845,0.009,2.208,glc
4FGL J1643.1+1436,32.227,34.850,37.056,0.122,-0.047,0.091,1.591,0.100,UNID-BLL
4FGL J1643.3-3148,349.820,9.228,108.979,0.045,0.414,0.483,0.445,1.136,UNID-PSR
4FGL J1644.1-3055,350.663,9.592,56.146,0.240,0.490,0.164,0.353,0.100,UNID-FSRQ
4FGL J1644.1-5009,335.958,-2.805,85.267,0.138,1.064,0.637,3.403,0.316,UNID-PSR
4FGL J1644.5-4602,339.074,-0.213,145.175,0.128,1.850,0.742,39.736,0.616,bcu-psr
4FGL J1644.9-4921,336.628,-2.412,87.787,0.072,1.021,0.525,2.754,0.283,UNID-PSR
4FGL J1645.0+1654,35.038,35.381,37.403,0.080,-0.086,0.042,0.019,0.173,UNID-BLL
4FGL J1645.1-4123,342.707,2.745,92.841,0.076,0.961,0.673,0.437,2.463,UNID-PSR
4FGL J1645.4-5514,332.168,-6.187,47.224,0.212,0.490,0.694,0.393,0.497,UNID-PSR
4FGL J1645.8-4533,339.612,-0.038,284.148,0.065,1.893,0.360,205.221,0.223,unk-psr
4FGL J1646.5-4406,340.820,0.821,57.787,0.052,1.554,0.581,1.354,2.324,UNID-PSR
4FGL J1646.7-2154,358.148,14.916,82.913,0.082,0.520,0.639,1.440,0.538,UNID-PSR
4FGL J1647.1-5418,333.000,-5.739,62.331,0.114,0.534,1.046,0.949,0.508,UNID-PSR
4FGL J1647.2-0154,15.744,26.328,60.371,0.058,0.205,0.837,0.076,4.122,glc
4FGL J1647.5-5724,330.652,-7.926,44.759,0.161,0.419,0.439,1.072,0.190,UNID-FSRQ
4FGL J1647.5-5319,333.853,-5.247,75.728,0.144,0.610,0.736,0.692,0.399,UNID-PSR
4FGL J1648.1-1547,3.449,18.346,84.185,0.030,0.451,0.091,0.188,77.185,UNID-BLL
4FGL J1648.1-2920,352.444,10.070,68.409,0.132,0.420,0.638,0.510,0.425,bcu-psr
4FGL J1648.4-4611,339.439,-0.805,1459.466,0.019,1.637,0.997,182.599,2.498,young
4FGL J1648.4-4824,337.700,-2.234,51.527,0.143,1.149,0.082,3.024,0.100,UNID-BLL
4FGL J1648.4-4554,339.667,-0.623,31.081,0.059,1.719,-0.062,3.861,0.100,UNID-BLL
4FGL J1648.7+4834,74.993,39.945,68.784,0.054,-0.676,0.453,0.012,4.579,UNID-BLL
4FGL J1649.1-1359,5.155,19.191,68.529,0.178,0.713,0.791,1.032,0.277,UNID-PSR
4FGL J1649.2-4513,340.260,-0.196,91.760,0.131,1.878,0.745,52.974,0.487,UNID-PSR
4FGL J1649.3-4441,340.674,0.027,167.884,0.045,1.806,0.708,24.991,1.499,UNID-PSR
4FGL J1649.8-3010,351.985,9.200,552.556,0.031,0.444,0.879,5.134,1.435,MSP
4FGL J1650.3-4600,339.787,-0.965,1576.043,0.022,1.591,0.793,275.955,1.224,young
4FGL J1650.9-4420,341.179,-0.010,109.553,0.190,1.821,0.495,36.556,0.307,UNID-PSR
4FGL J1651.1-5848,329.953,-9.196,62.176,0.108,0.254,0.675,0.622,0.493,UNID-PSR
4FGL J1651.4-4442,340.912,-0.265,56.551,0.065,1.868,0.569,3.103,1.836,UNID-PSR
4FGL J1651.7-7241,318.632,-17.668,52.297,0.057,-0.002,-0.036,0.014,0.100,UNID-BLL
4FGL J1651.7-4359,341.511,0.165,308.563,0.047,1.799,0.881,50.685,1.110,UNID-PSR
4FGL J1652.2-4516,340.613,-0.702,171.164,0.077,1.702,0.583,23.666,0.608,UNID-PSR
4FGL J1652.3+4526,70.885,39.439,27.314,0.087,-0.603,0.569,0.007,1.267,UNID-BLL
4FGL J1653.0+3640,59.570,38.698,52.189,0.068,-0.554,0.296,0.009,5.182,UNID-BLL
4FGL J1653.2-4349,341.827,0.039,583.563,0.038,1.818,0.546,203.786,0.546,UNID-PSR
4FGL J1653.6-0158,16.619,24.945,5224.781,0.016,0.243,0.561,81.488,0.709,MSP
4FGL J1654.2-4907,337.725,-3.390,71.946,0.066,0.907,0.167,2.884,0.100,UNID-FSRQ
4FGL J1654.2-3136,351.463,7.578,46.933,0.118,0.465,0.305,0.551,0.168,UNID-FSRQ
4FGL J1654.7-3639,347.556,4.342,40.402,0.136,0.826,0.381,0.668,0.332,UNID-FSRQ
4FGL J1655.6+0317,21.967,27.142,50.685,0.052,0.015,0.322,0.027,11.897,UNID-BLL
4FGL J1655.7-2411,357.531,11.835,41.809,0.143,0.425,0.262,0.248,0.274,UNID-FSRQ
4FGL J1655.9-3940,345.341,2.281,122.660,0.053,1.125,0.642,1.114,1.541,UNID-PSR
4FGL J1655.9-3101,352.125,7.658,48.386,0.068,0.516,0.448,0.241,0.838,UNID-PSR
4FGL J1656.1-4706,339.614,-2.384,35.442,0.101,1.266,0.357,0.554,1.673,UNID-PSR
4FGL J1656.4-0410,14.960,23.174,146.167,0.052,0.286,0.934,0.394,1.834,UNID-PSR
4FGL J1656.5-2733,354.979,9.684,220.634,0.050,0.427,1.301,0.744,1.674,UNID-PSR
4FGL J1656.9-4814,338.650,-3.194,60.834,0.146,0.989,0.526,6.924,0.224,UNID-PSR
4FGL J1657.2-4020,344.936,1.657,70.946,0.104,1.249,0.925,0.851,1.428,unk-psr
4FGL J1657.3-6232,327.405,-12.037,46.663,0.186,0.205,0.204,0.136,0.210,UNID-BLL
4FGL J1657.4-3917,345.860,2.306,95.866,0.081,1.124,0.303,0.954,1.013,UNID-PSR
4FGL J1657.7-4656,339.858,-2.597,84.976,0.067,1.246,0.202,0.676,1.363,UNID-BLL
4FGL J1657.7-4520,341.089,-1.484,61.142,0.402,1.252,0.140,1.533,0.276,UNID-BLL
4FGL J1658.3-4637,340.133,-2.404,48.914,0.067,1.199,0.175,1.126,0.514,UNID-BLL
4FGL J1658.5-5034,337.100,-4.878,78.973,0.093,0.669,0.008,3.018,0.100,UNID-BLL
4FGL J1658.5+4315,68.170,38.239,41.200,0.050,-0.600,0.241,0.007,72.065,UNID-BLL
4FGL J1658.6-5323,334.866,-6.612,1790.860,0.023,0.504,1.008,37.544,0.765,MSP
4FGL J1659.0-0140,17.673,23.926,337.365,0.033,0.240,0.595,1.307,1.785,UNID-PSR
4FGL J1659.2-1443,5.996,16.767,64.341,0.063,0.515,0.312,0.294,0.954,UNID-BLL
4FGL J1659.6+4918,75.897,38.165,66.401,0.051,-0.618,0.209,0.008,2.189,UNID-BLL
4FGL J1700.0-0122,18.165,23.837,58.305,0.113,0.275,0.913,0.377,0.778,UNID-PSR
4FGL J1700.1-4013,345.420,1.303,97.218,0.105,1.548,0.707,7.238,0.667,unk-psr
4FGL J1700.2-4237,343.680,-0.138,111.454,0.143,1.821,0.809,45.504,0.428,UNID-PSR
4FGL J1700.3-4557,340.996,-2.230,73.175,0.119,1.123,0.532,1.965,0.852,UNID-PSR
4FGL J1700.4-2746,355.286,8.890,90.784,0.080,0.412,0.021,2.084,0.100,UNID-BLL
4FGL J1700.8-5218,335.955,-6.283,43.059,0.079,0.588,0.306,1.011,0.144,UNID-FSRQ
4FGL J1700.8-7304,318.709,-18.405,54.169,0.065,-0.056,0.218,0.070,0.282,UNID-BLL
4FGL J1701.2-3006,353.555,7.317,849.829,0.021,0.578,0.659,27.774,1.140,glc
4FGL J1701.3-4924,338.294,-4.525,123.702,0.084,0.825,0.381,0.905,0.498,UNID-PSR
4FGL J1701.8-2226,359.890,11.776,62.453,0.105,0.557,0.461,0.142,0.992,UNID-BLL
4FGL J1701.9-4625,340.666,-2.954,39.854,0.219,1.176,0.694,3.433,0.613,UNID-PSR
4FGL J1702.0-3721,347.904,2.779,59.617,0.111,0.964,0.456,0.566,0.652,UNID-PSR
4FGL J1702.3-2525,357.506,9.975,151.487,0.049,0.442,0.492,0.166,2.850,UNID-BLL
4FGL J1702.5-4803,339.483,-3.820,30.301,0.076,0.872,0.196,1.665,0.100,UNID-FSRQ
4FGL J1702.9-4131,344.749,0.120,224.025,0.051,1.775,0.818,58.016,0.785,young
4FGL J1703.6-2850,354.928,7.678,400.514,0.039,0.486,0.423,1.346,0.744,UNID-PSR
4FGL J1704.0-4226,344.099,-0.630,73.487,0.075,1.688,0.477,2.339,1.218,UNID-PSR
4FGL J1704.1-4140,344.772,-0.183,110.191,0.079,1.762,0.390,4.800,0.848,spp-psr
4FGL J1704.3-0754,12.675,19.513,38.027,0.194,0.600,0.524,1.226,0.221,UNID-FSRQ
4FGL J1704.8-4030,345.741,0.413,403.958,0.033,1.742,0.541,25.698,1.501,UNID-PSR
4FGL J1704.9-4303,343.713,-1.122,47.758,0.070,1.414,0.953,0.487,3.001,UNID-PSR
4FGL J1705.1-4748,340.007,-4.055,99.307,0.118,0.896,0.584,2.952,0.347,UNID-PSR
4FGL J1705.2-3850,347.122,1.391,124.187,0.079,1.269,0.710,1.902,1.774,UNID-PSR
4FGL J1705.4-4850,339.207,-4.666,91.162,0.131,0.745,0.761,1.928,0.428,UNID-PSR
4FGL J1705.5+5632,84.882,36.811,39.249,0.111,-0.572,0.482,0.004,2.248,UNID-BLL
4FGL J1705.5+2907,50.973,34.671,29.389,0.164,-0.214,0.356,0.164,0.143,UNID-FSRQ
4FGL J1705.6-1909,3.155,13.006,210.914,0.067,0.313,1.301,1.543,0.772,young
4FGL J1705.8+2226,43.379,32.676,32.977,0.107,-0.250,0.714,0.018,1.912,UNID-BLL
4FGL J1706.2-4950,338.420,-5.403,101.545,0.094,0.690,0.857,0.822,0.653,UNID-PSR
4FGL J1706.2-4113,345.135,-0.235,64.090,0.131,1.696,0.132,1.822,0.418,UNID-BLL
4FGL J1706.4+6428,94.605,35.530,27.328,0.051,-0.542,0.117,0.003,25.169,UNID-BLL
4FGL J1706.5-4023,346.013,0.185,106.487,0.093,1.824,0.312,20.597,0.295,UNID-PSR
4FGL J1706.8+1319,33.572,29.088,53.474,0.121,-0.001,0.407,3.158,0.100,UNID-FSRQ
4FGL J1707.1-1931,3.051,12.486,74.324,0.073,0.373,0.561,0.304,1.465,bll-psr
4FGL J1708.2+5519,83.327,36.540,157.559,0.038,-0.585,0.011,0.408,0.100,UNID-FSRQ
4FGL J1708.3-4127,345.381,-0.685,33.247,0.065,1.461,0.477,0.275,12.337,UNID-BLL
4FGL J1708.6-4312,344.008,-1.784,156.993,0.064,1.152,1.113,2.675,1.643,unk-psr
4FGL J1708.8-0923,11.981,17.829,51.627,0.102,0.450,0.420,0.518,0.466,UNID-PSR
4FGL J1709.2-0437,16.395,20.244,30.148,0.114,0.465,0.385,0.588,0.191,UNID-FSRQ
4FGL J1709.4-2127,1.777,10.932,34.914,0.073,0.485,1.194,0.118,5.046,UNID-FSRQ
4FGL J1709.4-4339,343.719,-2.271,49.419,0.174,1.220,0.287,0.900,0.674,UNID-PSR
4FGL J1709.4-0328,17.432,20.724,192.751,0.050,0.350,0.402,1.805,0.518,UNID-PSR
4FGL J1709.7-4429,343.099,-2.684,478465.572,0.008,0.997,0.538,338481.506,1.220,young
4FGL J1709.9-0900,12.530,17.764,86.178,0.089,0.520,0.835,1.069,0.813,UNID-PSR
4FGL J1710.0+4629,72.335,36.363,76.829,0.058,-0.493,0.692,0.023,3.782,UNID-BLL
4FGL J1710.1-2030,2.633,11.396,91.036,0.089,0.444,0.497,0.351,0.755,bcu-psr
4FGL J1710.3-3039,354.324,5.463,81.666,0.058,0.795,0.542,0.683,1.350,UNID-PSR
4FGL J1710.3-3943,347.052,0.035,268.630,0.057,1.697,0.531,104.007,0.500,bcu-psr
4FGL J1710.8+1135,32.161,27.350,38.601,0.264,0.027,0.995,1.199,0.160,UNID-FSRQ
4FGL J1710.9-5247,336.444,-7.739,55.321,0.086,0.427,0.612,0.425,0.500,unk-psr
4FGL J1711.0-3002,354.919,5.634,238.863,0.051,0.748,1.037,3.135,1.105,UNID-PSR
4FGL J1711.4-2526,358.765,8.280,95.365,0.082,0.633,0.257,4.472,0.100,UNID-FSRQ
4FGL J1711.9-1922,3.860,11.656,236.543,0.035,0.421,0.835,0.697,2.357,UNID-PSR
4FGL J1711.9-4056,346.174,-0.910,32.402,0.059,1.516,0.913,0.291,19.914,UNID-BLL
4FGL J1712.5-4642,341.452,-4.541,65.564,0.137,0.839,0.554,6.214,0.287,spp-psr
4FGL J1712.5-3142,353.775,4.382,57.412,0.152,0.767,0.628,2.714,0.310,bcu-psr
4FGL J1712.9-4105,346.208,-1.155,37.078,0.056,1.427,0.046,0.467,1000.000,UNID-BLL
4FGL J1713.0-0521,16.320,19.138,68.988,0.169,0.467,0.571,9.187,0.132,UNID-FSRQ
4FGL J1713.0-4236,345.007,-2.072,91.272,0.068,1.174,0.347,0.953,0.588,UNID-PSR
4FGL J1713.6-4902,339.797,-5.898,29.132,0.114,0.667,0.694,1.692,0.252,UNID-PSR
4FGL J1713.8+0747,28.756,25.219,868.069,0.026,0.126,0.976,3.750,1.849,MSP
4FGL J1714.2-2928,355.798,5.394,112.997,0.067,0.650,0.408,0.576,0.573,glc
4FGL J1714.6+3228,55.512,33.546,58.481,0.049,-0.369,0.149,0.012,29.395,UNID-BLL
4FGL J1714.8-3849,348.261,-0.134,419.743,0.041,1.646,0.454,32.115,0.891,UNID-PSR
4FGL J1714.9-3324,352.684,3.019,156.991,0.062,0.946,0.661,6.051,1.173,UNID-PSR
4FGL J1714.9-5230,337.103,-8.071,26.816,0.192,0.412,0.766,0.264,0.427,UNID-FSRQ
4FGL J1715.5-0836,13.550,16.924,25.162,0.263,0.482,0.614,0.389,0.426,UNID-PSR
4FGL J1715.8-4549,342.595,-4.374,124.267,0.087,0.736,0.443,2.077,0.382,spp-psr
4FGL J1716.1-4342,344.451,-3.181,76.250,0.104,0.985,0.487,1.173,0.563,UNID-PSR
4FGL J1716.3-3421,352.042,2.234,121.180,0.076,1.068,0.484,1.579,1.079,bcu-psr
4FGL J1716.3+3434,58.085,33.601,48.398,0.116,-0.456,1.189,0.027,1.244,MSP
4FGL J1716.5-5631,333.851,-10.607,54.987,0.241,0.337,0.710,0.739,0.221,UNID-FSRQ
4FGL J1716.7-2808,357.165,5.749,485.884,0.032,0.737,0.591,5.966,1.103,glc
4FGL J1716.8+4310,68.381,34.915,85.586,0.071,-0.558,0.916,0.051,1.213,glc
4FGL J1716.9-4152,346.094,-2.221,82.394,0.161,1.120,0.387,0.445,1.238,UNID-PSR
4FGL J1717.0-3218,353.804,3.133,46.067,0.101,0.946,0.521,1.249,0.624,UNID-PSR
4FGL J1717.3-6045,330.271,-12.958,115.277,0.056,0.155,0.740,0.150,1.357,bcu-psr
4FGL J1717.5-5804,332.601,-11.510,261.601,0.039,0.237,1.251,0.937,2.248,UNID-PSR
4FGL J1717.5-4022,347.281,-1.481,43.701,0.087,1.201,1.029,0.450,3.094,UNID-PSR
4FGL J1717.6-4404,344.243,-3.628,110.119,0.086,0.932,0.490,1.421,0.674,UNID-PSR
4FGL J1717.8+1955,41.675,29.195,74.107,0.056,-0.208,-0.005,0.270,0.100,UNID-BLL
4FGL J1717.8+3925,63.900,34.268,38.564,0.063,-0.439,0.653,0.010,3.065,UNID-BLL
4FGL J1717.8-3906,348.352,-0.766,66.669,0.088,1.391,0.559,2.024,1.060,UNID-PSR
4FGL J1718.0-3726,349.723,0.166,936.391,0.017,1.760,0.147,62.382,1.078,snr-psr
4FGL J1718.2-3825,348.938,-0.426,3311.030,0.019,1.528,0.643,1009.015,0.679,young
4FGL J1718.3-3001,355.831,4.480,79.809,0.159,0.893,0.946,1.942,0.631,unk-psr
4FGL J1718.5-4122,346.568,-2.186,43.036,0.106,1.159,0.410,0.550,0.865,UNID-PSR
4FGL J1718.5+4237,67.760,34.538,72.435,0.066,-0.554,0.227,0.074,0.191,UNID-FSRQ
4FGL J1718.6-5821,332.463,-11.753,129.414,0.144,0.217,0.055,2.311,0.100,UNID-BLL
4FGL J1719.0-4038,347.261,-1.854,32.874,0.142,1.100,0.106,0.111,1.649,UNID-BLL
4FGL J1719.0-4221,345.807,-2.790,94.032,0.099,0.944,0.671,0.767,0.894,UNID-PSR
4FGL J1719.1-5348,336.331,-9.309,41.955,0.063,0.381,-0.039,0.476,0.100,UNID-BLL
4FGL J1719.3-3424,352.366,1.674,45.514,0.112,1.274,1.133,0.799,2.112,UNID-PSR
4FGL J1719.4-2916,356.557,4.564,94.235,0.140,0.797,0.503,1.209,0.480,UNID-PSR
4FGL J1719.4-4242,345.574,-3.120,75.026,0.108,0.936,0.652,0.778,1.022,UNID-PSR
4FGL J1719.5-3858,348.720,-0.990,65.792,0.080,1.509,0.375,1.201,0.712,unk-psr
4FGL J1719.6-4320,345.075,-3.480,79.835,0.133,0.886,0.891,0.889,0.806,UNID-PSR
4FGL J1720.0-3117,355.002,3.325,80.107,0.141,1.050,0.391,1.195,0.371,hmb-psr
4FGL J1720.0-5101,338.550,-7.850,50.626,0.196,0.380,1.079,2.673,0.258,bcu-psr
4FGL J1720.1-4358,344.553,-3.906,81.549,0.079,0.895,0.266,0.485,0.998,UNID-BLL
4FGL J1720.2-4757,341.355,-6.157,85.400,0.163,0.614,0.806,2.565,0.241,spp-psr
4FGL J1720.6-2442,0.539,6.979,72.106,0.053,0.724,0.181,0.309,0.287,UNID-BLL
4FGL J1720.6-2653,358.720,5.731,128.295,0.060,0.960,0.237,0.515,0.474,UNID-BLL
4FGL J1720.6-3706,350.319,-0.052,59.100,0.074,1.715,0.502,27.717,0.423,unk-psr
4FGL J1720.6+0708,28.975,23.418,399.234,0.039,0.124,0.743,2.066,0.992,UNID-PSR
4FGL J1720.7-4629,342.430,-5.439,38.429,0.226,0.612,0.871,1.967,0.303,spp-psr
4FGL J1720.8-1937,4.839,9.765,47.748,0.104,0.586,0.119,0.944,0.100,young
4FGL J1721.3-5257,337.258,-9.137,138.138,0.073,0.383,1.008,1.118,0.964,UNID-PSR
4FGL J1721.4+1131,33.451,25.127,65.228,0.080,0.116,0.110,1.342,0.100,UNID-FSRQ
4FGL J1721.7-4709,342.126,-5.960,49.657,0.062,0.574,0.479,0.139,1.899,spp-psr
4FGL J1721.7-3917,348.633,-1.499,120.020,0.058,1.343,0.489,4.828,0.751,UNID-PSR
4FGL J1722.1-4007,348.066,-2.112,63.509,0.161,1.030,0.459,0.730,0.795,UNID-PSR
4FGL J1722.1-3205,354.590,2.567,117.404,0.055,1.052,0.614,1.682,1.545,UNID-PSR
4FGL J1722.3-4056,347.335,-2.536,33.765,0.105,0.884,-0.035,0.758,0.100,UNID-BLL
4FGL J1722.6-4529,343.580,-5.151,425.859,0.038,0.626,0.484,2.779,0.855,spp-psr
4FGL J1722.6-3135,355.128,2.697,95.543,0.103,1.127,0.932,0.616,1.842,UNID-PSR
4FGL J1722.7-3258,353.944,1.928,52.812,0.203,1.300,0.311,11.104,0.101,UNID-BLL
4FGL J1723.0+2625,49.228,30.200,38.807,0.160,-0.318,0.909,0.037,0.627,UNID-PSR
4FGL J1723.1-2859,357.192,4.092,80.143,0.166,0.924,0.677,1.900,0.511,UNID-PSR
4FGL J1723.5-3342,353.457,1.373,118.121,0.076,1.452,0.241,0.758,0.983,UNID-PSR
4FGL J1723.6-4126,347.043,-2.998,46.035,0.063,0.933,0.140,0.337,0.285,UNID-BLL
4FGL J1723.7+3600,60.117,32.466,37.434,0.071,-0.355,0.349,0.010,1.612,UNID-BLL
4FGL J1724.5-3008,356.518,3.365,63.768,0.150,0.912,0.904,2.353,0.678,UNID-PSR
4FGL J1724.7-3737,350.308,-1.043,54.864,0.088,1.459,0.504,7.393,0.362,UNID-PSR
4FGL J1724.8-7854,314.110,-22.564,34.477,0.075,0.195,0.347,0.011,8.803,UNID-BLL
4FGL J1725.1-3408,353.209,0.769,60.243,0.099,1.553,0.464,1.049,2.023,unk-psr
4FGL J1725.1-1924,5.571,9.036,150.759,0.047,0.648,0.302,1.973,0.454,UNID-PSR
4FGL J1725.5+0840,31.012,23.000,34.015,0.082,0.078,0.115,0.577,0.100,UNID-BLL
4FGL J1726.2-2903,357.511,3.520,80.120,0.102,0.913,0.799,0.909,1.116,UNID-PSR
4FGL J1726.2-3207,355.087,1.800,48.428,0.089,1.244,0.765,1.111,1.961,UNID-PSR
4FGL J1726.6-3524,352.477,-0.148,202.882,0.093,1.771,0.440,8.906,0.502,unk-psr
4FGL J1726.7-3930,349.111,-2.239,64.688,0.191,0.938,0.633,1.081,0.548,UNID-PSR
4FGL J1726.8-2659,359.401,4.552,77.954,0.068,1.040,0.227,0.638,0.403,UNID-BLL
4FGL J1727.1+5955,88.726,33.695,42.363,0.038,-0.544,0.075,0.003,29.835,UNID-BLL
4FGL J1727.4+0326,26.238,20.236,156.454,0.050,0.137,0.613,0.267,1.523,UNID-PSR
4FGL J1727.6-2304,2.811,6.556,160.402,0.039,0.778,0.546,1.104,1.984,UNID-PSR
4FGL J1727.6-3050,356.313,2.301,86.486,0.072,1.099,0.397,2.046,0.998,glc
4FGL J1727.6-0849,15.050,14.160,40.078,0.113,0.624,0.357,1.430,0.186,UNID-FSRQ
4FGL J1727.7-4041,348.157,-3.091,143.667,0.130,0.782,0.236,0.659,0.278,UNID-BLL
4FGL J1728.0-3550,352.138,-0.575,51.977,0.136,1.611,0.378,11.752,0.288,UNID-PSR
4FGL J1728.0-4606,343.596,-6.272,598.250,0.027,0.521,0.604,5.916,0.874,spp-psr
4FGL J1728.1-1610,8.751,10.191,111.401,0.062,0.536,0.844,0.561,1.364,MSP
4FGL J1729.0+6103,90.093,33.352,36.515,0.097,-0.500,0.458,0.011,0.934,UNID-BLL
4FGL J1729.1-3503,352.973,-0.347,25.340,0.071,1.693,1.033,8.219,2.285,UNID-PSR
4FGL J1729.2-2509,1.339,5.082,47.488,0.135,0.906,0.731,3.049,0.258,UNID-PSR
4FGL J1729.4-2831,358.583,3.190,166.166,0.099,0.974,0.812,2.638,0.604,UNID-PSR
4FGL J1729.4-2646,359.867,4.203,102.296,0.084,1.030,0.865,1.597,1.093,UNID-PSR
4FGL J1729.7-4242,346.649,-4.628,111.361,0.092,0.688,0.582,0.664,0.601,UNID-PSR
4FGL J1729.9-4148,347.409,-4.183,212.443,0.048,0.732,0.250,1.252,0.506,UNID-BLL
4FGL J1729.9-2952,357.392,2.368,49.345,0.094,0.998,0.914,0.203,3.372,UNID-PSR
4FGL J1729.9-2403,2.272,5.540,186.678,0.058,0.950,0.843,5.132,0.742,unk-psr
4FGL J1730.1-4343,345.794,-5.343,88.381,0.083,0.583,1.002,1.906,0.487,UNID-PSR
4FGL J1730.1-3422,353.677,-0.110,129.399,0.046,1.817,0.609,168.159,0.251,unk-psr
4FGL J1730.3-2913,357.994,2.706,61.714,0.114,1.035,0.995,0.247,2.224,UNID-PSR
4FGL J1730.4-0359,19.746,15.985,565.976,0.028,0.502,1.002,4.091,1.642,UNID-PSR
4FGL J1730.5+6018,89.228,33.188,87.033,0.129,-0.443,0.433,0.038,0.375,UNID-BLL
4FGL J1730.5-3352,354.123,0.099,407.674,0.053,1.729,0.392,197.402,0.228,young
4FGL J1730.5-3543,352.560,-0.949,82.109,0.113,1.593,0.435,3.406,0.523,UNID-PSR
4FGL J1730.8-2303,3.152,6.008,182.752,0.063,0.795,1.036,6.645,0.512,MSP
4FGL J1730.8-3806,350.610,-2.427,108.372,0.094,1.045,0.627,1.978,1.407,UNID-PSR
4FGL J1730.8-1123,13.229,12.132,59.404,0.063,0.569,0.430,0.060,17.602,UNID-BLL
4FGL J1731.2-3234,355.258,0.652,283.165,0.036,1.662,0.736,25.684,1.281,spp-psr
4FGL J1731.4-2932,357.839,2.298,37.689,0.076,1.097,0.109,0.370,0.356,UNID-BLL
4FGL J1731.6-2904,358.236,2.495,55.442,0.051,1.101,0.095,0.120,34.170,UNID-BLL
4FGL J1731.6+0630,29.589,20.777,64.875,0.169,0.076,1.066,0.450,0.421,UNID-FSRQ
4FGL J1731.9-2800,359.178,3.033,90.441,0.110,1.000,0.436,0.633,0.759,UNID-PSR
4FGL J1732.0-2659,0.101,3.516,77.803,0.081,1.060,0.415,0.505,1.274,UNID-PSR
4FGL J1732.2-4313,346.448,-5.315,31.044,0.087,0.596,-0.010,0.198,0.100,UNID-BLL
4FGL J1732.5-3131,356.312,1.008,20202.492,0.010,1.670,1.154,6391.939,1.906,young
4FGL J1733.0-2837,358.830,2.483,88.195,0.064,1.161,0.086,0.469,0.146,UNID-BLL
4FGL J1733.2-2915,358.300,2.159,63.037,0.111,1.088,0.711,1.284,1.532,UNID-PSR
4FGL J1733.4+2235,45.889,26.732,83.679,0.060,-0.145,1.234,0.079,2.014,UNID-PSR
4FGL J1733.5-2950,357.840,1.711,76.483,0.054,1.161,0.227,0.370,3.323,UNID-BLL
4FGL J1733.6-2431,2.313,4.676,67.457,0.099,0.986,0.686,2.541,0.758,UNID-PSR
4FGL J1733.9-2220,4.251,5.661,41.306,0.105,0.716,0.854,1.692,0.435,UNID-PSR
4FGL J1734.0-2933,358.152,1.824,65.534,0.072,1.158,0.280,0.949,1.182,UNID-PSR
4FGL J1734.5-2818,359.241,2.339,133.034,0.072,1.099,0.728,4.291,0.716,UNID-PSR
4FGL J1734.6-2912,358.477,1.865,61.355,0.058,1.159,0.214,0.285,2.274,UNID-BLL
4FGL J1735.1-3708,351.886,-2.494,52.214,0.093,0.976,0.570,0.750,0.732,UNID-PSR
4FGL J1735.2-1640,9.187,8.486,52.854,0.079,0.517,0.085,0.215,0.164,UNID-BLL
