name,delta,ts,r95,glat,glon,eflux100,nbb,class1,variability,nickname,pindex,curvature,e0,sin_b,uw_name,category
4FGL J0058.3-4603,0.048405468368106906,43.91764495364623,0.06850012830152663,-70.9755786605311,299.272297593037,7.024638772904129e-13,2,,20.4698543548584,P88Y0244,1.88854489,0.21683987796633497,3899.842678779585,-0.945379721895232,J0058.3-4606,unid
4FGL J0058.6-1140,0.01658095555953169,53.975053458532784,0.05920444712139143,-74.46774407181894,129.43599804420558,1.532872630288567e-12,2,bcu,7.945843696594238,P88Y0246,2.14900344,-0.010573899133059506,2210.123088154215,-0.9634798527480368,J0058.5-1141,bcu
4FGL J0059.2+0006,0.018648147436561263,157.4083687692182,0.06191219892836213,-62.67246525932012,127.17383764185591,4.535878001469119e-12,21,fsrq,18.43575096130371,P88Y0247,2.93850535,-0.00022165879109969922,376.28241813509527,-0.8883967159703688,J0059.2+0008,fsrq
4FGL J0059.3-0152,0.012992796774124307,181.74513916950676,0.028238719059701583,-64.66322864468081,127.53491217315043,2.7162233353443385e-12,4,bll,11.431056022644043,P88Y0248,1.5875439,0.15366489328924038,7825.658120092353,-0.9038080932401774,J0059.3-0151,bll
4FGL J0059.4-5654,0.04294077053443365,1315.217690970749,0.03543057046929159,-60.15101339950825,300.78296000986904,8.958001321470974e-12,16,,100.92181396484375,P88Y0249,2.45145953,0.1853844951572592,596.163149033196,-0.8673402347194794,J0059.2-5656,unid
4FGL J0059.5-3338,0.050248472257515955,44.22760770394234,0.16477318374641056,-83.29540538987122,288.6836032681119,1.8076156490047016e-12,1,fsrq,17.280391693115234,998F-0718,2.80386108,-0.06043535321595961,566.0938600647646,-0.9931612903933688,J0059.3-3336,fsrq
4FGL J0059.7-7210,0.13230076863583679,93.85980730562004,0.13241531400546516,-44.85634445250613,302.1884397187287,1.6805437887688522e-12,1,sfr,8.538403511047363,605P-0795,2.5539031,1.0002261178319927,1020.6156564808814,-0.7053316583105942,J0058.3-7215,other
4FGL J0100.3+0745,0.007069226955648236,2593.529801962315,0.015427602457411834,-55.04706191734684,126.79640340562123,1.4923386869532656e-11,5,bll,66.66808319091797,P88Y0252,1.84534329,0.12122292202937923,1887.141746984848,-0.819622895222082,J0100.3+0745,bll
4FGL J0101.0-0059,0.05168108389097137,48.32488052872941,0.07563088099334266,-63.71354148708761,128.42242480805248,1.2329185549705305e-12,11,bll,19.982601165771484,P88Y0253,1.94960817,0.1317278108522557,2345.93300927327,-0.8965911223560035,J0101.1-0056,bll
4FGL J0101.1-6422,0.009319777843228527,4694.223569098744,0.017135745205819692,-52.717753043764716,301.19203322896965,1.2558809300917011e-11,2,MSP,10.472691535949707,PSRJ0101-6422,1.0,0.3260302307415308,1112.4704979568724,-0.7956612076063976,J0101.1-6422,psr
4FGL J0101.3-8019,4.459630354527569e-05,73.15167084033601,0.1647361963439135,-36.79473662082148,302.4130078103758,2.742109855318246e-12,1,fsrq,19.61396026611328,03bS-0234,2.86853964,0.1889277236440834,452.6095016013543,-0.5989500381648465,J0101.3-8019,fsrq
4FGL J0101.7-5455,0.020476946519183876,48.811401606420986,0.045179758357426235,-62.125182027820166,299.78430560166964,7.694637412809581e-13,4,bll,11.923476219177246,S8008-4611,1.58180422,0.1451746621492056,13348.23036798094,-0.8839712042283482,J0101.6-5456,bll
4FGL J0101.8-7543,0.14919948662066435,26.8231261621695,0.2676005910665044,-41.46182634393633,301.90890509315,1.1235268460366497e-12,1,fsrq,16.33159637451172,504S-1369,2.63560713,0.5149669113804656,661.2365858448624,-0.6621209049530206,J0103.8-7538,fsrq
4FGL J0102.0-6240,0.03832084401056697,62.30517114687245,0.0551441724847942,-54.41831674189377,300.90369510140897,8.807630796245849e-13,1,,27.509489059448242,P88Y0254,1.94707255,0.20371823701554326,2937.748396603085,-0.8132868169047913,J0101.7-6240,unid
4FGL J0102.0+1639,0.047517520329197864,60.335106240585446,0.06603379354159203,-46.13854133224666,126.68413080010917,1.3032870355884192e-12,3,bcu,17.721284866333008,P88Y0256,2.15878128,0.13672217593698743,2380.478283908064,-0.7210173814135128,J0102.2+1639,bcu
4FGL J0102.1+5846,0.025959747040130626,104.09107736451551,0.059807944274250936,-4.03898952994355,124.31953525901476,7.131045578099033e-12,22,bcu,20.302282333374023,P88Y0257,2.57923919,-0.015533022932689988,1690.6376192078728,-0.07043529555858281,J0102.1+5848,bcu
4FGL J0102.1+4458,0.054212125349640566,25.677887358004227,0.08166210231215812,-17.86235223666256,124.87101134754738,4.85415156432252e-13,1,,18.862844467163086,P88Y0259,1.9039718,1.000081254448415,5464.512490308277,-0.3067312802923438,J0101.8+4458,unid
4FGL J0102.3+1000,0.01893548166319658,159.85966706078034,0.034645328995343345,-52.77942247344952,127.41328350913408,1.8805552612442715e-12,1,,17.637331008911133,P88Y0262,1.80555654,0.4833358321927994,4401.909588130071,-0.7963127275524828,J0102.4+0959,unid
4FGL J0102.4+4214,0.016939333331127546,265.8449733060552,0.06073506171638983,-20.575289640428615,125.11609509872868,4.61889904640584e-12,10,fsrq,188.73057556152344,P88Y0261,2.59395861,0.22909897920623257,571.6160360601455,-0.3514379146222423,J0102.4+4214,fsrq
4FGL J0102.4+0942,0.04019953366221289,97.14229373680428,0.04366963912556472,-53.04384083331179,127.39294105020397,2.8935164783313964e-12,1,bll,18.803768157958984,P88Y0263,2.28575796,-0.0465701174360289,1472.6384029008184,-0.7990957651381464,J0102.3+0944,bll
4FGL J0102.6-5639,0.03541449151207579,76.16844965063501,0.06489781527254027,-60.370388869348666,299.8035351226284,1.0044332828233442e-12,5,bcu,17.73027992248535,P88Y0260,1.96192557,0.354163260775614,3036.335461034754,-0.8692395384498193,J0102.7-5641,bcu
4FGL J0102.7-2001,0.01744138410349108,44.28249754954595,0.041950256332645305,-82.44513313102881,143.74694041454654,7.030180493317136e-13,1,bcu,21.513437271118164,P88Y0264,1.38596158,0.7783926375268424,13894.183558487632,-0.9913194139470377,J0102.8-2002,bcu
4FGL J0102.8+5824,0.003604820923499255,6487.094068145379,0.014302036532292924,-4.433145385779019,124.42376941133267,4.457624999762287e-11,35,fsrq,952.9826049804688,P88Y0265,2.29279605,0.0653590716295338,1802.7402115762409,-0.07729580639964372,J0102.7+5824,fsrq
4FGL J0102.8+4839,0.009306372223037061,2446.1018972322345,0.017312108298718206,-14.169138424599188,124.8855556493653,1.464941546112933e-11,1,MSP,7.038478851318359,PSRJ0102+4839,1.39326742,0.2139310961638774,1643.427577992769,-0.2447851720532455,J0102.9+4839,psr
4FGL J0102.9-7051,0.0645063672079595,58.81004960183054,0.10483484469309313,-46.268792658988986,301.48842107403146,7.722418841630548e-13,1,glc,22.782093048095703,P88Y0266,2.14736564,0.7408405340554647,1953.857378540997,-0.7225907351770872,J0103.5-7049,other
4FGL J0103.1+4954,0.030809700034211344,93.67685498902574,0.06876284793712825,-12.888375614927696,124.85199480742607,3.686119774477353e-12,2,bcu,37.05231475830078,P88Y0268,2.63793343,0.027986998550277864,1010.4856615315553,-0.22305234816923875,J0103.0+4956,bcu
4FGL J0103.5+1526,0.010829565466886577,82.47433317027753,0.041629745293420534,-47.34082472201388,127.24269932976397,1.6846579990685109e-12,1,bll,5.931611061096191,P88Y0271,2.04674122,0.09311408357103312,2857.614209945539,-0.7353976148252821,J0103.5+1525,bll
4FGL J0103.5+5337,0.015068646718582797,632.7463029138744,0.01649806808070129,-9.2111402343521,124.75814015538275,7.332461636007282e-12,2,bll,47.23651885986328,P88Y0272,1.74615545,0.08446946138500055,5782.385284056887,-0.16007311729293625,J0103.5+5337,bll
4FGL J0103.8+1321,0.015413003875961203,106.60768906015436,0.05030866941458776,-49.408776786505335,127.56106012451276,2.0610284284031697e-12,3,bll,48.159271240234375,P88Y0273,2.10605618,0.05821278895158377,2018.170371178845,-0.7593709865082635,J0103.8+1321,bll
4FGL J0104.6-0818,0.14097695582138292,46.27910005376907,0.2918562064756276,-70.88064254609286,132.58055515043708,2.3716884805401e-12,2,,14.557904243469238,S8008-4685,3.0,0.055423507206109335,310.1146072353701,-0.9448383072353967,J0104.1-0814,unid
4FGL J0104.8-2215,0.007431920153651118,30.92596105474513,0.0911089108917064,-84.26259572118116,155.6099395097625,4.869301117933517e-13,5,,74.58478546142578,03bP-0293,2.01066341,0.6057481552173671,3300.671723485,-0.9949905192316966,J0104.8-2215,unid
4FGL J0104.8-2416,0.010759465433206177,334.436125853681,0.06242411915585227,-85.8376418083372,170.445121426944,4.484911999300905e-12,6,fsrq,95.49668884277344,P88Y0275,2.54440418,0.13844610235195232,543.5147297670989,-0.9973623775475815,J0104.9-2416,fsrq
4FGL J0105.1+3929,0.010872928178181477,536.8140745236306,0.030689770762063365,-23.3022195346838,125.8259087932133,5.696693402698732e-12,8,bll,196.11843872070312,P88Y0276,2.24569782,0.08687873184266559,1030.0158918167251,-0.3955810812148441,J0105.2+3929,bll
4FGL J0105.9+3403,2.0432956927544427e-05,48.34224201261532,0.12699741625593383,-28.710939928668846,126.35579760497822,2.065099043169362e-12,15,bcu,70.02037048339844,404F-0720,2.75660303,0.11499227234950116,574.1397476196294,-0.4803909690253883,J0105.9+3403,bcu
4FGL J0106.1+1131,0.016831427236372338,70.78034190967446,0.051810664128800074,-51.16193724838858,128.69712816821118,1.1064316236185612e-12,2,,16.507583618164062,504P-1295,2.02478902,0.28889833572491863,3171.52848581162,-0.7789215273370438,J0106.1+1132,unid
4FGL J0106.4+4855,0.0063230113500375995,4735.875883417204,0.01452327399982639,-13.864807123893703,125.47024715462068,1.909957599601441e-11,1,PSR,6.292373180389404,PSRJ0106+4855,1.0,0.3470960958255387,1800.3282333165407,-0.23963175249802907,J0106.4+4855,psr
4FGL J0106.9-4832,0.028872202068939826,30.6187247025664,0.10388129046042434,-68.40529529814809,295.98515805204175,3.826543430986699e-13,3,bcu,17.613746643066406,P88Y0277,2.20402008,1.000142882437094,2741.803664120489,-0.929810504131176,J0106.8-4830,bcu
4FGL J0107.3-1210,0.02004040831811929,73.0024685136741,0.07198324852139408,-74.58082614731923,137.64438914078573,1.5182288643417548e-12,4,bll,20.26081657409668,P88Y0278,2.17910362,0.10919098078707723,2105.162033268221,-0.9640064827312033,J0107.2-1209,bll
4FGL J0107.4+0334,0.014547895392996014,100.89653220353648,0.050120746357669624,-59.04941486308155,130.7129647893143,2.660482306234817e-12,26,bll,60.52203369140625,S8008-4583,2.30683043,-0.0479374787340614,1835.0260114129696,-0.8576111775052351,J0107.4+0334,bll
4FGL J0107.4+0459,0.04183499541825662,44.58173408766743,0.06372683666753112,-57.68532719805185,130.3652376764693,1.0337964507584633e-12,3,,13.892766952514648,011P-0235,1.80160319,0.10252622176696313,5599.366616140473,-0.8451249639057189,J0107.3+0457,unid
4FGL J0107.6+4950,0.012112439326029656,33.68957449658774,0.06058771942537519,-12.957504986338298,125.61295942428268,1.6416445088793584e-12,5,bcu,12.52021312713623,011F-0225,2.31905871,-0.010700344639058557,3077.3928182814584,-0.2242283237914523,J0107.6+4949,bcu
4FGL J0108.1-0039,0.01529989522692808,103.20651401940268,0.09284792384704452,-63.24072737909886,132.24061678063939,3.1836292335599657e-12,23,fsrq,13.066840171813965,P88Y0280,2.68072306,0.10479094922839494,705.6564802830912,-0.892906088791509,J0108.1-0040,fsrq
4FGL J0108.6+0134,0.009476428662837391,52321.84191888909,0.010345744919318375,-60.990085835274854,131.8242985524429,1.1995521967016235e-10,93,fsrq,14536.505859375,P88Y0282,2.44581233,0.16102028591129525,1462.9643894660144,-0.8745358051023612,J0108.6+0135,fsrq
4FGL J0109.3+2401,0.02769616780278129,88.75700904999394,0.0397578476637967,-38.675801643132885,128.13172191235878,2.358475421824876e-12,5,bcu,22.87141990661621,P88Y0284,2.27333601,-0.042471567300961244,1984.1774475409875,-0.624912992823267,J0109.2+2400,bcu
4FGL J0109.7+6133,0.02054723059209211,1692.8179585593753,0.02977157212527412,-1.242396234972183,125.09630249691958,2.5173775130741305e-11,31,fsrq,1086.4229736328125,P88Y0286,2.62601381,0.24834060242205913,969.5229306402016,-0.021682205689124986,J0109.6+6133,fsrq
4FGL J0110.0-5246,0.029511718394064322,70.1372454612283,0.1130635105056003,-64.12382917240323,296.54384421893144,1.193006984759483e-12,2,,25.367168426513672,504N-1548,1.18257574,0.31246182463698924,1196.6093341150315,-0.8997393659303232,J0109.8-5246,unid
4FGL J0110.0-4019,0.01345497592115063,152.2477925295825,0.0321495803003168,-76.2528421806925,287.8763979347123,2.082010093566465e-12,3,bll,19.01017189025879,P88Y0287,1.81184957,0.021257656178902407,4196.826250415005,-0.9713538591245501,J0110.0-4019,bll
4FGL J0110.1+6805,0.0034715408082929716,2186.8500845357776,0.012615769859153997,5.2906898724606775,124.6889430612041,2.1318893719609798e-11,3,bll,28.154407501220703,P88Y0288,1.97991204,0.010819137930917488,3319.3468300639865,0.09220878855243018,J0110.2+6805,bll
4FGL J0110.2+4151,0.015853281893948475,47.35791176976636,0.04546921031189881,-20.8724699287615,126.65918346159083,1.325131900517189e-12,2,bll,17.463027954101562,504H-0505,1.99817152,-0.07704884155835257,4994.361793084154,-0.35628908188780456,J0110.1+4151,bll
4FGL J0110.3-0431,0.054981684758603586,55.5615055107628,0.19997001171902679,-66.89985878703251,135.0526954457077,2.566839681443252e-12,5,bcu,23.51712417602539,211F-1152,2.90823099,-0.10004329245348886,511.73216781240825,-0.919820530352634,J0110.3-0428,bcu
4FGL J0110.6+0415,1.4412209457566589e-05,28.69373175059445,0.058398735817126325,-58.276972455517374,132.07208246495608,7.77280975013008e-13,6,,11.052282333374023,011H-0194,1.82282957,0.09508635887325867,7243.205065316282,-0.8505998502581845,J0110.6+0415,unid
4FGL J0110.7-1254,0.013961256126809825,154.21839517640183,0.03305694747206051,-75.0856961274249,141.57325499446998,2.602426696207732e-12,5,bll,18.11433982849121,P88Y0293,2.01122563,-0.008503452063568506,2934.719321362702,-0.9663118560897932,J0110.8-1255,bll
4FGL J0110.9+4344,0.01879306952912859,58.897094261832535,0.05833883269104219,-18.981324763695515,126.62839896754866,1.757650388241322e-12,1,bcu,17.965866088867188,P88Y0294,2.19616858,0.0045951429209600825,1997.6790251784928,-0.3252599507194992,J0110.8+4345,bcu
4FGL J0111.4-7304,1.765667853699636e-05,113.37876631354447,0.07287241210876978,-43.97791872627816,300.9124793979833,1.966700366116112e-12,2,bcu,9.580644607543945,03bN-0315,1.60043648,0.2806758575571222,1111.052212056471,-0.6943810918441228,J0111.4-7304,bcu
4FGL J0111.4+0534,0.006178232062993533,55.01607346057426,0.05135964822337029,-56.9340613611881,132.0774396348663,1.1192946974216401e-12,3,bll,16.908334732055664,P88Y0296,1.84464581,0.10898761464149254,4546.30818399011,-0.8380432168499906,J0111.4+0534,bll
4FGL J0111.5-2546,0.23739689127209887,32.84282340417849,0.3132766288869532,-85.0676309682672,196.50133562255866,8.855704527931752e-13,1,bcu,26.81852149963379,P88Y0297,2.43556446,0.49071846333174074,902.58002134657,-0.9962968812302258,J0112.4-2538,bcu
4FGL J0112.0+3442,0.10779299186455063,34.57276445522439,0.06547731045025597,-27.975360810911003,127.60627045656436,7.003021088388995e-13,5,,17.455366134643555,504H-0542,2.04136685,0.3821967984727337,2950.711883170746,-0.4690918210421979,J0111.5+3442,unid
4FGL J0112.0-6634,0.03811973682024491,180.94890739407856,0.07956451874075898,-50.386466207747546,299.6995560639295,2.9546679717124414e-12,9,fsrq,37.016971588134766,P88Y0304,2.6633489,0.15149275785983907,723.5262301951348,-0.7703626558488281,J0112.2-6636,fsrq
4FGL J0112.1+2245,0.004272913148954247,29284.16057213268,0.009987094015560243,-39.87443825186819,129.14991099877514,7.634393419413279e-11,44,BLL,1002.4608764648438,P88Y0299,2.0064406,0.059608331986105156,965.6112776073564,-0.641107307239884,J0112.1+2244,bll
4FGL J0112.1-0321,0.01843884750910119,82.01647384604439,0.0901179487506005,-65.74017910057674,135.60102282715357,2.3391658484069104e-12,7,fsrq,26.671266555786133,P88Y0300,2.42501188,0.12042688551373582,798.6499711652293,-0.9116916300846066,J0112.1-0322,fsrq
4FGL J0112.5-0651,0.03846326803065326,48.860003070614766,0.28339009371574636,-69.09580607613205,137.8402279231251,2.1428477267037245e-12,1,,19.587339401245117,P88Y0295,2.58998682,0.29843339156527815,522.7879581329873,-0.9341783593887406,J0112.6-0650,unid
4FGL J0112.6-3158,0.011935965016903447,40.23121064255247,0.06691327100080924,-83.30065358560486,260.65355231374343,6.995540350721201e-13,3,bll,15.149040222167969,504H-0676,1.91132456,0.22807442830291014,4688.013201902215,-0.993171980362721,J0112.6-3159,bll
4FGL J0112.8-7506,0.013240301010937528,308.0847141818376,0.029226714880226178,-41.9426775546904,301.102029230889,2.788926512266123e-12,2,bll,12.780651092529297,P88Y0305,1.83322076,0.1902634245642021,3757.3107058610663,-0.668386780916625,J0112.6-7506,bll
4FGL J0112.8-0253,3.668699263115561e-05,25.04259179881774,0.08624724734549169,-65.23394066437771,135.76717134458914,4.91149004550674e-13,3,bcu,15.250020980834961,04aP-0060,2.00133701,0.5500128196251064,3970.325431823741,-0.9080257927353643,J0112.8-0253,bcu
4FGL J0112.8+3208,0.007361623788516213,5629.590795479482,0.016168498258544595,-30.509073256684978,128.19518951767006,2.5171464460482097e-11,49,fsrq,1275.749267578125,P88Y0306,2.2942335,0.07053486591049873,713.6857849911191,-0.5076748026418098,J0112.8+3208,fsrq
4FGL J0113.1-3553,0.024735693465934933,509.78656874911394,0.04075150292345675,-80.10414041626314,276.35237211247363,4.86742436827362e-12,10,fsrq,168.3600616455078,P88Y0307,2.44106178,0.12493875284760314,755.0129032756427,-0.9851217478492633,J0113.2-3552,fsrq
4FGL J0113.4+4948,0.014036393389344173,1551.074492578162,0.01731038006444915,-12.898889681299238,126.58450225781696,1.2733074930796794e-11,10,fsrq,490.4082336425781,P88Y0308,2.20643,0.07505421409914614,1414.560463983167,-0.22323122634763576,J0113.5+4948,fsrq
4FGL J0113.7+0225,0.024573207020408053,83.27674436673988,0.055675496168528175,-59.99007578706454,134.12377873349973,2.177698982088554e-12,27,bll,23.859317779541016,P88Y0311,2.43143065,0.18478286451826254,2133.7694475062217,-0.8659387856980276,J0113.7+0223,bll
4FGL J0114.0+6418,0.02090725551357009,66.38397135632113,0.05033353823225362,1.5371018539923302,125.36109960745637,3.336727892182876e-12,3,bcu,46.62847137451172,P88Y0312,2.21451095,0.05497171232952125,4722.867751445828,0.026824270386085865,J0113.8+6418,bcu
4FGL J0114.8+1326,0.014116935246426977,1034.1316174249514,0.02184332761865925,-49.0367487149806,131.65419765328664,9.356697274231024e-12,8,bll,85.1439208984375,P88Y0313,2.05607995,0.07581695927217913,3393.600414360204,-0.755130212082981,J0114.9+1326,bll
4FGL J0114.9-3400,0.023200920297595278,118.7672862726613,0.027544302705064798,-81.45781684316431,267.88069923424746,2.027806706463622e-12,3,bll,19.036813735961914,P88Y0314,2.11980455,-0.09173231902503964,2631.865097144355,-0.9889067728695151,J0115.0-3359,bll
4FGL J0115.1+2622,0.025711278601176668,39.63605175237171,0.08005286779126423,-36.22176409052425,129.50503123554367,1.570541840325468e-12,2,bcu,28.014585494995117,P88Y0316,2.26308711,0.022648806756486728,2236.8872363330324,-0.5909121529436694,J0115.0+2620,bcu
4FGL J0115.1-0129,0.03521654664300323,261.8017334911274,0.04574574522069195,-63.71864652674564,136.47731207982557,5.709354877199343e-12,14,fsrq,75.31889343261719,P88Y0315,2.77927919,-0.039879319933744384,484.262134899817,-0.896630577450136,J0115.2-0128,fsrq
4FGL J0115.4-2917,0.019415142296805254,63.24829842313193,0.04268340616437708,-84.28695957940576,236.40983598849817,8.751143418395257e-13,3,,11.851418495178223,P88Y0318,1.71575016,0.2693462184232276,10152.24798454642,-0.9950329391852609,J0115.4-2916,unid
4FGL J0115.6-5653,5.039813470646604e-05,34.70995007944293,0.05596105280453994,-59.92226176407783,296.34097626177635,7.333295688024546e-13,3,bcu,4.251824855804443,211F-1137,1.83054119,0.004104290769024743,6733.466939452904,-0.8653462127850473,J0115.6-5653,bcu
4FGL J0115.6+0356,0.013738824397273012,1738.6646975977346,0.02001852609631688,-58.37735309421439,134.53196674832745,1.1894759107123786e-11,13,bll,35.11968231201172,P88Y0320,2.00112515,0.08499238018155886,1606.3459415697448,-0.8515197553360221,J0115.7+0356,bll
4FGL J0115.8+2519,0.00221836999270244,2129.038965770509,0.014894528934629546,-37.210180707873675,129.85005537791403,1.6373318925001922e-11,9,bll,337.6297912597656,P88Y0321,1.86612203,0.019153323530479716,2876.877245155944,-0.6047406382272893,J0115.8+2520,bll
4FGL J0116.0-1136,0.01283139741428624,1058.33869641996,0.030945900318955052,-73.44160864392434,144.54868898590408,9.569221644092063e-12,12,fsrq,327.1496276855469,P88Y0322,2.40441668,0.015530499874083503,658.8208570182326,-0.9585297908783009,J0116.0-1136,fsrq
4FGL J0116.0-2745,0.02394266684855754,147.14535634260392,0.032281365655370355,-84.53538240276227,220.89063491636503,1.782960550591426e-12,3,bll,21.19051170349121,P88Y0323,1.74840421,0.16802757954613723,5561.658735495011,-0.9954551970947381,J0115.9-2745,bll
4FGL J0116.2-6153,0.0029222754692529926,256.92204060044605,0.028209983779877365,-54.990740353606064,297.8449741160609,2.3698647701497135e-12,2,bll,15.476609230041504,P88Y0325,1.87627042,0.09045610695703754,3363.8048713135554,-0.8190593371486378,J0116.2-6153,bll
4FGL J0116.5-2812,0.04497603576769958,45.17345094686607,0.08181940527146268,-84.3538705784856,225.74120750259794,1.5666520986704124e-12,3,bll,25.378225326538086,P88Y0326,2.41500791,-0.04813204155997841,1336.3951340740375,-0.9951485124393776,J0116.4-2814,bll
4FGL J0116.5-3046,0.2504775307919828,32.85552813560935,0.31834857885856277,-83.58856154226171,249.45612209886139,1.3445163896505698e-12,1,fsrq,16.08411407470703,504S-1489,2.76491537,0.2350241419933452,558.6216006809593,-0.993745645838956,J0115.4-3048,fsrq
4FGL J0117.5-2442,0.02174499958780729,33.79207405698253,0.07797348766239061,-83.67029844770926,192.12786570055334,1.4629928385545624e-12,2,bll,8.624115943908691,P88Y0329,2.66900458,-0.10003662040967143,849.2354591773557,-0.9939039367487216,J0117.4-2443,bll
4FGL J0117.8-2109,0.03428865929300877,923.5431340324576,0.027784587560603095,-81.55628594075043,169.66896820425902,9.420715965970552e-12,20,fsrq,347.3575134277344,P88Y0330,2.36438414,0.07413619158358475,1538.497854284576,-0.9891605903770546,J0117.7-2111,fsrq
4FGL J0117.9+1430,0.11073895703371718,117.75543321936856,0.10678022304884575,-47.972705163450236,132.43219708284022,3.5904331483049856e-12,3,,29.458608627319336,998S-0464,2.72093362,-0.006347641694537387,512.797709697375,-0.742825977536174,J0117.6+1424,unid
4FGL J0118.3-6008,0.03420541595077649,173.30358171928674,0.04186675567124162,-56.69156308123697,296.79663256125417,1.9521180896025478e-12,4,,69.52318572998047,P88Y0332,2.141997,0.12879184618356243,1904.5938773956725,-0.8357265075929813,J0118.4-6006,unid
4FGL J0118.7-0848,0.007197041823477543,109.4502365833032,0.11336199798102702,-70.5709068752569,143.64030890862534,2.864068812528116e-12,7,bcu,36.52626419067383,998P-0520,2.66246126,0.28876449523591585,514.03938305,-0.9430538746296024,J0118.7-0848,bcu
4FGL J0118.9-2141,0.007234504059244442,5376.420335503761,0.016126704696599513,-81.7154051075864,173.36787524015574,2.4842052375251933e-11,31,fsrq,528.2918701171875,P88Y0333,2.33443468,0.061704444526089475,1034.4317583287682,-0.9895645663315661,J0118.9-2141,fsrq
4FGL J0119.0-1458,0.01859338048501237,336.34178123262245,0.027470804898093046,-76.2655453426542,152.11344774043923,3.432690995458728e-12,2,bll,12.528800964355469,P88Y0334,1.60642656,0.17167200910304659,5139.88635780484,-0.9714065223820346,J0118.9-1458,bll
4FGL J0119.4-5354,0.07140388289863396,138.3042114005657,0.0643569207123499,-62.6588040840292,293.8235673681176,2.6298254768094545e-12,11,bcu,27.882722854614258,P88Y0335,2.39607964,-0.016053118460068738,1057.158754726373,-0.8882872319554321,J0119.8-5357,bcu
4FGL J0120.1+0505,0.03693598401528073,41.65988978755195,0.13469451783027908,-57.05620123389413,136.1099487194929,1.944061597218912e-12,12,,17.762113571166992,P88Y0339,2.76406788,0.04042959900456555,759.9178433418259,-0.8392043989570819,J0120.0+0504,unid
4FGL J0120.2-7944,0.02318255838086963,26.435329561587423,0.0498096186588026,-37.29428730000393,301.3534811807626,4.613073569973541e-13,1,,21.396339416503906,504F-1699,1.74572886,0.595373124649623,16393.896619875413,-0.6059090842329481,J0119.7-7944,unid
4FGL J0120.4-2701,0.0003119197023743382,8904.715930609615,0.011568578375066757,-83.53251656159969,213.6552134159318,3.3656831220968624e-11,4,bll,51.53468704223633,P88Y0341,1.90401371,0.03421883143494009,1480.3727652788166,-0.9936359408762794,J0120.4-2701,bll
4FGL J0121.4-7216,4.615338700360187e-05,46.041864926577546,0.04929941588486618,-44.661283360215435,299.7314494776072,8.358437528428965e-13,3,,9.775186538696289,504F-1755,1.9247847,0.05151596474245457,5908.462043061567,-0.7029142317099919,J0121.4-7216,unid
4FGL J0121.5+7906,3.623886414156182e-06,29.66972028207965,0.05885831354734757,16.31754704820778,124.4110726290483,8.308318819729539e-13,3,,15.243316650390625,214H-0022,1.89162434,0.07057915311762253,7860.516360991358,0.2809606397386925,J0121.5+7906,unid
4FGL J0121.7+5153,0.02338502584804703,39.94244267069735,0.0484186668687836,-10.673737534177489,127.68379909379958,1.1673945145104925e-12,3,bcu,12.521662712097168,P88Y0344,1.78787247,0.12231420757760625,9860.22942443508,-0.18521619911035336,J0121.7+5155,bcu
4FGL J0121.8+1147,0.021163137232809562,30.25657110841712,0.07406641325067678,-50.36604761823752,134.63530678264817,6.92736351921423e-13,3,fsrq,10.305654525756836,204P-0195,2.05939789,0.22728147828743328,3295.8664908629944,-0.7701353822641721,J0121.8+1148,fsrq
4FGL J0121.8-3916,0.008852387732930827,247.529244813486,0.03172787163987265,-76.30096187649355,277.3035220995225,2.53231684713803e-12,2,bll,18.882774353027344,P88Y0345,1.85817568,0.07012412157331727,3332.053104639635,-0.9715530958786476,J0121.8-3916,bll
4FGL J0122.1-3004,0.006145376478556647,46.4582591484068,0.03878964337265384,-82.64963448746956,238.36696085165826,9.485240400421199e-13,1,bcu,8.172602653503418,S8008-4738,1.07736631,0.9999580423324272,37549.34313686124,-0.9917823639921586,J0122.1-3004,bcu
4FGL J0122.4+1034,0.013270993041701372,55.7305875903694,0.042564989105042236,-51.54323470378407,135.23914120123493,1.0566971555715153e-12,4,,19.406536102294922,504H-0616,1.77280916,0.17289757755894475,6068.450261297411,-0.7830776760305478,J0122.4+1035,unid
4FGL J0122.4-1509,3.501860631091954e-05,38.930403152888175,0.08680464268706721,-76.02411926627802,155.54359869948124,6.637972365636301e-13,1,,10.271653175354004,504P-1358,2.11886663,0.4341214899041712,2382.4644311680486,-0.970397479889663,J0122.4-1509,unid
4FGL J0123.1+3421,0.0023656771057218506,232.7504735288676,0.031049725490151333,-28.061708372289736,130.3464365517983,2.999510896884337e-12,4,bll,20.380725860595703,P88Y0349,1.52506601,0.12300188505467435,10075.78710182098,-0.47042223747739764,J0123.1+3421,bll
4FGL J0123.7+4209,0.01963085410905901,36.08605528320186,0.03252349903367833,-20.297085719966535,129.28743255870904,6.009330584431715e-13,4,bll,19.310022354125977,204H-0054,1.4869476,0.12865453468223764,23236.114344663816,-0.34688794654626853,J0123.6+4210,bll
4FGL J0123.7-2311,0.013751336493441785,580.6093585513299,0.023920673511138742,-81.7015697156335,186.3191719935679,5.435056569083592e-12,3,bll,27.616012573242188,P88Y0351,1.75814366,0.05624870121639369,3854.686033186599,-0.9895297435820262,J0123.7-2310,bll
