name,log_nbb,pindex,curvature,log_e0,abs_sin_b,log_eflux,category,ts,r95,glat,uw_name,ra,dec
4FGL J0000.3-7355,0.000000,2.083958,0.217188,3.449785,0.678619,-12.005535,bll,71.917691,0.047307,-42.735827,J0000.1-7354,0.047341,-73.911540
4FGL J0000.5+0743,0.000000,1.000000,0.389761,3.167000,0.798306,-11.975037,psr-like,41.813026,0.142617,-52.968636,J0000.5+0747,0.149029,7.795556
4FGL J0001.6+3503,0.000000,1.064473,0.363395,3.161251,0.449694,-11.852458,psr-like,69.926329,0.077476,-26.724052,J0001.6+3502,0.416089,35.044310
4FGL J0003.3+2511,0.477121,2.347659,0.156343,3.087088,0.594534,-11.625315,fsrq,118.723284,0.077351,-36.479387,J0003.2+2506,0.804778,25.115502
4FGL J0004.0+5715,0.000000,2.533380,0.109810,3.046546,0.088315,-11.302439,fsrq,131.898211,0.048763,-5.066650,J0003.9+5712,0.996434,57.212727
4FGL J0004.4-4001,0.778151,2.672230,-0.098587,2.786094,0.960466,-11.454555,fsrq,174.740300,0.054303,-73.835525,J0004.4-4002,1.113119,-40.034557
4FGL J0005.5+6634,0.301030,1.669640,0.404984,3.069927,0.071679,-11.388105,psr-like,44.554355,0.164596,4.110428,J0005.5+6634,1.395206,66.576813
4FGL J0005.6+6746,0.845098,2.467200,0.431142,3.356514,0.090761,-11.737565,fsrq,31.646437,0.109515,5.207400,J0006.0+6741,1.507292,67.699121
4FGL J0006.3-1813,0.000000,2.388721,-0.040531,3.071401,0.971568,-11.833763,bll,41.901542,0.080645,-76.304565,J0006.2-1813,1.564913,-18.220870
4FGL J0006.6+4618,0.000000,1.765629,0.726380,3.868867,0.273786,-12.128743,X,52.348976,0.046842,-15.889676,J0006.9+4617,1.746171,46.293925
4FGL J0008.4+6926,1.146128,2.472063,0.085873,3.333687,0.119789,-11.322661,fsrq,95.094726,0.045303,6.879903,J0008.3+6926,2.098216,69.434455
4FGL J0008.9+2509,0.000000,1.898330,0.186170,2.763500,0.598141,-11.855963,bll,31.195876,0.206456,-36.736862,J0008.6+2507,2.161829,25.127003
4FGL J0009.1-5012,0.000000,2.552267,0.108479,2.963352,0.910629,-11.633438,fsrq,102.169944,0.182952,-65.592464,J0010.1-5013,2.543508,-50.226550
4FGL J0009.2+1745,0.000000,2.238409,0.555133,3.144235,0.694230,-11.956589,X,58.254713,0.113833,-43.965854,J0009.4+1746,2.372028,17.767854
4FGL J0009.7-1418,0.000000,2.221759,0.061562,3.312011,0.960250,-11.832559,bll,61.918586,0.054373,-73.791133,J0009.2-1414,2.316176,-14.241928
4FGL J0009.9+2810,0.477121,2.667818,-0.090497,2.851383,0.556673,-11.628585,fsrq,61.480770,0.080841,-33.826049,J0010.1+2809,2.539920,28.165784
4FGL J0010.2-2431,0.301030,2.217755,0.069000,3.333921,0.985986,-12.064777,bll,26.871450,0.113622,-80.396414,J0010.2-2434,2.569342,-24.570954
4FGL J0011.5+4822,0.000000,2.692701,0.822360,2.851147,0.241257,-11.834277,X,43.344504,0.233268,-13.960715,J0011.5+4822,2.875648,48.381946
4FGL J0017.1-4605,0.477121,2.939982,0.022019,2.541857,0.938650,-11.651403,fsrq,71.881046,0.154622,-69.826118,J0017.0-4606,4.253919,-46.114603
4FGL J0017.4+6506,0.301030,2.069664,0.218300,3.857025,0.043252,-11.850863,bll,29.710600,0.076587,2.478958,J0017.2+6506,4.306554,65.111844
4FGL J0018.8+5112,0.000000,2.491424,0.090842,3.082831,0.196787,-11.743044,fsrq,35.081164,0.197235,-11.349130,J0018.9+5111,4.748478,51.196400
4FGL J0021.7+4533,0.477121,1.000000,0.580705,3.432227,0.292305,-12.188488,psr-like,35.574416,0.081655,-16.995978,J0021.7+4533,5.436470,45.562643
4FGL J0022.0-5921,0.301030,1.894477,0.130920,3.745244,0.842577,-12.085059,bll,48.351399,0.049013,-57.413204,J0021.2-5917,5.323119,-59.295019
4FGL J0023.2+8412,0.301030,2.127093,0.880697,3.272770,0.365732,-12.264984,X,31.058732,0.116604,21.452637,J0023.3+8417,5.844487,84.283540
4FGL J0023.6-4209,1.079181,2.435473,-0.091861,3.168702,0.960998,-11.827879,fsrq,35.422318,0.125351,-73.945199,J0023.6-4209,5.923714,-42.150307
4FGL J0024.1+2402,0.602060,1.829457,0.173607,3.644568,0.621297,-11.879951,bll,90.075426,0.045597,-38.410923,J0024.1+2402,6.031136,24.038015
4FGL J0024.1+7909,0.301030,1.858242,0.244325,3.901203,0.281415,-12.090637,bll,49.580938,0.038644,16.344662,J0024.1+7908,6.035327,79.145529
4FGL J0025.4-4838,0.477121,2.969815,-0.100045,2.592880,0.926614,-11.425279,fsrq,175.485598,0.061043,-67.913039,J0025.5-4838,6.386575,-48.636717
4FGL J0026.1-0732,0.301030,1.821664,0.025315,3.712805,0.936779,-11.752186,bll,93.491481,0.038539,-69.517527,J0026.2-0732,6.550810,-7.539305
4FGL J0027.0-1134,0.477121,1.704758,0.077579,3.974026,0.958432,-12.144781,bll,30.543795,0.056128,-73.421920,J0027.0-1134,6.754387,-11.573948
4FGL J0030.9-3618,0.000000,2.036430,-0.012679,3.488008,0.984476,-11.857468,bll,65.841602,0.044904,-79.891201,J0030.9-3615,7.744314,-36.256999
4FGL J0031.0-2327,0.301030,2.024986,0.569542,3.251570,0.994762,-11.956189,X,102.427728,0.069213,-84.132922,J0031.1-2328,7.779776,-23.474921
4FGL J0031.5-4025,0.903090,2.478058,0.218394,3.059958,0.970341,-11.944010,fsrq,37.994111,0.174534,-76.010806,J0031.4-4029,7.850994,-40.491168
4FGL J0031.5-5648,0.301030,1.793569,0.123902,3.621427,0.866878,-11.925286,bll,68.851100,0.071396,-60.097893,J0031.5-5649,7.879160,-56.818320
4FGL J0032.3-5539,1.041393,1.578068,-0.007501,4.323174,0.876796,-12.171860,bll,41.563600,0.045673,-61.258200,J0032.3-5539,8.083484,-55.661664
4FGL J0034.6+6438,0.000000,2.421642,0.141289,3.272924,0.032076,-11.241423,bll,114.045162,0.064030,1.838158,J0034.5+6439,8.636100,64.650593
4FGL J0035.2-1739,0.477121,1.784705,0.093580,3.764591,0.984202,-12.137053,bll,35.340763,0.050351,-79.801926,J0035.2-1738,8.818347,-17.636834
4FGL J0039.1+6257,0.000000,2.253670,0.574555,3.322525,0.002080,-11.015114,X,853.258590,0.028195,0.119176,J0039.1+6257,9.776199,62.957364
4FGL J0039.7+4203,0.000000,2.418843,-0.009958,3.173296,0.354351,-11.813040,bll,34.536832,0.083279,-20.753650,J0039.7+4203,9.945254,42.065736
4FGL J0040.2-2725,0.954243,2.177684,-0.014986,3.364977,0.999026,-11.880029,bll,55.170627,0.060684,-87.471038,J0040.1-2724,10.031667,-27.407341
4FGL J0040.7-7157,0.477121,1.985750,0.218506,3.498858,0.708782,-11.985886,bll,64.041064,0.056524,-45.135890,J0040.7-7158,10.197819,-71.968217
4FGL J0041.3-0048,0.778151,3.000000,0.171503,2.301030,0.895421,-11.437133,fsrq,107.167118,0.566392,-63.562575,J0041.3-0048,10.332228,-0.802434
4FGL J0045.9-2021,0.000000,2.035953,0.022504,3.420950,0.992780,-11.811485,bll,78.883021,0.052776,-83.110815,J0045.9-2021,11.488803,-20.354069
4FGL J0046.7-7048,0.301030,1.853403,0.082456,3.803412,0.721748,-12.118004,bll,33.740018,0.068538,-46.198981,J0046.6-7055,11.664336,-70.924032
4FGL J0046.9+0705,0.301030,2.169984,0.238982,3.288392,0.826724,-12.028154,bll,37.378745,0.078458,-55.763638,J0046.8+0705,11.712264,7.090077
4FGL J0048.6-6347,0.000000,2.004317,0.306535,3.275179,0.802589,-11.637471,bll,304.627834,0.036602,-53.378043,J0048.5-6344,12.130594,-63.747149
4FGL J0052.1+6444,0.000000,2.318936,0.741352,3.244216,0.032826,-11.469070,X,114.708290,0.076069,1.881123,J0052.3+6445,13.091261,64.752694
4FGL J0055.7+4507,1.000000,1.686464,0.488213,3.866504,0.305256,-12.250673,bll,31.818729,0.053763,-17.773589,J0055.6+4505,13.924020,45.091635
4FGL J0057.9+6326,0.477121,1.844470,0.109839,4.059721,0.009907,-11.592810,bll,107.417104,0.033475,0.567633,J0057.8+6325,14.472538,63.430343
4FGL J0058.3-4603,0.301030,1.888545,0.216840,3.591047,0.945380,-12.153376,bll,43.917645,0.068500,-70.975579,J0058.3-4606,14.579091,-46.103765
4FGL J0059.4-5654,1.204120,2.451460,0.185384,2.775365,0.867340,-11.047789,fsrq,1315.217691,0.035431,-60.151013,J0059.2-5656,14.820295,-56.944500
4FGL J0102.0-6240,0.000000,1.947073,0.203718,3.468015,0.813287,-12.055141,bll,62.305171,0.055144,-54.418317,J0101.7-6240,15.430243,-62.669420
4FGL J0102.3+1000,0.000000,1.805557,0.483336,3.643641,0.796313,-11.725714,psr-like,159.859667,0.034645,-52.779422,J0102.4+0959,15.610231,9.996560
4FGL J0104.6-0818,0.301030,3.000000,0.055424,2.491522,0.944838,-11.624942,fsrq,46.279100,0.291856,-70.880643,J0104.1-0814,16.039355,-8.247555
4FGL J0104.8-2215,0.698970,2.010663,0.605748,3.518602,0.994991,-12.312533,X,30.925961,0.091109,-84.262596,J0104.8-2215,16.202963,-22.260030
4FGL J0106.1+1131,0.301030,2.024789,0.288898,3.501269,0.778922,-11.956075,bll,70.780342,0.051811,-51.161937,J0106.1+1132,16.545942,11.544672
4FGL J0107.4+0459,0.477121,1.801603,0.102526,3.748139,0.845125,-11.985565,bll,44.581734,0.063727,-57.685327,J0107.3+0457,16.840038,4.956439
4FGL J0110.0-5246,0.301030,1.182576,0.312462,3.077952,0.899739,-11.923357,psr-like,70.137245,0.113064,-64.123829,J0109.8-5246,17.463494,-52.775406
4FGL J0110.6+0415,0.778151,1.822830,0.095086,3.859931,0.850600,-12.109422,bll,28.693732,0.058399,-58.276972,J0110.6+0415,17.663990,4.253311
4FGL J0112.0+3442,0.698970,2.041367,0.382197,3.469927,0.469092,-12.154715,bll,34.572764,0.065477,-27.975361,J0111.5+3442,17.882393,34.713968
4FGL J0112.5-0651,0.000000,2.589987,0.298433,2.718326,0.934178,-11.669009,fsrq,48.860003,0.283390,-69.095806,J0112.6-0650,18.164325,-6.840510
4FGL J0115.4-2917,0.477121,1.715750,0.269346,4.006562,0.995033,-12.057935,bll,63.248298,0.042683,-84.286960,J0115.4-2916,18.867905,-29.275843
4FGL J0117.9+1430,0.477121,2.720934,-0.006348,2.709946,0.742826,-11.444853,fsrq,117.755433,0.106780,-47.972705,J0117.6+1424,19.410732,14.415073
4FGL J0118.3-6008,0.602060,2.141997,0.128792,3.279802,0.835727,-11.709494,bll,173.303582,0.041867,-56.691563,J0118.4-6006,19.623758,-60.113218
4FGL J0120.1+0505,1.079181,2.764068,0.040430,2.880767,0.839204,-11.711290,fsrq,41.659890,0.134695,-57.056201,J0120.0+0504,20.009466,5.081982
4FGL J0120.2-7944,0.000000,1.745729,0.595373,4.214682,0.605909,-12.336010,bll,26.435330,0.049810,-37.294287,J0119.7-7944,19.931305,-79.747120
4FGL J0121.4-7216,0.477121,1.924785,0.051516,3.771474,0.702914,-12.077875,bll,46.041865,0.049299,-44.661283,J0121.4-7216,20.356231,-72.280152
4FGL J0121.5+7906,0.477121,1.891624,0.070579,3.895451,0.280961,-12.080487,bll,29.669720,0.058858,16.317547,J0121.5+7906,20.389315,79.102697
4FGL J0122.4+1034,0.602060,1.772809,0.172898,3.783078,0.783078,-11.976049,bll,55.730588,0.042565,-51.543235,J0122.4+1035,20.610043,10.586158
4FGL J0122.4-1509,0.000000,2.118867,0.434121,3.377026,0.970397,-12.177965,X,38.930403,0.086805,-76.024119,J0122.4-1509,20.609521,-15.154871
4FGL J0123.7-4129,0.000000,1.883718,0.422232,3.648579,0.962119,-12.366350,bll,26.811945,0.082211,-74.179274,J0123.7-4129,20.940608,-41.492263
4FGL J0124.0+3035,0.903090,2.205981,0.178147,2.729224,0.526052,-11.546574,fsrq,92.183534,0.134633,-31.739115,J0123.7+3037,20.935054,30.619530
4FGL J0125.8-6348,0.000000,2.473778,0.038936,3.014521,0.797405,-11.876879,fsrq,45.973214,0.088285,-52.883043,J0125.8-6349,21.456721,-63.824311
4FGL J0125.9-6303,0.000000,2.071923,0.168203,3.474618,0.804970,-12.089832,bll,49.185362,0.071558,-53.607359,J0125.8-6304,21.464240,-63.080615
4FGL J0126.3-6746,0.000000,1.630356,0.290007,4.005607,0.754999,-12.179182,bll,48.707591,0.041469,-49.025286,J0126.1-6745,21.527832,-67.765696
4FGL J0126.8+2412,0.698970,2.712244,0.070293,2.790708,0.614958,-11.570224,fsrq,63.103897,0.118543,-37.948892,J0126.8+2412,21.722429,24.215245
4FGL J0128.1+7542,0.301030,1.472280,0.311435,3.090509,0.224064,-11.747927,psr-like,38.243612,0.154694,12.947844,J0128.6+7538,22.154696,75.649364
4FGL J0128.4+2614,0.000000,1.121888,0.690097,2.742140,0.586453,-11.494535,psr-like,120.404549,0.140480,-35.905727,J0128.1+2614,22.043505,26.238784
4FGL J0128.8-4626,0.301030,2.221946,0.028486,3.310786,0.935789,-12.017959,bll,34.774510,0.094068,-69.355917,J0128.5-4625,22.131467,-46.427829
4FGL J0131.7-5346,0.778151,2.103107,0.542410,3.206904,0.885439,-11.881456,X,146.024730,0.054626,-62.305550,J0131.7-5348,22.926270,-53.808099
4FGL J0132.1-0956,0.778151,2.857154,0.006146,2.605788,0.940562,-11.355491,fsrq,195.902312,0.085183,-70.146136,J0132.3-0946,23.096141,-9.782427
4FGL J0132.9-4259,0.602060,1.000000,0.858236,3.482264,0.951023,-12.396302,psr-like,25.035773,0.115832,-71.993756,J0133.6-4258,23.406092,-42.968935
4FGL J0133.0+5931,0.602060,2.522974,-0.027828,3.211782,0.051231,-11.176557,fsrq,126.138629,0.070924,-2.936580,J0132.9+5930,23.230445,59.511860
4FGL J0133.7-3409,0.301030,1.707381,-0.039976,3.999422,0.980030,-12.213144,bll,26.860501,0.065024,-78.530158,J0133.6-3409,23.408865,-34.160628
4FGL J0136.2-4708,0.602060,1.776047,0.320646,3.749065,0.928055,-12.312096,bll,31.010299,0.067679,-68.133597,J0136.2-4708,24.059604,-47.146614
4FGL J0136.4+6911,0.301030,2.743337,0.505576,2.871043,0.116110,-11.426166,fsrq,60.652604,0.300730,6.667636,J0136.4+6911,24.100352,69.189601
4FGL J0136.6+3130,0.602060,1.758759,-0.046430,3.989603,0.505813,-12.126784,bll,25.968574,0.082841,-30.385351,J0136.6+3130,24.165922,31.503282
4FGL J0137.3-3239,0.000000,2.279423,0.512949,3.122011,0.980351,-12.173298,X,30.075639,0.126823,-78.623222,J0137.3-3240,24.331604,-32.674834
4FGL J0138.5+3931,0.698970,2.588656,0.171221,2.849463,0.381871,-11.546841,fsrq,81.610566,0.091677,-22.449600,J0138.5+3931,24.634141,39.523663
4FGL J0139.2-1705,1.041393,2.244636,-0.087799,3.372933,0.966378,-11.878873,bll,41.053977,0.051765,-75.100491,J0139.2-1707,24.808702,-17.128230
4FGL J0139.5-2228,0.301030,1.921980,0.512123,3.282256,0.978706,-11.793114,X,200.616689,0.053561,-78.154830,J0139.4-2228,24.867802,-22.473705
4FGL J0140.3+7054,0.477121,1.782611,0.386300,3.991501,0.146487,-11.865680,bll,79.880266,0.032822,8.423406,J0140.2+7054,25.068606,70.914103
4FGL J0140.5-4730,0.000000,2.407267,0.189212,3.102319,0.923661,-12.007641,fsrq,39.371227,0.102075,-67.467374,J0140.5-4730,25.144384,-47.504173
4FGL J0142.5+6650,0.000000,1.456885,0.374638,3.015357,0.078473,-11.292043,psr-like,83.393055,0.131889,4.500795,J0142.8+6652,25.710655,66.869396
4FGL J0143.8+4947,0.778151,2.392826,0.057298,3.242759,0.211368,-11.726717,bll,50.323566,0.053343,-12.202515,J0143.8+4947,25.968623,49.789999
4FGL J0150.4+4848,0.000000,1.965808,0.718031,3.696841,0.223481,-12.035855,X,58.473753,0.058094,-12.913550,J0150.6+4848,27.651126,48.813841
4FGL J0153.3+5416,0.301030,2.037610,-0.005759,3.662091,0.130547,-11.742807,bll,58.985047,0.059909,-7.501228,J0153.3+5416,28.337667,54.280049
4FGL J0153.3-1845,0.954243,2.226991,-0.016618,3.317818,0.958863,-11.990947,bll,32.928875,0.077555,-73.508727,J0153.2-1844,28.310412,-18.747563
4FGL J0155.5+2920,0.301030,2.214961,0.011245,3.330836,0.522247,-11.915831,bll,29.116382,0.113642,-31.483091,J0155.5+2920,28.892271,29.338269
4FGL J0155.7+6642,0.301030,1.661119,0.406922,3.119433,0.080619,-11.453143,psr-like,50.875426,0.175461,4.624173,J0155.5+6642,28.879613,66.710817
4FGL J0156.3-2420,0.477121,1.909298,0.077867,3.415887,0.966526,-11.588354,bll,216.668877,0.032906,-75.133387,J0156.3-2419,29.076841,-24.317721
4FGL J0158.5+0549,0.301030,2.029577,-0.100022,3.619804,0.801472,-11.930778,bll,31.397647,0.065258,-53.270922,J0158.6+0548,29.661929,5.808287
4FGL J0159.0-4255,0.000000,1.000000,0.541639,3.282521,0.934408,-12.243320,psr-like,29.861061,0.185477,-69.132644,J0158.8-4252,29.720319,-42.880960
4FGL J0159.0+3313,0.301030,1.910506,0.057017,3.643692,0.462780,-11.783863,bll,84.576673,0.048123,-27.566619,J0159.0+3312,29.761484,33.205523
4FGL J0202.4+2943,0.778151,2.072331,0.029138,3.481608,0.509732,-11.845489,bll,59.201013,0.042014,-30.645959,J0202.5+2944,30.638149,29.735061
4FGL J0202.7+3133,0.000000,1.664059,0.313078,4.075129,0.483383,-12.133434,bll,30.670815,0.055081,-28.906569,J0202.8+3132,30.705511,31.547762
4FGL J0203.3-2507,0.845098,1.712647,0.075713,3.885291,0.960060,-12.123445,bll,31.016652,0.077386,-73.751999,J0203.3-2507,30.834932,-25.127004
4FGL J0203.9+8120,0.477121,1.910151,0.107797,3.809986,0.322985,-11.981348,bll,50.420578,0.046478,18.843534,J0203.2+8119,30.805331,81.320144
4FGL J0204.7+6656,0.000000,2.487587,0.337210,3.212198,0.087938,-11.321570,X,161.150861,0.053509,5.044975,J0204.7+6653,31.192508,66.898005
4FGL J0207.2-1832,1.079181,2.539833,0.057953,3.012575,0.943184,-11.732810,fsrq,59.053885,0.110725,-70.593320,J0207.0-1830,31.764358,-18.509868
4FGL J0213.2-8333,0.778151,1.710550,0.283729,3.977985,0.546688,-12.068114,bll,42.589763,0.053634,-33.140105,J0213.2-8333,33.320783,-83.555852
4FGL J0215.0-5330,0.000000,1.778576,0.764526,3.784279,0.861197,-12.302798,X,38.912924,0.070080,-59.451208,J0215.1-5328,33.792037,-53.470495
4FGL J0220.0-3001,0.602060,2.106237,-0.046393,3.369002,0.941791,-11.981158,bll,31.292908,0.105451,-70.354486,J0220.0-3001,35.022585,-30.018041
4FGL J0222.7+5016,0.477121,1.889798,0.144034,3.800066,0.173776,-11.911363,bll,49.028668,0.051387,-10.007446,J0222.6+5016,35.653668,50.268183
4FGL J0225.5-5530,1.000000,1.809399,0.491798,3.688609,0.838316,-11.912908,bll,89.506588,0.046971,-56.962686,J0225.4-5527,36.374625,-55.459112
4FGL J0226.9+7744,0.301030,2.049444,0.044590,3.715531,0.273473,-11.864514,bll,47.141707,0.047485,15.871041,J0226.3+7747,36.587297,77.797768
4FGL J0230.4-1140,0.000000,1.458862,0.535048,4.244830,0.883840,-12.221299,bll,28.167191,0.061345,-62.109129,J0230.4-1140,37.605067,-11.679866
4FGL J0235.3+5650,0.301030,2.495761,0.431273,3.029039,0.055621,-11.105710,fsrq,395.908353,0.058056,-3.188467,J0235.4+5651,38.863000,56.851120
4FGL J0237.8+5238,0.301030,2.192357,0.498576,3.304406,0.120387,-11.167965,X,847.300059,0.024642,-6.914456,J0237.8+5238,39.473967,52.641146
4FGL J0239.1+6634,0.000000,1.497152,0.320547,3.253522,0.102794,-11.606549,psr-like,40.643449,0.078073,5.900083,J0238.6+6635,39.662820,66.587036
4FGL J0240.2-0248,0.698970,2.240002,-0.011139,3.273706,0.813122,-11.842545,bll,43.518106,0.085632,-54.402132,J0240.3-0252,40.099685,-2.869930
4FGL J0241.1-3035,0.000000,2.067763,-0.093647,3.584933,0.912074,-11.879944,bll,40.838904,0.078704,-65.793623,J0241.1-3035,40.284306,-30.590694
4FGL J0243.1-4218,0.000000,1.905927,0.765933,3.598840,0.888504,-12.259198,X,55.511449,0.060568,-62.685798,J0243.1-4218,40.776917,-42.310621
4FGL J0243.3+6319,0.477121,1.838409,0.390653,3.981273,0.054607,-11.943611,bll,34.854284,0.105356,3.130315,J0243.3+6319,40.837762,63.325016
4FGL J0244.3+1719,1.176091,2.031198,-0.025600,3.709254,0.612677,-11.877512,bll,32.218491,0.059574,-37.783349,J0244.3+1719,41.096376,17.328446
4FGL J0246.0-4838,0.845098,2.533583,0.252530,3.139319,0.858111,-12.091339,fsrq,27.545448,0.103581,-59.105141,J0246.0-4840,41.524483,-48.671012
4FGL J0249.2+1652,0.000000,1.568505,0.198980,4.210157,0.609455,-12.062092,bll,32.649934,0.051050,-37.550141,J0249.1+1652,42.283203,16.874046
4FGL J0251.1-1830,0.000000,1.518935,0.531309,3.991180,0.876133,-11.820461,bll,123.187748,0.036044,-61.179372,J0251.1-1830,42.793785,-18.512639
4FGL J0251.6+0628,0.301030,2.546795,-0.027376,2.950575,0.713934,-11.535372,fsrq,61.523916,0.073577,-45.555870,J0251.7+0628,42.927126,6.470596
4FGL J0251.9-5146,0.477121,2.219340,0.305698,3.472827,0.834418,-12.302938,bll,26.614449,0.080660,-56.555279,J0251.9-5146,42.997053,-51.781826
4FGL J0252.0-3657,0.000000,1.950886,0.112839,3.482916,0.889346,-12.080165,bll,38.107903,0.096971,-62.791240,J0251.8-3657,42.971698,-36.956135
4FGL J0256.2-0408,0.301030,2.089216,-0.032232,3.532550,0.792310,-11.820666,bll,54.997656,0.048564,-52.401876,J0256.2-0409,44.057547,-4.153952
4FGL J0259.0+0552,0.698970,1.974558,0.095104,3.379118,0.705185,-11.091586,bll,820.623781,0.020724,-44.844474,J0258.9+0552,44.732912,5.871152
4FGL J0300.0-6139,0.301030,1.993972,0.186517,3.694285,0.759072,-12.231879,bll,34.363884,0.057464,-49.382471,J0300.0-6139,45.013602,-61.652291
4FGL J0300.0-5908,0.301030,1.762723,0.221770,3.798029,0.777975,-12.146224,bll,56.268465,0.043988,-51.075542,J0259.9-5908,44.999504,-59.140572
4FGL J0300.4+3450,0.301030,2.076297,0.052474,3.432315,0.357547,-11.776664,bll,48.939068,0.064744,-20.949633,J0300.9+3445,45.244941,34.754484
4FGL J0301.6-5617,0.602060,1.848312,0.277589,3.560479,0.795770,-11.889919,bll,127.337419,0.047106,-52.728051,J0301.3-5618,45.349899,-56.315841
4FGL J0302.5+3354,0.698970,1.673581,0.135992,4.115805,0.366862,-11.961441,bll,51.174102,0.041077,-21.522211,J0302.4+3354,45.618093,33.902283
4FGL J0303.6+6711,0.602060,1.278243,0.494086,3.110647,0.133394,-11.719679,psr-like,29.494608,0.222017,7.665762,J0303.4+6720,45.874311,67.348125
4FGL J0304.6+6554,0.301030,2.080285,0.652865,3.453118,0.112703,-11.808125,X,71.231569,0.049277,6.471156,J0304.7+6554,46.182131,65.908389
4FGL J0312.6-1601,0.698970,1.811991,0.057972,3.869116,0.823858,-12.207779,bll,26.372986,0.057806,-55.472864,J0312.6-1601,48.174632,-16.021033
4FGL J0312.7+2012,0.602060,1.841217,0.130130,3.760064,0.523764,-11.879434,bll,53.504662,0.043001,-31.585103,J0312.7+2012,48.198079,20.211553
4FGL J0314.1+2827,0.000000,2.586231,0.150923,3.094413,0.417762,-11.660211,fsrq,35.250914,0.115481,-24.693390,J0314.1+2830,48.532562,28.502752
4FGL J0314.1+5033,0.000000,2.581201,0.463413,3.016192,0.106329,-11.613800,X,40.034774,0.158554,-6.103721,J0314.3+5035,48.594012,50.590989
4FGL J0314.2+2419,0.602060,2.368933,-0.008948,3.309842,0.470635,-11.683965,bll,46.712067,0.058471,-28.075521,J0314.2+2420,48.553284,24.338900
4FGL J0318.8+2848,0.000000,1.118712,0.478467,3.146548,0.405489,-11.775995,psr-like,37.110767,0.240705,-23.921758,J0318.6+2844,49.659272,28.748584
4FGL J0323.6+6142,0.000000,2.931817,0.024417,2.891392,0.069087,-11.081877,fsrq,60.174881,0.165840,3.961553,J0323.4+6142,50.873068,61.702040
4FGL J0327.3+2355,0.778151,2.487772,0.167062,3.075918,0.447233,-11.724749,fsrq,39.815682,0.094369,-26.566278,J0327.4+2356,51.851834,23.936314
4FGL J0327.6+2620,0.000000,2.425571,-0.072007,3.183297,0.417225,-11.596404,bll,58.918190,0.046869,-24.659500,J0327.6+2620,51.900192,26.335284
4FGL J0328.0+6046,0.000000,2.897536,0.552069,3.080460,0.060300,-11.552753,X,34.462239,0.277650,3.457044,J0328.6+6040,52.152450,60.680976
4FGL J0328.4-4736,0.301030,2.284371,0.049983,3.014453,0.800932,-11.426434,fsrq,342.784626,0.040268,-53.219160,J0328.6-4739,52.158601,-47.655643
4FGL J0328.6-1129,0.000000,2.603092,-0.089534,2.855733,0.765575,-11.415864,fsrq,140.988755,0.057368,-49.958140,J0328.6-1128,52.172465,-11.483113
4FGL J0329.2+5750,0.000000,2.284979,0.239511,2.841555,0.020315,-11.130341,fsrq,46.200531,0.284206,1.164071,J0329.2+5750,52.309424,57.846851
4FGL J0331.2-0919,0.000000,2.254590,0.186329,3.169954,0.747255,-12.031095,bll,28.551060,0.113545,-48.353111,J0331.2-0920,52.809951,-9.345399
4FGL J0333.0-3044,0.477121,1.867795,0.100531,3.621801,0.815370,-11.989992,bll,56.233152,0.055226,-54.623982,J0333.1-3044,53.286876,-30.743220
4FGL J0333.4-2705,0.301030,1.691143,0.103918,3.856746,0.810106,-11.982049,bll,67.634791,0.039813,-54.106323,J0333.5-2708,53.376340,-27.148943
4FGL J0334.3+4820,0.301030,2.932457,-0.083766,2.823631,0.107660,-11.214507,fsrq,59.483968,0.079302,-6.180461,J0334.2+4820,53.565899,48.349177
4FGL J0335.6-0727,0.301030,2.023120,0.010793,3.484546,0.724507,-11.915216,bll,36.445397,0.070041,-46.427883,J0335.7-0727,53.930316,-7.463800
4FGL J0337.5+2423,0.000000,2.387332,-0.008940,3.213400,0.418291,-11.618613,bll,50.014697,0.069338,-24.726721,J0337.7+2422,54.428632,24.376637
4FGL J0337.9+4058,0.301030,2.180260,0.214439,3.516747,0.202906,-11.776185,bll,55.559044,0.056920,-11.706959,J0337.9+4100,54.479362,41.005111
4FGL J0340.4+5302,0.602060,3.000000,0.682068,2.735831,0.032216,-10.405704,fsrq,1332.088548,0.059093,-1.846184,J0340.4+5300,55.112718,53.004672
4FGL J0341.9+3153,0.000000,2.518895,0.275484,3.340842,0.312324,-11.373512,bll,84.301448,0.074051,-18.199317,J0342.7+3157,55.698448,31.959126
4FGL J0342.4+3125,0.000000,2.632132,0.091745,3.364557,0.320425,-11.440513,bll,44.329448,0.076569,-18.688609,J0342.3+3124,55.575085,31.411065
4FGL J0343.3-6303,0.301030,2.116962,0.065595,3.262942,0.701520,-11.538605,bll,236.645643,0.035601,-44.549093,J0343.3-6303,55.842457,-63.053223
4FGL J0345.2+4735,0.301030,2.204736,0.247610,3.513923,0.099093,-11.790649,bll,49.486868,0.062978,-5.686958,J0345.2+4735,56.310686,47.588840
4FGL J0346.1+0342,0.477121,2.100976,-0.046533,3.502781,0.613305,-11.708017,bll,44.393496,0.060372,-37.828838,J0345.9+0342,56.491318,3.710399
4FGL J0346.2+3235,0.477121,2.768327,0.103863,3.273899,0.296317,-11.209343,fsrq,117.439495,0.068531,-17.236545,J0346.1+3236,56.549271,32.612950
