4FGL-DR4,source_type,glat,glon,significance,r95,Ep,Fp,d,p_pulsar,diffuse
4FGL J1855.1-2243,glc,-10.909,12.858,10.385,0.050,1.515,0.426,0.783,0.998,0.279
4FGL J1855.1-3025,glc,-14.087,5.674,4.242,0.119,0.657,0.070,0.363,0.018,0.238
4FGL J1855.2+0756,unid-pulsar,2.773,40.443,4.894,0.160,0.218,30.389,0.642,0.974,1.146
4FGL J1855.2+0456,unid-pulsar,1.403,37.767,11.006,0.095,0.137,124.857,0.406,0.985,1.417
4FGL J1855.6-3603,unid-pulsar,-16.360,0.322,5.733,0.122,1.003,0.125,0.777,0.824,0.062
4FGL J1855.7+0224,unk-pulsar,0.142,35.570,9.111,0.092,0.360,178.293,0.732,0.985,1.731
4FGL J1855.8+0150,unid-pulsar,-0.136,35.073,9.758,0.080,1.500,21.841,0.522,0.986,1.711
4FGL J1855.9-1435,msp,-7.581,20.378,12.611,0.049,1.245,0.678,0.298,0.927,0.537
4FGL J1856.5+1735,unid-pulsar,6.831,49.240,11.393,0.070,0.750,0.975,0.648,0.998,0.490
4FGL J1856.7+0125,unid-pulsar,-0.522,34.804,6.130,0.070,0.439,517.943,0.680,0.988,1.640
4FGL J1857.1+0056,unid-pulsar,-0.849,34.430,12.130,0.050,2.676,35.087,0.994,0.968,1.644
4FGL J1857.2+0941,msp,3.118,42.231,6.671,0.223,0.183,6.126,0.450,0.688,0.839
4FGL J1857.4+0106,unid-pulsar,-0.826,34.606,9.911,0.055,2.002,25.836,0.651,0.984,1.606
4FGL J1857.6+0143,psr,-0.588,35.181,11.231,0.086,1.583,34.262,1.299,0.975,1.556
4FGL J1857.6+0212,spp-pulsar,-0.383,35.603,12.965,0.044,0.834,153.203,0.809,0.994,1.547
4FGL J1857.9+0313,bcu-pulsar,0.028,36.534,8.074,0.083,0.344,98.369,0.556,0.996,1.687
4FGL J1858.0+0354,unid-pulsar,0.310,37.170,18.031,0.054,0.809,127.451,0.814,0.992,1.656
4FGL J1858.0-1052,unid-pulsar,-6.390,23.968,6.749,0.112,0.579,0.847,0.726,0.992,0.551
4FGL J1858.3-2216,msp,-11.393,13.583,34.219,0.029,1.563,11.484,1.099,0.995,0.279
4FGL J1858.3-5424,msp,-22.726,342.030,19.059,0.067,1.052,0.786,0.638,1.000,-0.077
4FGL J1858.3-1318,unid-pulsar,-7.527,21.787,7.978,0.140,0.347,1.303,0.471,0.706,0.521
4FGL J1858.6-0746,unid-pulsar,-5.138,26.813,4.672,0.104,1.097,0.216,0.721,0.869,0.554
4FGL J1858.9+3636,unid-pulsar,14.395,67.013,9.550,0.148,0.946,0.206,1.023,0.923,-0.119
4FGL J1859.2-0706,unid-pulsar,-4.955,27.467,7.502,0.077,0.961,0.456,0.485,0.984,0.562
4FGL J1859.3+0058,unid-pulsar,-1.309,34.704,6.645,0.096,1.155,3.295,0.299,0.853,1.573
4FGL J1859.8+0411,unid-pulsar,0.057,37.619,4.676,0.089,0.543,10.590,0.448,0.947,1.755
4FGL J1900.4+0339,unid-pulsar,-0.341,37.225,15.293,0.062,0.821,71.878,0.703,0.992,1.716
4FGL J1900.7+0426,unid-pulsar,-0.046,37.947,7.273,0.121,0.476,76.706,0.728,0.994,1.791
4FGL J1900.8+0118,unk-pulsar,-1.495,35.172,5.628,0.350,0.435,12.496,0.692,0.995,1.327
4FGL J1900.9+0538,unid-pulsar,0.471,39.025,9.331,0.121,0.360,64.255,0.641,0.996,1.577
4FGL J1901.1+0730,unid-pulsar,1.264,40.719,13.705,0.055,0.717,11.431,0.382,0.930,1.314
4FGL J1901.4-0126,msp,-2.890,32.795,28.781,0.038,1.046,22.279,0.631,0.995,0.873
4FGL J1901.7-5140,bcu-pulsar,-22.484,345.039,7.853,0.179,1.615,0.093,0.608,0.512,-0.085
4FGL J1901.8-0718,unid-pulsar,-5.623,27.589,10.273,0.064,1.351,0.839,0.670,0.998,0.532
4FGL J1902.0-5105,msp,-22.375,345.659,51.559,0.022,0.575,31.836,0.495,0.995,-0.092
4FGL J1902.2+0448,unid-pulsar,-0.215,38.447,12.200,0.145,0.550,124.941,0.775,0.994,1.756
4FGL J1902.5+0654,unid-pulsar,0.684,40.348,12.763,0.047,0.698,12.722,0.360,0.958,1.420
4FGL J1902.8-0855,unid-pulsar,-6.587,26.249,4.614,0.180,0.258,1.992,0.736,0.877,0.522
4FGL J1903.4-7053,msp,-26.495,324.359,30.038,0.034,2.231,1.804,1.010,0.994,-0.157
4FGL J1903.4-0400,unid-pulsar,-4.504,30.725,4.112,0.231,0.286,0.984,0.459,0.699,0.758
4FGL J1903.8+0531,spp-pulsar,-0.245,39.264,12.237,0.066,0.336,49.241,0.280,0.990,1.755
4FGL J1904.7+0615,unid-pulsar,-0.093,40.010,4.297,0.285,0.360,44.368,0.883,0.992,1.629
4FGL J1904.7-0708,unid-pulsar,-6.201,28.070,24.859,0.042,0.633,12.488,0.524,0.961,0.535
4FGL J1905.2-5120,unid-pulsar,-22.934,345.539,7.583,0.065,0.691,0.205,0.520,0.451,-0.077
4FGL J1905.8+4942,unid-pulsar,18.153,80.153,11.995,0.117,0.481,0.430,0.917,0.656,-0.253
4FGL J1906.0-1718,unid-pulsar,-10.949,18.957,8.160,0.077,1.375,0.272,0.894,0.994,0.217
4FGL J1906.1+1651,unid-pulsar,4.451,49.615,10.523,0.065,3.605,0.548,1.345,0.965,0.644
4FGL J1906.4-2001,unid-pulsar,-12.170,16.491,6.646,0.099,1.069,0.257,1.000,0.965,0.196
4FGL J1906.4-1757,unid-pulsar,-11.299,18.408,10.597,0.056,1.274,0.391,0.600,0.994,0.217
4FGL J1906.4+0723,psr,0.055,41.222,28.391,0.027,0.648,610.864,0.484,0.980,1.631
4FGL J1906.7+5419,bcu-pulsar,19.612,84.773,11.403,0.082,1.206,0.118,0.667,0.753,-0.221
4FGL J1906.9+0712,unid-pulsar,-0.148,41.123,19.259,0.028,0.994,148.183,0.421,0.980,1.681
4FGL J1907.6+0703,other-pulsar,-0.357,41.056,5.472,0.068,0.378,14.236,0.282,0.916,1.662
4FGL J1907.9+0602,psr,-0.901,40.182,131.041,0.010,0.945,11187.676,0.587,0.972,1.475
4FGL J1908.7+0812,unid-pulsar,-0.078,42.199,14.356,0.068,0.440,140.341,0.689,0.995,1.671
4FGL J1908.8-0131,unid-pulsar,-4.571,33.553,25.915,0.038,1.510,10.795,0.892,0.997,0.740
4FGL J1908.9+2103,msp,5.765,53.670,13.247,0.057,1.538,0.785,0.519,0.983,0.623
4FGL J1910.1-4704,unid-pulsar,-22.540,350.237,7.916,0.171,0.520,0.236,0.741,0.620,-0.005
4FGL J1910.2+0904,unid-pulsar,0.000,43.141,10.595,0.034,0.133,32.995,0.099,0.900,1.557
4FGL J1910.7-5320,msp,-24.243,343.662,13.901,0.089,0.667,0.409,0.519,0.937,-0.086
4FGL J1910.8-6001,glc,-25.636,336.453,19.379,0.055,1.224,0.816,1.009,0.996,-0.142
4FGL J1911.0+0905,other-pulsar,-0.176,43.252,51.130,0.013,1.243,966.012,0.228,0.842,1.560
4FGL J1911.4-4856,unid-pulsar,-23.260,348.341,9.379,0.099,1.542,0.129,0.778,0.926,-0.018
4FGL J1911.7+1014,unk-pulsar,0.208,44.346,5.353,0.227,0.544,11.327,0.676,0.994,1.517
4FGL J1912.0+0927,unid-pulsar,-0.226,43.695,6.930,0.118,0.653,14.864,0.600,0.996,1.504
4FGL J1912.2-2056,fsrq-pulsar,-13.782,16.197,4.715,0.131,1.005,0.125,0.947,0.853,0.177
4FGL J1912.5+1320,unid-pulsar,1.473,47.193,9.192,0.181,0.192,21.397,0.450,0.979,1.116
4FGL J1912.7+4610,unid-pulsar,15.776,77.173,14.511,0.089,0.710,0.331,0.425,0.841,-0.180
4FGL J1912.7+0957,unid-pulsar,-0.146,44.208,10.148,0.090,0.645,34.833,0.653,0.996,1.557
4FGL J1913.2+0512,bcu-pulsar,-2.452,40.054,6.373,0.182,0.158,11.074,0.439,0.670,0.984
4FGL J1913.2+2342,unid-pulsar,6.080,56.505,4.763,0.142,0.827,0.205,0.777,0.907,0.548
4FGL J1913.3+0905,psr,-0.686,43.517,18.201,0.058,1.502,34.038,0.963,0.991,1.426
4FGL J1913.3+1019,psr,-0.115,44.615,11.332,0.135,1.762,3.217,0.128,0.060,1.538
4FGL J1913.4-1526,unid-pulsar,-11.746,21.442,11.809,0.056,1.662,0.517,1.081,0.998,0.207
4FGL J1914.5+1107,unk-pulsar,0.004,45.449,8.174,0.148,0.641,16.634,0.631,0.996,1.563
4FGL J1914.6-1157,unid-pulsar,-10.516,24.794,7.254,0.077,0.253,1.787,0.514,0.760,0.362
4FGL J1914.7+1012,unid-pulsar,-0.456,44.665,6.749,0.145,0.341,11.903,0.350,0.954,1.474
4FGL J1915.3+1149,bcu-pulsar,0.154,46.155,12.388,0.120,0.494,49.563,0.630,0.996,1.525
4FGL J1915.7-0846,unid-pulsar,-9.377,27.811,4.366,0.109,0.860,0.167,0.733,0.852,0.419
4FGL J1916.3+1108,spp-pulsar,-0.373,45.668,11.265,0.288,0.334,51.340,0.402,0.992,1.548
4FGL J1916.8-3025,unid-pulsar,-18.420,7.522,24.247,0.031,2.416,1.747,0.503,0.966,0.129
4FGL J1917.6-3204,unid-pulsar,-19.165,5.961,8.638,0.084,0.424,0.324,0.363,0.638,0.123
4FGL J1918.1+1215,spp-pulsar,-0.254,46.871,9.158,0.248,0.409,42.555,0.794,0.994,1.494
4FGL J1919.1+2354,msp,4.974,57.288,9.547,0.119,1.177,0.753,0.871,1.000,0.636
4FGL J1919.2+0618,bcu-pulsar,-3.266,41.730,7.288,0.144,0.156,9.486,0.459,0.677,0.776
4FGL J1919.4+1313,unid-pulsar,-0.082,47.875,7.148,0.176,0.307,40.235,0.656,0.995,1.385
4FGL J1919.9+1358,unid-pulsar,0.178,48.584,5.964,0.116,0.810,2.814,0.314,0.924,1.561
4FGL J1920.0-2622,unid-pulsar,-17.579,11.750,10.791,0.069,0.865,0.388,0.541,0.952,0.093
4FGL J1920.7+1334,unid-pulsar,-0.192,48.320,4.118,0.149,0.406,7.368,0.553,0.985,1.382
4FGL J1920.8+0418,unk-pulsar,-4.561,40.141,8.569,0.083,1.557,0.541,0.475,0.982,0.806
4FGL J1920.9+1408,unk-pulsar,0.037,48.854,7.959,0.068,0.359,66.880,0.526,0.996,1.556
4FGL J1921.1+1930,msp,2.509,53.615,7.912,0.106,1.915,0.680,0.733,1.000,1.015
4FGL J1921.4+0136,msp,-5.929,37.801,20.897,0.038,1.225,4.400,0.566,0.995,0.637
4FGL J1922.4+1453,unid-pulsar,0.057,49.683,7.155,0.113,0.366,31.001,0.595,0.995,1.401
4FGL J1922.7+1428,unid-pulsar,-0.205,49.350,9.385,0.061,0.583,103.055,0.726,0.996,1.520
4FGL J1924.8-1035,unid-pulsar,-12.168,27.148,16.149,0.040,2.201,2.342,0.961,0.995,0.327
4FGL J1925.1+1707,unk-pulsar,0.548,51.954,6.556,0.133,0.288,5.467,0.253,0.555,1.361
4FGL J1925.1+0547,unid-pulsar,-4.811,41.951,4.018,0.175,0.232,1.249,0.538,0.590,0.723
4FGL J1925.2+1600,unid-pulsar,0.007,50.976,4.369,0.080,0.459,23.656,0.888,0.994,1.393
4FGL J1925.2+1729,psr,0.692,52.287,8.246,0.155,0.754,10.054,0.811,0.997,1.459
4FGL J1925.3+1522,unid-pulsar,-0.322,50.431,8.471,0.116,0.400,29.136,0.669,0.996,1.434
4FGL J1926.7+3027,spp-pulsar,6.506,63.927,6.416,0.242,0.285,1.145,0.886,0.557,0.278
4FGL J1927.4+3528,unid-pulsar,8.695,68.465,7.556,0.175,0.691,0.155,0.609,0.571,0.025
4FGL J1928.4+1801,unk-pulsar,0.285,53.115,7.108,0.114,0.293,9.438,0.314,0.827,1.406
4FGL J1929.0+1729,unid-pulsar,-0.088,52.717,16.787,0.094,0.572,66.913,0.625,0.990,1.513
4FGL J1929.8+1832,unk-pulsar,0.254,53.737,5.466,0.122,0.506,2.037,0.312,0.935,1.281
4FGL J1931.0+1754,unid-pulsar,-0.305,53.320,5.574,0.176,0.307,7.835,0.423,0.678,1.399
4FGL J1931.0+3135,spp-pulsar,6.222,65.357,5.157,0.169,0.276,1.475,1.038,0.745,0.268
4FGL J1931.1+1656,unid-pulsar,-0.794,52.480,21.154,0.053,0.563,68.084,0.567,0.994,1.330
4FGL J1932.2+2221,psr,1.584,57.355,6.558,0.095,0.688,1.336,0.488,0.966,1.195
4FGL J1932.3+1916,psr,0.084,54.650,45.286,0.023,0.715,453.727,0.781,0.993,1.218
4FGL J1932.4+1846,spp-pulsar,-0.178,54.239,4.318,0.139,0.819,0.841,0.339,0.925,1.391
4FGL J1934.2-1446,unid-pulsar,-16.023,24.243,7.027,0.125,0.338,0.506,0.493,0.720,0.189
4FGL J1934.3+1859,spp-pulsar,-0.468,54.646,7.344,0.190,0.299,31.630,0.717,0.994,1.240
4FGL J1935.2+2029,psr,0.065,56.057,15.461,0.080,0.346,69.951,0.621,0.941,1.350
4FGL J1936.6+1921,unid-pulsar,-0.772,55.222,7.551,0.150,0.482,3.659,0.475,0.974,1.101
4FGL J1937.2-4217,bcu-pulsar,-25.953,356.667,15.705,0.062,1.086,0.514,0.529,0.998,0.011
4FGL J1939.6+2135,msp,-0.295,57.522,17.121,0.051,0.661,31.647,0.625,0.996,1.366
4FGL J1940.2-2511,unid-pulsar,-21.358,14.687,12.882,0.082,0.705,0.540,0.491,0.961,0.020
4FGL J1943.9+2841,unid-pulsar,2.391,64.169,7.413,0.239,0.699,0.664,0.510,0.985,0.703
4FGL J1944.3-5347,unid-pulsar,-29.219,344.144,4.270,0.124,1.456,0.050,1.002,0.909,-0.152
4FGL J1944.8+4301,unid-pulsar,9.266,76.820,13.805,0.049,2.511,0.253,0.616,0.952,0.224
4FGL J1946.1+2436,unk-pulsar,-0.086,60.873,6.903,0.132,0.646,1.708,0.383,0.949,1.239
4FGL J1946.5-1527,unid-pulsar,-19.010,24.862,8.361,0.085,1.266,0.147,0.456,0.581,0.213
4FGL J1946.5-5402,msp,-29.572,343.898,32.063,0.030,1.118,5.944,0.966,0.995,-0.166
4FGL J1947.6-1121,msp,-17.564,28.914,9.800,0.056,0.867,0.324,0.458,0.898,0.189
4FGL J1947.7+2744,other-pulsar,1.184,63.756,14.514,0.094,0.847,4.071,0.440,0.952,1.057
4FGL J1948.1+2511,unid-pulsar,-0.178,61.601,6.081,0.164,0.696,2.381,0.706,0.995,1.110
4FGL J1948.3+1207,bcu-pulsar,-6.796,50.304,6.670,0.135,0.651,0.528,0.837,0.981,0.278
4FGL J1948.9+3414,unid-pulsar,4.244,69.510,11.385,0.159,1.651,0.721,1.015,0.998,0.523
4FGL J1949.2-1453,unid-pulsar,-19.387,25.696,11.392,0.066,0.883,0.361,0.361,0.894,0.144
4FGL J1950.6+2416,msp,-1.131,61.112,6.976,0.164,0.617,3.448,0.671,0.997,1.187
4FGL J1950.8+1211,bcu-pulsar,-7.283,50.681,12.971,0.067,0.598,1.521,0.589,0.996,0.221
4FGL J1951.0+2523,unid-pulsar,-0.648,62.120,7.724,0.134,0.747,4.146,0.951,0.998,1.139
4FGL J1951.6+2621,unid-pulsar,-0.271,63.012,10.390,0.142,0.358,8.749,0.432,0.956,1.105
4FGL J1952.8+2924,spp-pulsar,1.059,65.766,12.212,0.183,0.646,10.502,0.822,0.997,1.122
4FGL J1952.9+3252,psr,2.823,68.771,84.379,0.012,0.991,1846.538,0.636,0.988,0.876
4FGL J1953.5+3841,unid-pulsar,5.686,73.837,12.393,0.067,0.406,1.231,0.369,0.878,0.375
4FGL J1953.6+1846,glc,-4.541,56.733,8.822,0.154,0.261,1.161,0.403,0.495,0.325
4FGL J1954.3+2836,psr,0.373,65.248,91.071,0.014,1.122,968.246,0.623,0.988,1.213
4FGL J1954.5+2420,unid-pulsar,-1.868,61.632,7.442,0.169,1.031,1.223,0.663,0.997,1.038
4FGL J1954.8+2543,unid-pulsar,-1.219,62.838,7.189,0.239,0.522,2.650,0.519,0.986,1.156
4FGL J1956.6-7011,unid-pulsar,-30.905,325.217,6.497,0.085,1.938,0.050,1.119,0.925,-0.249
4FGL J1957.3+2517,msp,-1.911,62.765,5.781,0.134,0.647,1.561,0.833,0.997,0.908
4FGL J1957.6+5033,psr,11.019,84.586,76.046,0.022,0.706,99.331,1.329,0.974,-0.019
4FGL J1958.7+2846,psr,-0.357,65.888,97.329,0.014,1.056,1249.628,0.773,0.993,1.146
4FGL J1959.1+1646,unid-pulsar,-6.701,55.678,4.481,0.101,1.219,0.080,0.824,0.823,0.264
4FGL J1959.5+2048,msp,-4.692,59.199,36.755,0.037,0.836,21.120,0.780,0.997,0.473
4FGL J2003.6+2333,bcu-pulsar,-4.036,62.039,5.938,0.223,0.606,0.623,0.694,0.990,0.662
4FGL J2004.1+2517,unk-pulsar,-3.228,63.573,6.929,0.193,0.899,1.031,0.844,1.000,0.919
4FGL J2004.3+3339,unk-pulsar,1.196,70.676,32.782,0.024,0.600,36.703,0.250,0.971,1.105
4FGL J2004.9+3421,unid-pulsar,1.461,71.332,6.728,0.077,0.520,2.476,0.471,0.987,1.166
4FGL J2006.2+3102,psr,-0.539,68.685,16.351,0.052,1.289,6.248,0.777,0.993,1.122
4FGL J2006.4+0147,msp,-15.774,43.381,15.138,0.048,3.218,0.419,0.774,0.965,0.039
4FGL J2007.2-1433,bcu-pulsar,-23.225,27.911,9.330,0.153,0.390,1.268,0.982,0.940,0.087
4FGL J2007.2-3157,unid-pulsar,-29.114,9.645,9.905,0.062,2.297,0.166,0.557,0.783,0.164
4FGL J2007.9+2511,unid-pulsar,-4.006,63.952,10.607,0.081,1.907,0.948,0.975,0.998,0.763
4FGL J2009.5+2425,unid-pulsar,-4.734,63.496,6.075,0.266,0.300,2.233,0.728,0.932,0.731
4FGL J2009.9-2116,unid-pulsar,-26.353,21.324,9.348,0.071,2.751,0.134,0.752,0.735,0.054
4FGL J2013.4+2745,unid-pulsar,-3.639,66.784,7.486,0.164,0.293,4.543,0.683,0.908,0.837
4FGL J2013.5+3613,spp-pulsar,1.017,73.853,13.037,0.073,0.834,7.878,0.719,0.997,1.190
4FGL J2016.2+3712,other-pulsar,1.117,74.974,9.984,0.039,0.100,55.444,-0.086,0.925,1.193
4FGL J2016.3-2331,bcu-pulsar,-28.526,19.509,11.301,0.077,1.516,0.204,0.669,0.979,-0.050
4FGL J2017.4+0602,msp,-16.034,48.622,87.243,0.014,2.621,117.878,0.851,0.967,0.141
4FGL J2017.7-1612,msp,-26.206,27.348,23.820,0.034,1.568,1.371,0.589,1.000,-0.077
4FGL J2017.9+3625,psr,0.389,74.518,57.785,0.021,1.038,611.696,1.033,0.993,1.136
4FGL J2018.0+7903,unid-pulsar,22.662,111.904,6.960,0.085,1.119,0.043,0.847,0.773,-0.109
4FGL J2021.1+3651,psr,0.109,75.229,208.308,0.009,0.988,41830.080,0.674,0.955,1.184
4FGL J2021.5+4026,psr,2.082,78.228,145.661,0.009,0.801,144213.404,0.755,0.901,1.248
4FGL J2022.3+3840,psr,0.945,76.858,16.949,0.078,0.379,62.110,0.645,0.996,1.244
4FGL J2023.3-1947,unid-pulsar,-28.771,24.156,7.545,0.120,0.849,0.134,0.749,0.701,-0.145
4FGL J2023.6-0123,bcu-pulsar,-21.082,42.611,13.430,0.045,1.567,0.362,0.731,0.908,0.007
4FGL J2026.0+4718,unid-pulsar,5.342,84.332,6.990,0.128,2.019,0.268,0.788,0.990,0.804
4FGL J2026.3+1431,unid-pulsar,-13.444,57.273,12.595,0.055,3.018,0.263,0.816,0.971,0.006
4FGL J2026.5+3718,unk-pulsar,-0.525,76.222,7.441,0.463,0.533,9.109,0.908,0.996,1.231
4FGL J2027.0+2811,unid-pulsar,-5.882,68.833,19.524,0.051,0.773,6.356,1.209,0.988,0.531
4FGL J2028.3+3331,psr,-3.011,73.359,68.273,0.018,1.366,502.256,1.247,0.987,0.951
4FGL J2029.5-4237,msp,-35.488,358.233,12.282,0.109,0.799,0.566,1.592,0.960,-0.167
4FGL J2030.0+3641,psr,-1.445,76.123,62.283,0.021,1.666,259.319,1.207,0.986,1.107
4FGL J2030.9+4416,psr,2.882,82.350,52.737,0.024,1.070,276.240,1.214,0.988,1.058
4FGL J2031.7+3138,unid-pulsar,-4.707,72.244,5.231,0.095,1.113,0.167,0.600,0.898,0.608
4FGL J2032.2+4127,psr,1.024,80.229,111.514,0.011,2.334,2274.947,0.755,0.914,1.265
4FGL J2035.0+3632,msp,-2.341,76.597,32.216,0.031,2.640,22.442,1.472,0.972,0.993
4FGL J2036.2-0207,msp,-24.185,43.549,7.305,0.092,1.102,0.074,0.462,0.144,-0.129
4FGL J2038.4+4212,unid-pulsar,0.543,81.527,18.803,0.076,0.367,153.842,0.647,0.995,1.390
4FGL J2039.4-3616,msp,-36.546,6.337,14.706,0.066,1.024,0.567,0.775,0.994,-0.129
4FGL J2039.5-5617,msp,-37.147,341.268,52.885,0.022,1.172,9.571,0.466,0.948,-0.100
4FGL J2041.1+4736,unid-pulsar,3.454,86.097,36.178,0.032,0.901,36.983,0.581,0.994,0.976
4FGL J2042.1+4209,bcu-pulsar,-0.028,81.904,10.107,0.080,0.554,19.415,0.753,0.996,1.396
4FGL J2042.2+0245,msp,-23.036,48.990,20.677,0.063,0.711,3.041,1.136,0.994,-0.122
4FGL J2042.7-5415,bcu-pulsar,-37.786,343.755,11.015,0.097,1.260,0.201,0.987,0.977,-0.204
4FGL J2043.1+4256,unk-pulsar,0.318,82.634,5.379,0.384,0.348,20.294,1.246,0.937,1.138
4FGL J2043.3+1711,msp,-15.317,61.915,76.254,0.016,1.464,49.054,0.585,0.986,-0.066
4FGL J2043.7+2741,psr,-9.145,70.622,27.475,0.044,0.693,7.465,0.937,0.906,0.246
4FGL J2043.9+2051,unid-pulsar,-13.278,65.064,7.950,0.108,0.649,0.188,0.655,0.489,-0.032
4FGL J2043.9-4802,unid-pulsar,-38.284,351.629,19.433,0.040,1.753,0.703,1.033,0.998,-0.227
4FGL J2045.9-6835,msp,-35.462,326.091,16.257,0.051,1.922,0.358,1.177,0.995,-0.205
4FGL J2046.1-1626,unid-pulsar,-32.605,30.076,14.612,0.073,1.069,0.412,0.688,0.982,-0.257
4FGL J2047.3+1051,msp,-19.729,57.052,18.059,0.044,2.969,0.582,0.706,0.974,-0.038
4FGL J2047.5+4356,unid-pulsar,0.316,83.910,4.163,0.491,0.263,18.858,1.184,0.920,1.110
4FGL J2049.3+4440,unid-pulsar,0.524,84.687,6.959,0.074,0.202,9.249,0.371,0.560,1.295
4FGL J2050.0+4114,unid-pulsar,-1.742,82.100,5.556,0.119,0.745,0.580,0.370,0.917,1.024
4FGL J2051.0-0826,msp,-30.387,39.212,14.023,0.049,2.177,0.402,1.252,0.995,-0.100
4FGL J2051.7+5051,unid-pulsar,4.130,89.721,19.951,0.032,1.505,6.258,0.928,0.997,0.976
4FGL J2052.3+4437,unid-pulsar,0.090,84.988,7.525,0.389,0.516,6.286,0.796,0.997,1.149
4FGL J2052.6+4135,unid-pulsar,-1.906,82.689,5.301,0.146,0.337,1.940,0.433,0.898,1.140
4FGL J2052.7+4334,spp-pulsar,-0.647,84.224,5.823,0.134,0.642,1.195,0.459,0.995,1.207
4FGL J2052.7+1218,msp,-19.991,59.127,13.877,0.064,0.642,0.422,0.308,0.884,0.001
4FGL J2054.2+6904,unid-pulsar,15.285,104.372,15.419,0.052,0.791,0.715,0.607,0.996,0.348
4FGL J2055.8+1545,msp,-18.578,62.534,6.977,0.123,0.151,0.177,0.185,0.007,-0.140
4FGL J2055.8+2540,psr,-12.520,70.697,123.321,0.014,1.030,441.900,1.099,0.993,0.167
4FGL J2056.4+4351,unk-pulsar,-0.977,84.869,9.327,0.241,0.482,11.182,0.761,0.996,1.150
4FGL J2058.0+3338,unid-pulsar,-7.834,77.260,9.459,0.090,1.593,0.186,0.735,0.951,0.177
4FGL J2059.1-4103,bcu-pulsar,-40.870,0.741,9.666,0.147,0.486,0.419,0.907,0.819,-0.254
4FGL J2059.1+4403,unk-pulsar,-1.219,85.336,4.617,0.284,0.559,0.793,0.513,0.992,0.992
4FGL J2059.7+4837,unk-pulsar,1.705,88.852,6.872,0.135,1.410,0.573,0.716,1.000,1.051
4FGL J2101.8+5044,unid-pulsar,2.843,90.674,5.486,0.137,0.334,4.031,0.679,0.963,1.148
4FGL J2103.7-1112,bcu-pulsar,-34.409,37.873,28.294,0.033,1.711,2.405,0.915,0.992,-0.072
4FGL J2104.0+4623,unid-pulsar,-0.319,87.651,6.208,0.111,1.088,0.537,0.813,0.998,0.894
4FGL J2108.0+5155,unid-pulsar,2.913,92.205,15.457,0.083,0.696,13.879,0.640,0.993,1.260
4FGL J2108.7+7532,bcu-pulsar,18.431,110.375,4.259,0.150,0.822,0.106,1.074,0.801,0.454
4FGL J2110.7+5129,unid-pulsar,2.314,92.168,4.784,0.207,0.284,7.035,0.710,0.966,1.157
4FGL J2111.4+4606,psr,-1.454,88.313,78.372,0.018,1.169,143.453,0.521,0.986,0.753
4FGL J2112.5-3043,unid-pulsar,-42.444,14.904,64.573,0.018,2.167,30.128,0.905,0.983,-0.066
4FGL J2114.0+1956,spp-pulsar,-19.387,68.856,5.431,0.150,0.703,0.116,1.020,0.627,-0.113
4FGL J2114.3+5023,unid-pulsar,1.149,91.763,14.523,0.063,0.738,3.887,0.401,0.906,1.048
4FGL J2114.8+6000,unid-pulsar,7.719,98.794,4.697,0.140,0.426,0.349,0.630,0.635,0.615
4FGL J2115.1+5449,msp,4.120,95.043,21.843,0.049,2.638,4.287,1.184,0.980,0.936
4FGL J2115.2+5219,unid-pulsar,2.379,93.257,4.933,0.237,0.327,3.966,0.620,0.939,1.272
4FGL J2116.2+3701,psr,-8.341,82.304,16.444,0.077,0.698,2.803,1.125,0.993,0.192
4FGL J2117.0+1344,msp,-23.869,64.173,13.730,0.075,1.270,0.314,0.746,0.980,-0.245
4FGL J2117.4+6159,bcu-pulsar,8.854,100.475,5.618,0.202,0.247,1.040,0.641,0.663,0.691
4FGL J2117.9+3729,unid-pulsar,-8.274,82.880,14.562,0.054,1.274,0.696,0.633,0.987,0.185
4FGL J2119.0-3317,bcu-pulsar,-44.190,11.707,7.683,0.093,1.646,0.110,0.839,0.875,-0.051
4FGL J2120.0+5257,unid-pulsar,2.295,94.209,4.722,0.135,0.423,0.737,0.331,0.865,1.099
4FGL J2120.3+5227,unid-pulsar,1.921,93.884,4.429,0.161,0.872,1.003,0.945,0.998,1.224
4FGL J2120.5+4331,unid-pulsar,-4.408,87.584,5.687,0.212,0.350,0.609,0.575,0.824,0.560
4FGL J2123.9+5158,spp-pulsar,1.189,93.942,6.756,0.116,0.636,1.985,0.713,0.997,1.113
4FGL J2124.7-3358,msp,-45.445,10.927,103.810,0.014,1.645,190.823,1.029,0.990,-0.158
4FGL J2129.8-0428,msp,-36.960,48.933,31.189,0.036,1.426,2.658,0.860,0.998,-0.391
4FGL J2129.9+1208,glc,-27.319,64.985,10.669,0.143,0.317,0.575,0.486,0.104,-0.173
4FGL J2130.8-6623,bcu-pulsar,-40.256,326.697,30.006,0.043,1.324,1.452,1.053,0.996,-0.444
4FGL J2133.1-6432,unid-pulsar,-41.289,328.748,27.168,0.044,1.188,1.696,0.988,0.998,-0.373
4FGL J2140.0+4716,psr,-4.029,92.641,59.341,0.029,0.876,102.962,1.257,0.984,0.653
4FGL J2144.2+7709,unid-pulsar,18.005,113.123,8.188,0.072,2.526,0.140,1.376,0.939,0.342
4FGL J2146.9-3606,unid-pulsar,-50.088,8.123,4.024,0.100,1.640,0.015,1.044,0.369,-0.394
